calls_total_pre_sleep,circadian_disruption_score,light_pre_sleep_ratio,circadian_screen_misalignment,calls_num_missed,calls_total_sleep,location_max_still_duration_pre_sleep,light_entropy_sleep,light_high_duration_pre_sleep,calls_num_incoming,location_max_still_duration_sleep,light_peak_hour_pre_sleep,location_num_transitions_sleep,location_avg_speed_pre_sleep,light_peak_hour_day,sleep_quality,uid,label_date
-0.6405126152203486,1.6133702149639948,-0.8837455129502685,1.4465632257307277,-0.5656854249492381,-0.316227766016838,-1.3718928888319726,0.32692777266967504,-0.45057571853809253,-0.8931875130777442,-0.48980095892423636,-1.2284748112685122,-0.5656854249492382,-0.42366639330000044,-1.4154127875911127,8,678,2025-04-28
0.2401922307076307,-0.601176979893587,-0.18491876607503044,0.2535818736452522,-0.5656854249492381,-0.316227766016838,-0.7440968455927875,-0.4875687183634594,-0.45057571853809253,1.1537005377254197,1.4972008311080096,0.8177300880176777,-0.5656854249492382,0.8781296809975648,0.45584181768884074,7,678,2025-04-29
0.2401922307076307,0.2942705934879984,-0.19219315969274614,-0.14449072259287876,2.545584412271571,-0.316227766016838,-0.7440968455927875,-0.5338387991155891,1.3381760061845605,1.1537005377254197,1.248825607353979,0.8345775834459322,2.5455844122715714,2.9348678587024395,0.6163784058093729,6,678,2025-04-30
-0.6405126152203486,1.5604427265915406,3.0357311479901057,1.4551636108206625,-0.5656854249492381,-0.316227766016838,-0.30463961532535794,2.462256221475634,-0.45057571853809253,-0.8931875130777442,-1.4005101126890158,-0.768997663225206,-0.5656854249492382,-0.42366639330000044,-1.4154127875911127,4,678,2025-05-15
2.8823067684915684,0.4444647087792598,-0.19458441955878197,0.2513658707629428,0.9899494936611666,3.16227766016838,-0.03259466325504436,-0.3780392527513576,-0.45057571853809253,0.3349453174041542,0.7148188762828128,0.9632311848980581,0.9899494936611668,-0.42366639330000044,0.06202549995566016,10,678,2025-05-16
-0.6405126152203486,-1.0096954557533544,-0.03274043947111372,-0.35950159317595687,-0.5656854249492381,-0.316227766016838,1.7670873273639531,-0.42386303459481744,-0.45057571853809253,1.9724557580466853,-0.9865514064322979,-1.1013528003098643,0.9899494936611668,-0.42366639330000044,0.3705567552498081,4,678,2025-05-17
-0.6405126152203486,-1.4107922675782496,-0.14612379493095684,-1.3343222919288764,-0.5656854249492381,-0.316227766016838,0.8986361342164136,0.7305287407953676,-0.45057571853809253,-0.8931875130777442,0.07318288158490004,1.0076473092089104,-0.5656854249492382,-0.42366639330000044,0.40065736552240777,3,678,2025-05-18
-0.6405126152203486,0.2487467894488531,-0.8837455129502685,-1.78105605645302,-0.5656854249492381,-0.316227766016838,-1.3718928888319726,-1.4394968088957258,-0.45057571853809253,-0.8931875130777442,-1.5714750583730404,-1.2284748112685122,-0.5656854249492382,-0.42366639330000044,-1.4154127875911127,4,678,2025-05-23
0.2401922307076307,0.6757462215878379,-0.1993176688265803,0.9192197391739106,0.9899494936611666,-0.316227766016838,0.6119426078038523,-0.6412779558388524,2.7170054606582728,-0.4838099029171114,-0.11199464634727184,1.0398107095719424,-0.5656854249492382,-0.42366639330000044,1.9934813257808128,8,678,2025-05-24
-0.6405126152203486,-1.1726161497827727,-0.1433837439724898,-0.8355567302994416,-0.5656854249492381,-0.316227766016838,1.31507417623174,0.8608413927822282,-0.45057571853809253,-0.8931875130777442,0.01357282788393275,-1.0982896193229088,-0.5656854249492382,-0.42366639330000044,-0.008209257347072688,3,678,2025-05-25
0.2401922307076307,-0.6427604018515195,-0.1749781295618691,0.12903307431667752,-0.5656854249492381,-0.316227766016838,-0.023526498186033827,-0.47646955816310155,-0.45057571853809253,0.3349453174041542,1.012731158552231,0.7625928302524811,-0.5656854249492382,-0.42366639330000044,0.35550645011350823,5,678,2025-05-27
