screen_first_on_time_day,calls_duration_pre_sleep,screen_last_on_time,screen_total_duration_pre_sleep,location_max_still_duration_pre_sleep,light_peak_hour_day,location_mobility_ratio_sleep,light_entropy_pre_sleep,screen_gap_before_sleep,light_mean_sleep,wifi_scans_day,accel_morning_movement_ratio,accel_movement_ratio,light_peak_hour_pre_sleep,light_peak_hour_sleep,sleep_quality,uid,label_date
-1.9592377395621345,-0.4110016663774808,-0.8762887754506286,-1.146469430265437,-0.689495820506008,-1.7800205135534644,2.285209631013397,-1.8808562762312575,-0.6361265179105097,-1.5668628674008953,-1.5178947137730447,-1.1834390479006542,-1.94459629606599,-0.6423664141893272,-0.7114346422982085,5,676,2025-04-28
0.12401275017491678,-0.4110016663774808,0.3817139784776732,1.2945938120436484,-0.689495820506008,-0.3054324931835762,-0.2320979172413515,0.2412944559693179,-0.5485660887418229,-0.6029872249522078,0.9972853835788168,0.6239555253331082,0.5742812944683557,-0.34542699510824554,-1.082976911970387,5,676,2025-04-29
0.4350678331219028,-0.4110016663774808,0.5135047431749238,-1.1215606216704466,2.7379896169720763,1.1416165318992684,-0.269082648207798,0.4429035354256828,-0.5485660887418229,0.5667070323112685,0.939622957766165,0.23145552928922647,0.39211684968967836,-0.44879198276305243,0.2215492793230398,5,676,2025-04-30
0.66017348525459,0.20876275117586093,0.31701669398993204,-0.3742963638207263,0.1673755388635131,0.2503545026094888,0.850089688985687,1.0363754091681543,-0.5485660887418229,1.501182851126496,0.8764688723523082,-0.08608175905254473,0.8740126177832379,-0.49577606806069197,0.09219752617791101,4,676,2025-05-01
0.5169244338974256,-0.4110016663774808,0.26190419238926355,0.24842385105404016,0.1959379175091638,-0.032546085339233546,0.46614455807441263,0.11354481997490841,-0.5485660887418229,0.015078360181249565,0.6375816796998934,-0.4358884200556407,0.6589630579713506,-0.4262396218201855,-0.059171546651495106,5,676,2025-05-14
0.3982323627729175,-0.4110016663774808,-0.7612713808057553,0.02424457369912429,0.1673755388635131,0.6258862565237219,0.4871075666937023,0.9625329657503461,-0.3734452304044492,-0.5295163693363835,0.6622941479053156,0.19064312248306586,0.17995748050742494,-0.46758561688210826,-0.09494969113844565,5,676,2025-05-15
0.3491184023076041,-0.4110016663774808,-0.6246882246649682,-0.5237492153906703,-0.689495820506008,0.26036868271386837,-1.043192062514546,0.6578509985851948,-0.1107639428983888,1.5182133404373326,-0.6584499861844719,2.0340420904978456,0.7991113487746243,2.127815254959497,0.2903534033364061,6,676,2025-05-16
-1.9592377395621345,-0.4110016663774808,-0.8762887754506286,-1.146469430265437,-0.689495820506008,-1.7800205135534644,-1.043192062514546,-1.8808562762312575,-0.6361265179105097,0.7325692206701008,-1.5178947137730447,-1.1834390479006542,-1.94459629606599,-0.6423664141893272,0.0013760824802672496,7,676,2025-05-26
0.9466715879689195,2.948773860359072,2.49515860507722,1.6827560793155862,0.17880049032177334,1.2743044182822967,-0.45779469177441345,0.45107754705239894,1.8505896704801956,-0.5444377898496008,-1.040120328468215,-1.1834390479006542,0.19889062461200027,1.849669469997472,2.577402485540705,3,676,2025-05-27
0.48827462362599255,-0.28052494689256735,-0.8307610567370329,1.0625267453003189,-0.689495820506008,0.34548921360109447,-1.043192062514546,-0.14386717946348615,2.1001368936109532,-1.0899465531873653,0.6211067008962786,0.9921910552069031,0.2118593183253088,-0.5089316119440309,-1.234345984799793,5,676,2025-05-28
