uid,label_date,sleep_score,accel_longest_still_period,accel_movement_ratio,accel_evening_movement_ratio,accel_night_movement_ratio,accel_morning_movement_ratio,accel_mean_mag,accel_std_mag,accel_entropy,light_mean_full_window,light_max_full_window,light_entropy_full_window,light_high_duration_full_window,light_mean_day,light_max_day,light_entropy_day,light_high_duration_day,light_mean_pre_sleep,light_max_pre_sleep,light_entropy_pre_sleep,light_high_duration_pre_sleep,light_mean_sleep,light_max_sleep,light_entropy_sleep,light_high_duration_sleep,light_last_peak_time,screen_events_full_window,screen_total_duration_full_window,screen_avg_session_duration_full_window,screen_inter_event_std_full_window,screen_cluster_count_full_window,light_screen_overlap_ratio_full_window,screen_events_day,screen_total_duration_day,screen_avg_session_duration_day,screen_inter_event_std_day,screen_cluster_count_day,light_screen_overlap_ratio_day,screen_events_pre_sleep,screen_total_duration_pre_sleep,screen_avg_session_duration_pre_sleep,screen_inter_event_std_pre_sleep,screen_cluster_count_pre_sleep,light_screen_overlap_ratio_pre_sleep,screen_events_sleep,screen_total_duration_sleep,screen_avg_session_duration_sleep,screen_inter_event_std_sleep,screen_cluster_count_sleep,light_screen_overlap_ratio_sleep,screen_last_on_time,screen_first_on_time_day,screen_gap_before_sleep,wifi_scans_full_window,wifi_unique_aps_full_window,wifi_mean_signal_full_window,wifi_signal_std_full_window,wifi_dominant_ap_ratio_full_window,wifi_entropy_full_window,wifi_strong_ap_ratio_full_window,wifi_avg_num_aps_per_scan_full_window,wifi_dominant_ap_changes_full_window,wifi_scans_day,wifi_unique_aps_day,wifi_mean_signal_day,wifi_signal_std_day,wifi_dominant_ap_ratio_day,wifi_entropy_day,wifi_strong_ap_ratio_day,wifi_avg_num_aps_per_scan_day,wifi_dominant_ap_changes_day,wifi_scans_pre_sleep,wifi_unique_aps_pre_sleep,wifi_mean_signal_pre_sleep,wifi_signal_std_pre_sleep,wifi_dominant_ap_ratio_pre_sleep,wifi_entropy_pre_sleep,wifi_strong_ap_ratio_pre_sleep,wifi_avg_num_aps_per_scan_pre_sleep,wifi_dominant_ap_changes_pre_sleep,wifi_scans_sleep,wifi_unique_aps_sleep,wifi_mean_signal_sleep,wifi_signal_std_sleep,wifi_dominant_ap_ratio_sleep,wifi_entropy_sleep,wifi_strong_ap_ratio_sleep,wifi_avg_num_aps_per_scan_sleep,wifi_dominant_ap_changes_sleep,location_mobility_duration_full_window,location_immobility_duration_full_window,location_mobility_ratio_full_window,location_max_still_duration_full_window,location_num_transitions_full_window,location_avg_speed_full_window,location_mobility_duration_day,location_immobility_duration_day,location_mobility_ratio_day,location_max_still_duration_day,location_num_transitions_day,location_avg_speed_day,location_mobility_duration_pre_sleep,location_immobility_duration_pre_sleep,location_mobility_ratio_pre_sleep,location_max_still_duration_pre_sleep,location_num_transitions_pre_sleep,location_avg_speed_pre_sleep,location_mobility_duration_sleep,location_immobility_duration_sleep,location_mobility_ratio_sleep,location_max_still_duration_sleep,location_num_transitions_sleep,location_avg_speed_sleep,calls_total_full_window,calls_duration_full_window,calls_total_day,calls_duration_day,calls_total_pre_sleep,calls_duration_pre_sleep,calls_total_sleep,calls_duration_sleep,calls_num_incoming,calls_num_outgoing,calls_num_missed,calls_last_call_time,calls_first_call_next_day,circadian_screen_center,circadian_light_center,circadian_screen_misalignment,circadian_light_misalignment,screen_pre_sleep_ratio,screen_sleep_ratio,light_pre_sleep_ratio,light_sleep_ratio,screen_wind_down_slope,light_peak_hour_day,light_peak_hour_pre_sleep,light_peak_hour_sleep,accel_activity_hourly_std,circadian_disruption_score,evening_stimulation_index,digital_abstinence_before_sleep
670,2025-05-16,5,4755.0,0.3951734539969834,0.5333333333333333,0.1284153005464481,0.7333333333333333,9.25442061847102,1.2626704396372954,0.8052227747978925,185.7045283018868,1627.0,1.2152674004323476,0.4339622641509434,287.3596385542169,1627.0,1.5180266097511135,0.6674698795180722,41.94444444444445,191.0,1.4026359021611898,0.11666666666666667,0.0,0.0,0.0,0.0,8.183333333333334,69.0,9.216666666666667,8.01449275362319,860.1455537444657,280.0,0.6521739130434783,63,5.633333333333334,5.365079365079366,356.4836865051648,254,0.6984126984126984,5,1.5,18.0,729.3360230255727,22,0.2,1,2.0833333333333335,125.0,3354.1019662496847,4,0.0,4.0,6.0,0.0,1325,0,0,0,0,0,0,0,0,830,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,5.116666666666666,16.416666666666668,0.2376160990712074,165.0,14.0,0.2092279,4.866666666666666,8.766666666666667,0.3569682151589242,165.0,12,0.0,0.25,1.0166666666666666,0.19736842105263158,45.0,2,4.184558,0.0,6.633333333333334,0.0,364.0,0,0.0,7.0,0.10333333333333333,6,0.1,1,0.0033333333333333335,0,0.0,1,6,0,21.15,8.533333333333333,13.530749344283944,17.041666666666664,8.469250655716056,4.958333333333336,0.08522727272727272,0.017045454545454544,0.13574660633484162,0.23755656108597284,310,8.183333333333334,21.066666666666666,22.833333333333332,0,15.973604145363666,0,-1
685,2025-05-16,7,4785.0,0.5746500777604977,0.5875,0.3458333333333333,0.2441860465116279,9.060984762714016,1.727529075277512,1.1092042949208,549.9494163424124,8857.0,0.67592078667775,0.3540856031128405,882.4145569620254,8857.0,0.9786699782758141,0.5455696202531646,50.25277777777778,419.0,0.9158227385154302,0.13333333333333333,1.6888888888888889,14.0,0.9950621885213775,0.0,11.25,89.0,5.566666666666666,3.752808988764045,463.2731096375332,281.0,0.6853932584269663,80,3.85,2.8875,326.5756744242654,258,0.75,9,1.7166666666666666,11.444444444444445,632.15759570415,23,0.1111111111111111,0,0.0,0.0,0.0,0,0.0,1.3666666666666667,9.5,18.0,1285,0,0,0,0,0,0,0,0,790,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,17.666666666666668,3.35,0.8406026962727993,90.0,11.0,3.0044634491258955,11.0,2.0,0.8461538461538461,75.0,7,3.252212710696809,2.75,0.25,0.9166666666666666,15.0,1,4.494186090418181,3.9166666666666665,1.1,0.7807308970099668,15.0,3,4.155965111113505e-07,17.0,1.388611111111111,15,0.8563888888888889,2,0.5322222222222223,0,0.0,4,13,0,23.283333333333335,10.066666666666666,15.0217093446902,20.208333333333332,6.9782906553098005,1.7916666666666679,0.09142857142857143,0.0,0.13996889580093314,0.24494556765163297,318,11.25,23.816666666666666,6.9,0,11.219412998492798,0,-1
676,2025-05-16,6,1350.0,0.6169122357463165,0.6875,0.6729166666666667,0.5915492957746479,9.147017323179083,1.5179112065757665,1.0067017774362526,942.487058199359,80927.984,0.12539638735606345,0.3108974358974359,1651.3753820378531,80927.984,0.20353922788396256,0.5480225988700564,37.61812558333333,94.027504,1.8803038288340432,0.0,4.123909257575758,14.782501,1.7475640027802781,0.0,12.583333333333334,67.0,5.866666666666666,5.253731343283581,555.0004204604488,159.0,0.44776119402985076,64,5.45,5.109375,530.3982215519765,141,0.46875,3,0.4166666666666667,8.333333333333334,654.2249279951477,18,0.0,0,0.0,0.0,0.0,0,0.0,1.75,8.4,5.0,313,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.183333333333333,2.0833333333333335,0.6044303797468354,90.0,2.0,0.3104214622307693,3.183333333333333,2.0833333333333335,0.6044303797468354,90.0,2,0.3104214622307693,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.05305555555555556,5,0.05305555555555556,0,0.0,0,0.0,1,2,1,21.933333333333334,21.4,17.117264892104302,9.083333333333336,4.882735107895698,12.916666666666664,0.11382113821138211,0.0,0.11531069827033953,0.3171044202434337,218,12.583333333333334,23.566666666666666,10.066666666666666,0,20.9704459769967,0,-1
668,2025-05-16,8,4965.0,0.39864406779661016,0.5416666666666666,0.38125,0.09665427509293681,9.505422963250195,0.7912974290993645,1.0319205451159756,20.34739936680235,105.0,1.530135057544163,0.0006784260515603799,31.233822501747028,105.0,1.881604563352746,0.0010482180293501049,1.058888888888889,8.0,1.123396223532711,0.0,0.012941176470588237,0.7333333333333334,0.1963371754540498,0.0,20.066666666666666,58.0,7.933333333333334,8.206896551724137,903.0623829163902,169.0,0.0,53,7.4,8.377358490566037,509.43937442286955,151,0.0,4,0.5166666666666667,7.75,198.46469533425247,14,0.0,1,0.016666666666666666,1.0,3753.2705737796205,4,0.0,7.083333333333333,9.516666666666667,0.0,1474,0,0,0,0,0,0,0,0,954,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,1.3,22.65,0.054279749478079335,432.0,9.0,0.0,1.05,14.35,0.06818181818181818,405.0,7,0.0,0.25,2.5833333333333335,0.08823529411764705,80.0,2,0.0,0.0,5.716666666666667,0.0,328.0,0,0.0,3.0,0.01138888888888889,3,0.01138888888888889,0,0.0,0,0.0,1,1,1,18.733333333333334,13.6,16.598652506039098,9.800000000000011,5.401347493960902,12.199999999999989,0.07421875,0.02734375,0.12203389830508475,0.2305084745762712,223,20.066666666666666,3.85,4.416666666666667,0,20.179869739723603,0,-1
687,2025-05-16,8,525.0,0.852959898154042,0.8875,0.8729166666666667,0.8032345013477089,8.778344091941037,1.9872062518210767,1.377809588856789,6.035668789808918e+17,1.84e+19,0.35452314266971524,0.3286624203821656,7.345736434108529e+17,1.84e+19,0.41682761467347884,0.4,23.081836327345307,30.942115768463072,2.3025850929940455,0.0,10.786427145708583,15.13373253493014,2.3025850929940455,0.0,10.3,66.0,4.05,3.6818181818181817,602.8148785305306,249.0,0.6212121212121212,66,4.05,3.6818181818181817,602.8148785305306,249,0.6212121212121212,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.9666666666666667,7.366666666666666,412.0,1570,0,0,0,0,0,0,0,0,1290,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,14.016666666666667,12.05,0.5377237851662404,448.0,20.0,1.0011877463105399,14.016666666666667,7.416666666666667,0.6539657853810265,176.0,20,1.0011877463105399,0.0,2.8333333333333335,0.0,165.0,0,0.0,0.0,1.8,0.0,96.0,0,0.0,19.0,0.7822222222222223,19,0.7822222222222223,0,0.0,0,0.0,7,9,1,20.633333333333333,8.0,16.66716869639226,8.416666666666666,5.33283130360774,13.583333333333334,0.0,0.0,0.11457670273711013,0.06365372374283895,326,10.3,4.833333333333333,7.833333333333333,0,19.552701874369465,0,-1
678,2025-05-16,10,5955.0,0.24619640387275243,0.4166666666666667,0.17916666666666667,0.2804878048780488,9.346952472015268,1.3267893344664952,0.6972857316916891,267.6581843123605,4954.0,0.547275955101696,0.4096885813148789,445.7218737292548,4954.0,0.7847675311740709,0.684393063583815,4.283641975308642,14.0,1.9357859087764309,0.0,1.114,13.6,0.6256041362051143,0.0,8.816666666666666,47.0,3.25,4.148936170212766,1362.1679502037896,160.0,0.5957446808510638,37,2.85,4.621621621621622,489.30366591196963,142,0.7567567567567568,8,0.35,2.625,738.1694369499857,13,0.0,2,0.05,1.5,7486.764321120306,4,0.0,5.666666666666667,6.5,0.0,1445,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,8.083333333333334,15.516666666666667,0.3425141242937853,336.0,26.0,0.8440772737500032,6.183333333333334,8.166666666666666,0.43089430894308944,112.0,22,0.9646597414285751,1.6333333333333333,1.3166666666666667,0.5536723163841808,64.0,3,0.0,0.26666666666666666,6.033333333333333,0.042328042328042326,325.5,1,0.0,14.0,0.29833333333333334,9,0.19833333333333333,4,0.1,1,0.0,3,10,1,23.933333333333334,8.8,12.92484924880799,6.5416666666667345,9.07515075119201,15.458333333333265,0.08189655172413793,0.03017241379310345,0.12448132780082988,0.2766251728907331,199,8.816666666666666,22.85,6.566666666666666,0,27.601459951363644,0,-1
681,2025-05-16,7,5700.0,0.5029392553886349,0.49166666666666664,0.2791666666666667,0.4984894259818731,9.336490854380768,1.5658127164302433,1.1527041354235907,330.5449579831932,5746.0,0.6944550906225461,0.30130718954248364,561.3418940609952,5746.0,1.031469932878514,0.5179775280898876,33.91478494623656,48.0,1.844364178225916,0.0,0.07573632538569428,6.967741935483872,0.13933133705768855,0.0,12.45,76.0,7.766666666666667,6.131578947368421,1482.620195755857,203.0,0.5657894736842105,64,5.916666666666667,5.546875,437.55916492156825,189,0.671875,11,1.8333333333333333,10.0,740.2323959406261,11,0.0,1,0.016666666666666666,1.0,1141.8931648801477,3,0.0,8.766666666666667,7.5,0.0,1530,0,0,0,0,0,0,0,0,890,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,17.75,7.5,0.7029702970297029,120.0,23.0,0.04874631879988217,13.0,1.75,0.8813559322033898,45.0,8,0.058159121010336295,2.5,0.5,0.8333333333333334,15.0,3,3.764599511018e-10,2.25,5.25,0.3,120.0,11,0.04956968230000011,4.0,0.015833333333333335,3,0.01,0,0.0,1,0.005833333333333334,1,2,1,8.766666666666667,8.85,11.371766782618787,8.250000000000004,10.628233217381213,13.749999999999996,0.08904109589041095,0.02054794520547945,0.11757021554539517,0.30045721750489873,254,12.45,0.45,1.3333333333333333,0,27.588284844484992,0,-1
670,2025-05-17,3,7035.0,0.3917112299465241,0.65,0.05223880597014925,0.3416666666666667,9.395097920095633,0.7431469994432814,1.3517870368943985,26.046822742474916,170.0,1.438130076755344,0.04013377926421405,32.78141176470588,142.0,1.7765393836106615,0.03764705882352941,61.19888888888889,170.0,2.031006514518188,0.15555555555555556,0.12903225806451613,4.0,0.3462662080964196,0.0,21.616666666666667,20.0,8.05,24.15,2448.377509631128,27.0,0.15,11,6.75,36.81818181818182,2324.7801739396473,11,0.09090909090909091,7,1.1833333333333333,10.142857142857142,536.9466345100677,10,0.2857142857142857,2,0.11666666666666667,3.5,4247.21084948699,6,0.0,4.716666666666667,5.116666666666666,0.0,1495,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,4.583333333333333,19.866666666666667,0.1874573960463531,375.0,14.0,0.0,2.85,10.716666666666667,0.2100737100737101,375.0,6,0.0,1.0166666666666666,1.8833333333333333,0.3505747126436782,60.0,4,0.0,0.7166666666666667,7.266666666666667,0.08977035490605428,286.0,3,0.0,,,0,0.0,0,0.0,0,0.0,0,0,0,-1.0,-1.0,19.147385737613316,5.458333333333336,2.852614262386684,16.541666666666664,0.32857142857142857,0.14285714285714285,0.12032085561497326,0.3108288770053476,27,13.85,21.616666666666667,4.65,0,23.931141127678252,0,-1
687,2025-05-17,4,3945.0,0.5965697240865027,0.7291666666666666,0.45625,0.3475177304964539,9.07199453990775,1.9364453175461291,1.172438443034161,2.0597014925373155e+17,1.84e+19,0.14187752798378264,0.2701492537313433,2.5794392523364512e+17,1.84e+19,0.17193541656416883,0.3383177570093458,24.380597014925378,33.73134328358209,2.3025850929940455,0.0,10.276119402985076,14.92537313432836,2.3025850929940455,0.0,10.566666666666666,64.0,7.6,7.125,488.8330323324906,141.0,0.5625,64,7.6,7.125,488.8330323324906,141,0.5625,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.5,9.566666666666666,350.0,1340,0,0,0,0,0,0,0,0,1070,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,12.616666666666667,9.5,0.5704596834966089,375.0,14.0,0.3834038222651508,12.616666666666667,4.9,0.7202664129400571,105.0,14,0.3834038222651508,0.0,3.066666666666667,0.0,180.0,0,0.0,0.0,1.5333333333333334,0.0,93.0,0,0.0,23.0,0.26611111111111113,23,0.26611111111111113,0,0.0,0,0.0,3,16,4,1.1333333333333333,10.783333333333333,16.165825683300625,20.666666666666664,5.834174316699375,1.3333333333333357,0.0,0.0,0.1342281879194631,0.06711409395973154,221,10.566666666666666,3.3333333333333335,6.333333333333333,0,7.838648589630027,0,-1
678,2025-05-17,4,6570.0,0.4645602049530316,0.7208333333333333,0.08125,0.0,9.136867788740243,1.5952887045688502,1.069438752274312,23.627948717948716,146.0,1.4670128843440908,0.04358974358974359,26.05684769775679,146.0,1.4372677337713382,0.06623376623376623,41.1915404040404,50.0,1.5421592200515888,0.0,0.7565909090909092,13.533333333333333,0.598596417157015,0.0,10.866666666666667,48.0,5.283333333333333,6.604166666666667,1325.3683321271376,89.0,0.041666666666666664,47,5.266666666666667,6.723404255319149,729.3659760041162,81,0.0425531914893617,0,0.0,0.0,0.0,0,0.0,1,0.016666666666666666,1.0,60.8276253029822,8,0.0,2.4,10.683333333333334,0.0,1170,0,0,0,0,0,0,0,0,770,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,3.216666666666667,14.716666666666667,0.17936802973977695,496.0,12.0,0.0,2.3833333333333333,10.2,0.1894039735099338,336.0,10,0.0,0.5,2.5166666666666666,0.16574585635359115,150.0,1,0.0,0.3333333333333333,2.0,0.14285714285714285,120.0,1,0.0,9.0,1.6291666666666667,9,1.6291666666666667,0,0.0,0,0.0,7,2,0,20.7,11.533333333333333,15.953050089276871,20.25,6.046949910723129,1.75,0.0,0.07042253521126761,0.1537147736976943,0.18787361229718189,122,10.866666666666667,0.38333333333333336,5.983333333333333,0,10.379911385807624,0,-1
668,2025-05-17,8,4845.0,0.3951048951048951,0.44583333333333336,0.225,0.0,9.32568161378131,1.1983789922008878,1.0928986171277382,16.590109633776535,293.0,0.7007457498365814,0.016794961511546535,25.199781181619258,293.0,0.9269172364346379,0.0262582056892779,3.5,42.0,0.7466294731799107,0.0,0.13333333333333336,17.866666666666667,0.08129118182564012,0.0,15.15,37.0,9.066666666666666,14.702702702702704,1186.29862745328,106.0,0.02702702702702703,35,7.116666666666666,12.2,645.3138657283937,95,0.02857142857142857,2,1.95,58.5,340.83607609704524,8,0.0,0,0.0,0.0,0.0,3,0.0,6.35,10.266666666666667,0.0,1429,0,0,0,0,0,0,0,0,914,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0.7833333333333333,22.966666666666665,0.03298245614035088,1120.0,6.0,0.0,0.7833333333333333,14.383333333333333,0.05164835164835165,660.0,6,0.0,0.0,2.9,0.0,170.0,0,0.0,0.0,5.683333333333334,0.0,336.0,0,0.0,,,0,0.0,0,0.0,0,0.0,0,0,0,-1.0,-1.0,16.629435207859355,22.174999999999994,5.3705647921406445,0.1749999999999936,0.07954545454545454,0.022727272727272728,0.1258741258741259,0.23426573426573427,154,15.15,3.966666666666667,10.066666666666666,0,8.115494862070708,0,-1
681,2025-05-17,7,1815.0,0.6113569321533924,0.48333333333333334,0.5208333333333334,0.5705128205128205,9.225572350704292,1.5236362620018038,0.9519642009042685,146.96752767527676,5897.0,0.22848115358933338,0.16531365313653137,221.7302824858757,5897.0,0.3261920497316732,0.25310734463276835,16.165,88.13333333333333,1.4796117038205887,0.0,0.0,0.0,0.0,0.0,10.633333333333333,51.0,6.566666666666666,7.725490196078431,969.7735046275279,136.0,0.49019607843137253,49,3.9833333333333334,4.877551020408164,738.7204272755596,134,0.5102040816326531,2,2.5833333333333335,77.5,4510.620799845627,2,0.0,0,0.0,0.0,0.0,0,0.0,7.833333333333333,9.25,0.0,1355,0,0,0,0,0,0,0,0,885,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,12.75,9.75,0.5666666666666667,135.0,25.0,1.4879446004327683,9.5,5.0,0.6551724137931034,135.0,14,1.996784263848742,1.5,1.5,0.5,60.0,4,1.9176983333333333e-07,1.75,3.25,0.35,105.0,6,0.0010530636000001504,5.0,0.034444444444444444,5,0.034444444444444444,0,0.0,0,0.0,1,2,2,19.1,10.1,14.913119879046443,20.541666666666664,7.086880120953557,1.4583333333333357,0.025252525252525252,0.0,0.13274336283185842,0.21386430678466076,191,10.633333333333333,0.0,3.0,0,10.6838565221335,0,-1
671,2025-05-17,8,5835.0,0.43600273785078714,0.3541666666666667,0.23541666666666666,0.5172413793103449,8.814386214224733,1.7953668354402823,1.3433441554087941,496.08976039073895,20211.97,0.2667914530610853,0.26164383561643834,690.7556448691346,20211.97,0.3534386987122295,0.36730769230769234,19.469389807162532,23.22,2.270472698610878,0.0,10.002872255373713,15.027861842105263,2.3025850929940455,0.0,16.116666666666667,42.0,4.116666666666666,5.8809523809523805,969.7319547308485,112.0,0.40476190476190477,42,4.116666666666666,5.8809523809523805,972.689269800184,110,0.40476190476190477,0,0.0,0.0,42.42640687119285,2,0.0,0,0.0,0.0,0.0,0,0.0,0.9833333333333333,7.366666666666666,161.0,1460,0,0,0,0,0,0,0,0,1040,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,11.566666666666666,12.55,0.47961299239806493,405.0,20.0,4.87708987368421,11.316666666666666,5.65,0.6669941060903732,90.0,18,5.008903113513513,0.25,2.783333333333333,0.08241758241758242,165.0,1,0.0,0.0,4.116666666666666,0.0,248.0,0,0.0,,,0,0.0,0,0.0,0,0.0,0,0,0,-1.0,-1.0,12.583242685054627,7.500000000000016,9.416757314945373,14.499999999999984,0.016666666666666666,0.0,0.12320328542094455,0.16427104722792607,177,16.116666666666667,0.9333333333333333,7.65,0,25.55946778722462,0,-1
685,2025-05-17,8,2310.0,0.4660493827160494,0.5791666666666667,0.38333333333333336,0.34375,9.192281257090626,1.2126542501873552,0.9621630611827369,126.36138996138993,476.0,1.6497853209622837,0.4138996138996139,169.98991228070176,476.0,1.9684351256361725,0.5583333333333333,0.431578947368421,2.0,1.6541654944115283,0.0,2.3870967741935485,14.6,1.3512578519675067,0.0,12.533333333333333,55.0,6.3,6.872727272727273,902.057383566026,105.0,0.36363636363636365,50,5.816666666666666,6.98,734.9684680356178,94,0.4,5,0.48333333333333334,5.8,246.36773088927336,11,0.0,0,0.0,0.0,0.0,0,0.0,3.95,9.0,3.0,1295,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,15.566666666666666,5.65,0.7336999214454045,75.0,20.0,0.9424814785067779,13.0,2.716666666666667,0.8271474019088016,75.0,12,1.1200936604969247,1.5,1.5,0.5,60.0,5,0.0017617566666668256,1.0666666666666667,1.4333333333333333,0.42666666666666664,30.0,3,0.0001996498975,12.0,1.0325,12,1.0325,0,0.0,0,0.0,2,8,2,20.983333333333334,10.666666666666666,19.76260756867722,19.791666666666664,2.2373924313227818,2.2083333333333357,0.10588235294117647,0.0,0.1388888888888889,0.11959876543209877,152,12.533333333333333,1.25,6.566666666666666,0,5.641713418977105,0,-1
670,2025-05-18,5,5190.0,0.39346811819595645,0.6041666666666666,0.0,0.4875,9.437278982312927,0.7708094515357526,0.7458678182644997,28.93307392996109,135.0,1.7716313709220248,0.029571984435797664,37.5921052631579,111.0,2.006635616479556,0.02236842105263158,47.827777777777776,135.0,2.017752960915386,0.11666666666666667,0.0,0.0,0.0,0.0,18.916666666666668,33.0,9.166666666666666,16.666666666666668,1168.039182662073,62.0,0.15151515151515152,25,7.083333333333333,17.0,990.3960801640901,49,0.04,8,2.0833333333333335,15.625,1003.2660948835345,12,0.5,0,0.0,0.0,,1,0.0,23.583333333333332,6.033333333333333,0.0,1285,0,0,0,0,0,0,0,0,760,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,2.8,18.4,0.1320754716981132,416.0,12.0,0.0,0.9666666666666667,11.55,0.07723035952063914,390.0,3,0.0,0.8,2.25,0.26229508196721313,90.0,3,0.0,1.0333333333333334,4.6,0.18343195266272191,90.0,4,0.0,,,0,0.0,0,0.0,0,0.0,0,0,0,-1.0,-1.0,14.288299237580835,16.708333333333332,7.711700762419165,5.291666666666668,0.19658119658119658,0.017094017094017096,0.13996889580093314,0.2682737169517885,90,6.666666666666667,18.916666666666668,21.666666666666668,0,15.857044769543887,0,-1
685,2025-05-18,6,6045.0,0.49644760213143874,0.6,0.24583333333333332,0.0,9.126447567483208,1.5245079192356736,0.9325763964060089,178.33866666666665,9066.0,0.16474772164235443,0.22666666666666666,366.5340183486239,9066.0,0.30352175873881393,0.46788990825688076,4.559681159420289,22.439999999999998,1.6739585078751227,0.0,0.12304347826086957,2.0,0.6548236909076581,0.0,12.833333333333334,59.0,3.6333333333333333,3.694915254237288,1691.7568214306516,171.0,0.3389830508474576,40,2.7333333333333334,4.1,489.312911118937,101,0.5,19,0.9,2.8421052631578947,300.7229839160382,67,0.0,0,0.0,0.0,69.2820323027551,3,0.0,6.7,12.25,0.0,1125,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,14.75,3.75,0.7972972972972973,90.0,12.0,2.1628019851030027,7.25,1.5,0.8285714285714286,60.0,5,4.267360522831667,2.25,0.75,0.75,30.0,3,0.1701973068025619,5.25,1.5,0.7777777777777778,60.0,4,0.010263221905099216,7.0,0.36527777777777776,7,0.36527777777777776,0,0.0,0,0.0,4,3,0,18.933333333333334,15.183333333333334,18.799804061005148,21.375,3.2001959389948524,0.625,0.34513274336283184,0.017699115044247787,0.15985790408525755,0.3552397868561279,140,12.833333333333334,21.083333333333332,6.016666666666667,0,7.5545849579986095,0,-1
678,2025-05-18,3,4125.0,0.4389341228719467,0.48333333333333334,0.35208333333333336,0.19205298013245034,9.5253635940282,1.0038916614773052,0.6840126146320077,643.9801481481481,22955.0,0.35354407722943015,0.3148148148148148,964.7673749999999,22955.0,0.49045257221768424,0.4722222222222222,1.3790423126614988,8.3125,0.6520992875400738,0.0,3.0901291989664084,14.733333333333334,1.278974323277493,0.0,11.066666666666666,43.0,5.3,7.395348837209302,921.2177706145429,110.0,0.3953488372093023,32,4.283333333333333,8.03125,1012.4241713346747,64,0.53125,11,1.0166666666666666,5.545454545454546,682.1401577426695,46,0.0,0,0.0,0.0,0.0,0,0.0,2.3166666666666664,9.0,1.0,1350,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,4.983333333333333,16.983333333333334,0.22685887708649466,345.0,16.0,0.0915300282352941,4.733333333333333,9.683333333333334,0.3283236994219653,180.0,14,0.09725065499999999,0.25,2.8,0.0819672131147541,108.5,2,0.0,0.0,4.5,0.0,248.0,0,0.0,4.0,0.1313888888888889,4,0.1313888888888889,0,0.0,0,0.0,0,4,0,22.166666666666668,12.916666666666666,23.21455494204083,19.58333333333333,1.2145549420408308,2.4166666666666714,0.3352941176470588,0.0,0.13323464100666174,0.1998519615099926,113,11.066666666666666,23.333333333333332,6.816666666666666,0,5.629741223807429,0,-1
