screen_inter_event_std_day,wifi_scans_full_window,location_num_transitions_full_window,location_num_transitions_day,accel_mean_mag,light_last_peak_time,location_immobility_duration_full_window,light_peak_hour_pre_sleep,light_mean_sleep,wifi_scans_pre_sleep,light_max_pre_sleep,screen_cluster_count_day,wifi_scans_sleep,light_pre_sleep_ratio,light_entropy_sleep,sleep_quality,uid,label_date
-0.10210686522342854,0.5790972402747274,1.4563959052485278,0.2851329742561005,-0.5932428223585907,0.7745359029021569,-0.01565622164567375,2.061575386422714,-1.433131059594919,0.4074074074074074,2.412261050355101,0.6515916661461226,1.205815462051726,-0.2671398235555162,-0.5058649853336726,7,687,2025-04-29
0.4101839895465841,0.46210789880508557,0.8277358022635517,0.7128324356402512,-0.1275382183239749,1.768262138055937,-0.9921568895296036,-0.4476868524257923,0.29874561114609766,0.4074074074074074,-0.5797492046056504,0.43898018199095784,-0.5631952457487104,-0.2382247293597982,0.5115036692570594,7,687,2025-04-30
0.5520959930503045,0.6317424439360664,0.618182434601893,-0.14256648712805026,-0.9046429917268144,-0.15262493850926487,-0.5395081424375736,-0.7698080065543413,-0.8092486663268841,0.4074074074074074,1.1301038381049167,0.3889539504250367,1.6029403148232526,-0.27941557827274255,0.5131937095828075,7,687,2025-05-01
-1.8892523365129088,-1.9556718249008473,-1.791681293507182,-1.8533643326646532,2.065269812264701,-1.5504982070987932,-1.2922274072647695,-0.31432459116238026,0.9140581963565575,-0.3333333333333333,-0.5761489331649859,-1.8622264700414142,-0.8881155798345048,2.9283353999091872,0.5054045658883469,6,687,2025-05-15
0.7903872275406932,0.6960865817443694,0.303852383109405,0.9979654098963517,-1.2690395917392903,0.24676742394488618,1.3677197245232269,-0.21173823634437106,1.034385010179646,0.4074074074074074,-0.6086208166566799,1.2519064449371762,-0.6715020237773085,-0.2938462536497152,0.5133342362376866,8,687,2025-05-16
0.28371382657772815,0.2476274394440754,-0.3248077198755711,0.14256648712805026,-0.37787731914160677,0.32284215965043844,0.5895707548032202,-0.3963936750167877,0.8565324839542656,0.4074074074074074,-0.584619285280059,-0.09880180734269431,-0.7437065424630407,-0.17849346157120413,0.5133342362376866,4,687,2025-05-17
1.200267175572893,0.5459502601916623,0.303852383109405,0.9979654098963517,-0.21427982467968262,0.9647227421660381,1.4592666621373451,-0.37587640405318584,-0.9175762230494985,0.4074074074074074,-0.30828590118490506,-0.048775575776773175,-0.5631952457487104,-0.2591830115460812,-0.27152923158234504,9,687,2025-05-18
-1.8892523365129088,-2.0141664956356684,-1.791681293507182,-1.8533643326646532,1.210551457408127,-1.5504982070987932,-1.5015138785326012,-0.9298427200704358,-0.7517742146981161,-2.925925925925926,-0.874880258903761,-1.8622264700414142,-0.09386587429145173,-0.9664031848552938,0.5133342362376866,5,687,2025-05-24
0.2106862564878327,0.42311145164853825,0.09429901544774627,0.7128324356402512,0.8995209534971449,-0.47118789427626634,0.35078582585972784,-0.46820412338939416,1.5934056742184566,0.4074074074074074,-0.5808339992772016,0.751644129277965,-0.9242178391773709,-0.22804753221800272,0.507600380206238,5,687,2025-05-25
0.43327706947321165,0.38411500449199093,0.303852383109405,0.0,-0.6887214552000406,-0.3523211197363406,0.5737195720867015,1.8522992225939752,-0.7853968121856038,0.4074074074074074,0.5707735106132255,0.3889539504250367,1.6390425741661188,-0.21758182488083336,-2.800310816731488,7,687,2025-05-26
