uid,datetime,type,value
671,2025-05-24 17:05:04,screen,on
685,2025-05-24 17:05:10,screen,off
685,2025-05-24 17:05:50,screen,on
681,2025-05-24 17:05:52,screen,on
685,2025-05-24 17:09:03,screen,off
668,2025-05-24 17:09:06,screen,off
668,2025-05-24 17:09:36,screen,on
687,2025-05-24 17:09:51,screen,on
668,2025-05-24 17:09:55,screen,off
685,2025-05-24 17:10:24,screen,on
671,2025-05-24 17:10:25,screen,off
685,2025-05-24 17:10:26,screen,off
685,2025-05-24 17:10:43,screen,on
685,2025-05-24 17:10:46,screen,off
668,2025-05-24 17:13:40,screen,on
681,2025-05-24 17:15:44,screen,off
687,2025-05-24 17:16:26,screen,off
685,2025-05-24 17:17:40,screen,on
685,2025-05-24 17:17:55,screen,off
671,2025-05-24 17:20:45,screen,on
671,2025-05-24 17:20:52,screen,off
670,2025-05-24 17:21:30,screen,on
670,2025-05-24 17:21:33,screen,off
685,2025-05-24 17:21:52,screen,on
685,2025-05-24 17:22:35,screen,off
685,2025-05-24 17:25:54,screen,on
685,2025-05-24 17:26:54,screen,off
671,2025-05-24 17:28:22,screen,on
670,2025-05-24 17:31:41,screen,on
681,2025-05-24 17:31:42,screen,off
685,2025-05-24 17:31:53,screen,on
670,2025-05-24 17:32:49,screen,off
685,2025-05-24 17:34:59,screen,off
681,2025-05-24 17:35:40,screen,on
681,2025-05-24 17:35:48,screen,off
687,2025-05-24 17:39:40,screen,on
687,2025-05-24 17:39:58,screen,off
687,2025-05-24 17:43:17,screen,on
687,2025-05-24 17:44:03,screen,on
687,2025-05-24 17:44:03,screen,off
687,2025-05-24 17:44:32,screen,off
685,2025-05-24 17:46:44,screen,on
685,2025-05-24 17:46:59,screen,off
685,2025-05-24 17:47:03,screen,on
685,2025-05-24 17:47:04,screen,off
681,2025-05-24 17:47:19,screen,on
671,2025-05-24 17:48:13,screen,off
670,2025-05-24 17:51:44,screen,on
670,2025-05-24 17:52:25,screen,off
685,2025-05-24 17:54:00,screen,on
670,2025-05-24 17:54:07,screen,on
685,2025-05-24 17:54:35,screen,off
670,2025-05-24 17:55:34,screen,off
670,2025-05-24 17:56:26,screen,on
670,2025-05-24 17:57:40,screen,off
671,2025-05-24 18:00:03,screen,on
671,2025-05-24 18:00:08,screen,off
670,2025-05-24 18:00:15,screen,on
670,2025-05-24 18:00:50,screen,off
670,2025-05-24 18:01:02,screen,on
681,2025-05-24 18:03:36,screen,off
670,2025-05-24 18:04:19,screen,off
681,2025-05-24 18:04:42,screen,on
681,2025-05-24 18:04:46,screen,off
681,2025-05-24 18:05:16,screen,on
681,2025-05-24 18:05:18,screen,off
681,2025-05-24 18:05:34,screen,on
681,2025-05-24 18:05:37,screen,off
671,2025-05-24 18:05:43,screen,on
671,2025-05-24 18:08:20,screen,off
671,2025-05-24 18:08:20,screen,on
671,2025-05-24 18:08:33,screen,off
678,2025-05-24 18:09:41,screen,on
668,2025-05-24 18:09:41,screen,off
678,2025-05-24 18:09:47,screen,off
668,2025-05-24 18:10:38,screen,on
670,2025-05-24 18:13:18,screen,on
668,2025-05-24 18:13:19,screen,off
668,2025-05-24 18:13:30,screen,on
687,2025-05-24 18:14:44,screen,on
670,2025-05-24 18:15:40,screen,off
687,2025-05-24 18:16:06,screen,off
670,2025-05-24 18:16:10,screen,on
668,2025-05-24 18:16:47,screen,off
668,2025-05-24 18:17:47,screen,on
670,2025-05-24 18:18:56,screen,off
670,2025-05-24 18:18:56,screen,on
687,2025-05-24 18:20:36,screen,on
687,2025-05-24 18:20:39,screen,off
687,2025-05-24 18:21:08,screen,on
687,2025-05-24 18:21:14,screen,off
670,2025-05-24 18:21:45,screen,off
681,2025-05-24 18:22:09,screen,on
687,2025-05-24 18:23:16,screen,on
687,2025-05-24 18:23:20,screen,off
670,2025-05-24 18:26:04,screen,on
670,2025-05-24 18:26:16,screen,off
670,2025-05-24 18:26:42,screen,on
687,2025-05-24 18:26:51,screen,on
687,2025-05-24 18:26:55,screen,off
681,2025-05-24 18:28:05,screen,off
681,2025-05-24 18:28:43,screen,on
685,2025-05-24 18:29:26,screen,on
685,2025-05-24 18:29:42,screen,off
670,2025-05-24 18:30:33,screen,off
671,2025-05-24 18:30:40,screen,on
671,2025-05-24 18:30:43,screen,off
685,2025-05-24 18:31:20,screen,on
685,2025-05-24 18:31:45,screen,off
687,2025-05-24 18:32:26,screen,on
687,2025-05-24 18:32:30,screen,off
687,2025-05-24 18:33:33,screen,on
687,2025-05-24 18:33:37,screen,off
687,2025-05-24 18:34:17,screen,on
687,2025-05-24 18:34:21,screen,off
687,2025-05-24 18:35:18,screen,on
678,2025-05-24 18:35:20,screen,on
687,2025-05-24 18:35:29,screen,off
678,2025-05-24 18:35:48,screen,off
685,2025-05-24 18:36:13,screen,on
685,2025-05-24 18:36:15,screen,off
687,2025-05-24 18:40:52,screen,on
687,2025-05-24 18:40:55,screen,off
685,2025-05-24 18:41:01,screen,on
668,2025-05-24 18:41:05,screen,off
678,2025-05-24 18:41:07,screen,on
668,2025-05-24 18:41:15,screen,on
678,2025-05-24 18:41:18,screen,off
685,2025-05-24 18:41:20,screen,off
670,2025-05-24 18:41:25,screen,on
670,2025-05-24 18:42:00,screen,off
685,2025-05-24 18:44:44,screen,on
685,2025-05-24 18:44:54,screen,off
670,2025-05-24 18:45:12,screen,on
685,2025-05-24 18:45:49,screen,on
668,2025-05-24 18:45:56,screen,off
685,2025-05-24 18:46:12,screen,off
678,2025-05-24 18:46:15,screen,on
668,2025-05-24 18:46:19,screen,on
670,2025-05-24 18:46:21,screen,off
678,2025-05-24 18:46:22,screen,off
678,2025-05-24 18:46:35,screen,on
678,2025-05-24 18:46:42,screen,off
670,2025-05-24 18:47:06,screen,on
687,2025-05-24 18:47:59,screen,on
687,2025-05-24 18:48:02,screen,off
687,2025-05-24 18:48:22,screen,on
687,2025-05-24 18:48:26,screen,off
687,2025-05-24 18:48:27,screen,on
670,2025-05-24 18:48:35,screen,off
670,2025-05-24 18:50:25,screen,on
670,2025-05-24 18:50:52,screen,off
685,2025-05-24 18:53:09,screen,on
685,2025-05-24 18:53:52,screen,off
678,2025-05-24 18:55:42,screen,on
681,2025-05-24 18:56:45,screen,off
678,2025-05-24 18:57:22,screen,off
681,2025-05-24 18:59:51,screen,on
670,2025-05-24 19:00:42,screen,on
670,2025-05-24 19:01:02,screen,off
687,2025-05-24 19:01:30,screen,off
671,2025-05-24 19:02:33,screen,on
671,2025-05-24 19:02:36,screen,off
671,2025-05-24 19:08:28,screen,on
685,2025-05-24 19:11:36,screen,on
685,2025-05-24 19:11:50,screen,off
685,2025-05-24 19:16:29,screen,on
685,2025-05-24 19:16:59,screen,off
685,2025-05-24 19:17:25,screen,on
685,2025-05-24 19:17:34,screen,off
670,2025-05-24 19:18:46,screen,on
681,2025-05-24 19:19:17,screen,off
685,2025-05-24 19:19:51,screen,on
685,2025-05-24 19:19:54,screen,off
685,2025-05-24 19:19:55,screen,on
685,2025-05-24 19:20:06,screen,off
685,2025-05-24 19:20:20,screen,on
681,2025-05-24 19:20:50,screen,on
671,2025-05-24 19:21:40,screen,off
685,2025-05-24 19:22:11,screen,off
671,2025-05-24 19:23:01,screen,on
671,2025-05-24 19:23:04,screen,off
670,2025-05-24 19:23:22,screen,off
670,2025-05-24 19:25:26,screen,on
668,2025-05-24 19:25:43,screen,off
685,2025-05-24 19:26:02,screen,on
670,2025-05-24 19:26:16,screen,off
668,2025-05-24 19:26:38,screen,on
685,2025-05-24 19:26:42,screen,off
668,2025-05-24 19:26:44,screen,off
685,2025-05-24 19:26:47,screen,on
681,2025-05-24 19:29:56,screen,off
685,2025-05-24 19:31:05,screen,off
685,2025-05-24 19:31:16,screen,on
685,2025-05-24 19:31:27,screen,off
670,2025-05-24 19:32:27,screen,on
685,2025-05-24 19:32:41,screen,on
681,2025-05-24 19:32:45,screen,off
681,2025-05-24 19:32:46,screen,on
685,2025-05-24 19:33:38,screen,off
670,2025-05-24 19:34:30,screen,off
670,2025-05-24 19:35:46,screen,on
678,2025-05-24 19:36:24,screen,on
678,2025-05-24 19:37:22,screen,off
670,2025-05-24 19:37:23,screen,off
668,2025-05-24 19:39:50,screen,on
671,2025-05-24 19:40:04,screen,on
670,2025-05-24 19:41:44,screen,on
670,2025-05-24 19:41:51,screen,off
670,2025-05-24 19:42:21,screen,on
671,2025-05-24 19:42:29,screen,off
670,2025-05-24 19:42:31,screen,off
687,2025-05-24 19:42:32,screen,on
687,2025-05-24 19:42:36,screen,off
687,2025-05-24 19:42:39,screen,on
687,2025-05-24 19:43:21,screen,off
670,2025-05-24 19:43:27,screen,on
670,2025-05-24 19:44:31,screen,off
670,2025-05-24 19:44:32,screen,on
670,2025-05-24 19:45:16,screen,off
685,2025-05-24 19:45:42,screen,on
678,2025-05-24 19:46:02,screen,on
685,2025-05-24 19:46:09,screen,off
678,2025-05-24 19:46:30,screen,off
670,2025-05-24 19:47:37,screen,on
670,2025-05-24 19:47:45,screen,off
685,2025-05-24 19:49:04,screen,on
685,2025-05-24 19:49:46,screen,off
670,2025-05-24 19:50:54,screen,on
670,2025-05-24 19:51:00,screen,off
685,2025-05-24 19:52:39,screen,on
678,2025-05-24 19:53:24,screen,on
678,2025-05-24 19:53:29,screen,off
685,2025-05-24 19:53:32,screen,off
670,2025-05-24 19:57:45,screen,on
670,2025-05-24 19:58:49,screen,off
670,2025-05-24 19:59:57,screen,on
670,2025-05-24 20:00:00,screen,off
671,2025-05-24 20:00:25,screen,on
670,2025-05-24 20:00:31,screen,on
670,2025-05-24 20:00:34,screen,off
670,2025-05-24 20:00:59,screen,on
670,2025-05-24 20:01:03,screen,off
670,2025-05-24 20:01:14,screen,on
678,2025-05-24 20:04:06,screen,on
678,2025-05-24 20:05:40,screen,off
678,2025-05-24 20:06:10,screen,on
678,2025-05-24 20:06:18,screen,off
668,2025-05-24 20:10:05,screen,off
668,2025-05-24 20:10:06,screen,on
668,2025-05-24 20:12:20,screen,off
668,2025-05-24 20:12:37,screen,on
668,2025-05-24 20:12:42,screen,off
687,2025-05-24 20:13:18,screen,on
670,2025-05-24 20:13:38,screen,off
687,2025-05-24 20:13:57,screen,off
685,2025-05-24 20:14:49,screen,on
685,2025-05-24 20:15:14,screen,off
685,2025-05-24 20:16:12,screen,on
685,2025-05-24 20:16:31,screen,off
668,2025-05-24 20:17:19,screen,on
685,2025-05-24 20:18:04,screen,on
687,2025-05-24 20:20:48,screen,on
676,2025-05-24 20:20:50,screen,on
685,2025-05-24 20:21:00,screen,off
668,2025-05-24 20:21:39,screen,off
676,2025-05-24 20:23:02,screen,off
687,2025-05-24 20:23:15,screen,off
676,2025-05-24 20:23:35,screen,on
676,2025-05-24 20:25:54,screen,off
668,2025-05-24 20:27:29,screen,on
668,2025-05-24 20:27:34,screen,off
671,2025-05-24 20:29:28,screen,off
671,2025-05-24 20:30:00,screen,on
671,2025-05-24 20:30:17,screen,off
676,2025-05-24 20:30:34,screen,on
676,2025-05-24 20:32:27,screen,off
676,2025-05-24 20:32:30,screen,on
687,2025-05-24 20:33:29,screen,on
687,2025-05-24 20:34:29,screen,off
668,2025-05-24 20:34:40,screen,on
668,2025-05-24 20:34:42,screen,off
676,2025-05-24 20:34:47,screen,off
668,2025-05-24 20:35:33,screen,on
681,2025-05-24 20:35:33,screen,off
681,2025-05-24 20:36:04,screen,on
676,2025-05-24 20:36:18,screen,on
687,2025-05-24 20:36:36,screen,off
687,2025-05-24 20:36:41,screen,on
687,2025-05-24 20:37:03,screen,off
687,2025-05-24 20:37:56,screen,on
687,2025-05-24 20:38:44,screen,off
687,2025-05-24 20:39:11,screen,on
687,2025-05-24 20:39:36,screen,off
671,2025-05-24 20:40:00,screen,on
687,2025-05-24 20:40:05,screen,on
671,2025-05-24 20:40:10,screen,off
687,2025-05-24 20:40:16,screen,off
687,2025-05-24 20:40:20,screen,on
671,2025-05-24 20:40:28,screen,on
668,2025-05-24 20:40:33,screen,off
687,2025-05-24 20:41:01,screen,off
681,2025-05-24 20:41:10,screen,off
681,2025-05-24 20:41:14,screen,on
681,2025-05-24 20:41:16,screen,off
687,2025-05-24 20:41:18,screen,on
687,2025-05-24 20:41:26,screen,off
681,2025-05-24 20:41:46,screen,on
687,2025-05-24 20:42:08,screen,on
687,2025-05-24 20:42:50,screen,off
687,2025-05-24 20:43:29,screen,on
681,2025-05-24 20:44:35,screen,off
685,2025-05-24 20:44:49,screen,on
671,2025-05-24 20:44:54,screen,off
685,2025-05-24 20:45:03,screen,off
685,2025-05-24 20:45:04,screen,on
681,2025-05-24 20:46:51,screen,on
685,2025-05-24 20:46:52,screen,off
681,2025-05-24 20:47:18,screen,off
685,2025-05-24 20:48:41,screen,on
685,2025-05-24 20:48:55,screen,off
671,2025-05-24 20:49:05,screen,on
685,2025-05-24 20:49:38,screen,on
668,2025-05-24 20:49:48,screen,on
668,2025-05-24 20:49:50,screen,off
685,2025-05-24 20:50:03,screen,off
668,2025-05-24 20:50:10,screen,on
685,2025-05-24 20:50:52,screen,on
681,2025-05-24 20:51:58,screen,on
681,2025-05-24 20:53:58,screen,off
670,2025-05-24 20:55:01,screen,on
671,2025-05-24 20:55:48,screen,off
681,2025-05-24 20:55:55,screen,on
681,2025-05-24 20:56:19,screen,off
670,2025-05-24 20:57:31,screen,off
670,2025-05-24 20:57:37,screen,on
671,2025-05-24 20:59:07,screen,on
685,2025-05-24 21:00:10,screen,off
685,2025-05-24 21:01:18,screen,on
685,2025-05-24 21:02:00,screen,off
685,2025-05-24 21:02:12,screen,on
685,2025-05-24 21:02:32,screen,off
685,2025-05-24 21:02:33,screen,on
670,2025-05-24 21:04:11,screen,off
685,2025-05-24 21:05:08,screen,off
685,2025-05-24 21:09:59,screen,on
685,2025-05-24 21:10:23,screen,off
681,2025-05-24 21:14:32,screen,on
676,2025-05-24 21:15:11,screen,off
670,2025-05-24 21:16:31,screen,on
671,2025-05-24 21:17:09,screen,off
681,2025-05-24 21:19:06,screen,off
676,2025-05-24 21:20:26,screen,on
676,2025-05-24 21:20:29,screen,off
676,2025-05-24 21:20:29,screen,on
676,2025-05-24 21:20:35,screen,off
670,2025-05-24 21:20:45,screen,off
685,2025-05-24 21:21:44,screen,on
685,2025-05-24 21:23:03,screen,off
676,2025-05-24 21:23:49,screen,on
676,2025-05-24 21:23:56,screen,off
670,2025-05-24 21:25:16,screen,on
687,2025-05-24 21:25:36,screen,off
671,2025-05-24 21:25:39,screen,on
670,2025-05-24 21:25:52,screen,off
671,2025-05-24 21:26:17,screen,off
670,2025-05-24 21:26:37,screen,on
681,2025-05-24 21:28:35,screen,on
687,2025-05-24 21:29:50,screen,on
687,2025-05-24 21:29:54,screen,off
670,2025-05-24 21:30:07,screen,off
681,2025-05-24 21:31:06,screen,off
687,2025-05-24 21:31:38,screen,on
670,2025-05-24 21:34:30,screen,on
670,2025-05-24 21:35:06,screen,off
687,2025-05-24 21:35:12,screen,off
687,2025-05-24 21:35:39,screen,on
676,2025-05-24 21:36:00,screen,on
676,2025-05-24 21:36:04,screen,off
676,2025-05-24 21:36:07,screen,on
676,2025-05-24 21:36:11,screen,off
687,2025-05-24 21:36:35,screen,off
687,2025-05-24 21:36:41,screen,on
687,2025-05-24 21:36:54,screen,off
687,2025-05-24 21:37:06,screen,on
687,2025-05-24 21:38:02,screen,off
676,2025-05-24 21:38:27,screen,on
676,2025-05-24 21:38:30,screen,off
676,2025-05-24 21:38:33,screen,on
670,2025-05-24 21:38:34,screen,on
670,2025-05-24 21:38:56,screen,off
670,2025-05-24 21:39:10,screen,on
681,2025-05-24 21:39:30,screen,on
681,2025-05-24 21:39:36,screen,off
676,2025-05-24 21:39:50,screen,off
676,2025-05-24 21:40:29,screen,on
676,2025-05-24 21:41:03,screen,off
676,2025-05-24 21:41:19,screen,on
676,2025-05-24 21:41:22,screen,off
687,2025-05-24 21:42:55,screen,on
676,2025-05-24 21:43:16,screen,on
676,2025-05-24 21:43:27,screen,off
687,2025-05-24 21:43:33,screen,off
687,2025-05-24 21:43:34,screen,on
668,2025-05-24 21:43:44,screen,off
681,2025-05-24 21:44:26,screen,on
681,2025-05-24 21:45:47,screen,off
676,2025-05-24 21:46:38,screen,on
676,2025-05-24 21:46:51,screen,off
687,2025-05-24 21:46:56,screen,off
671,2025-05-24 21:47:07,screen,on
668,2025-05-24 21:47:08,screen,on
681,2025-05-24 21:47:12,screen,on
676,2025-05-24 21:47:16,screen,on
671,2025-05-24 21:47:17,screen,off
687,2025-05-24 21:47:46,screen,on
668,2025-05-24 21:48:04,screen,off
687,2025-05-24 21:48:20,screen,off
676,2025-05-24 21:48:49,screen,off
685,2025-05-24 21:50:16,screen,on
687,2025-05-24 21:50:29,screen,on
668,2025-05-24 21:51:07,screen,on
685,2025-05-24 21:51:12,screen,off
668,2025-05-24 21:51:13,screen,off
668,2025-05-24 21:51:18,screen,on
681,2025-05-24 21:51:48,screen,off
676,2025-05-24 21:52:28,screen,on
676,2025-05-24 21:52:30,screen,off
681,2025-05-24 21:52:34,screen,on
676,2025-05-24 21:54:14,screen,on
676,2025-05-24 21:54:17,screen,off
676,2025-05-24 21:54:18,screen,on
676,2025-05-24 21:54:40,screen,off
676,2025-05-24 21:54:44,screen,on
681,2025-05-24 21:55:39,screen,off
685,2025-05-24 21:55:48,screen,on
685,2025-05-24 21:55:54,screen,off
676,2025-05-24 21:57:24,screen,off
676,2025-05-24 21:58:04,screen,on
678,2025-05-24 21:58:20,screen,on
687,2025-05-24 21:58:54,screen,off
678,2025-05-24 21:59:11,screen,off
676,2025-05-24 21:59:26,screen,off
685,2025-05-24 21:59:39,screen,on
678,2025-05-24 22:00:46,screen,on
685,2025-05-24 22:01:16,screen,off
678,2025-05-24 22:01:56,screen,off
678,2025-05-24 22:01:57,screen,on
678,2025-05-24 22:02:13,screen,off
687,2025-05-24 22:02:28,screen,on
676,2025-05-24 22:02:47,screen,on
687,2025-05-24 22:03:07,screen,off
687,2025-05-24 22:03:37,screen,on
670,2025-05-24 22:05:48,screen,off
678,2025-05-24 22:05:56,screen,on
678,2025-05-24 22:06:06,screen,off
671,2025-05-24 22:08:16,screen,on
681,2025-05-24 22:08:24,screen,on
681,2025-05-24 22:08:27,screen,off
681,2025-05-24 22:08:32,screen,on
681,2025-05-24 22:08:45,screen,off
685,2025-05-24 22:10:18,screen,on
681,2025-05-24 22:10:40,screen,on
678,2025-05-24 22:10:46,screen,on
685,2025-05-24 22:10:58,screen,off
678,2025-05-24 22:11:01,screen,off
671,2025-05-24 22:11:30,screen,off
678,2025-05-24 22:11:51,screen,on
681,2025-05-24 22:12:01,screen,off
681,2025-05-24 22:12:02,screen,on
678,2025-05-24 22:12:31,screen,off
678,2025-05-24 22:13:14,screen,on
678,2025-05-24 22:13:32,screen,off
678,2025-05-24 22:13:43,screen,on
678,2025-05-24 22:13:49,screen,off
670,2025-05-24 22:14:02,screen,on
670,2025-05-24 22:14:14,screen,off
670,2025-05-24 22:14:14,screen,on
670,2025-05-24 22:14:15,screen,off
678,2025-05-24 22:14:37,screen,on
678,2025-05-24 22:15:00,screen,off
676,2025-05-24 22:15:11,screen,off
685,2025-05-24 22:15:39,screen,on
676,2025-05-24 22:15:40,screen,on
685,2025-05-24 22:15:45,screen,off
685,2025-05-24 22:16:12,screen,on
685,2025-05-24 22:16:36,screen,off
670,2025-05-24 22:16:43,screen,on
670,2025-05-24 22:16:44,screen,off
670,2025-05-24 22:16:45,screen,on
678,2025-05-24 22:17:07,screen,on
678,2025-05-24 22:17:18,screen,off
681,2025-05-24 22:17:41,screen,off
687,2025-05-24 22:17:47,screen,on
678,2025-05-24 22:20:23,screen,on
670,2025-05-24 22:22:17,screen,off
670,2025-05-24 22:22:38,screen,on
670,2025-05-24 22:22:42,screen,off
678,2025-05-24 22:25:48,screen,off
670,2025-05-24 22:25:58,screen,on
681,2025-05-24 22:28:04,screen,on
681,2025-05-24 22:28:19,screen,off
681,2025-05-24 22:28:26,screen,on
681,2025-05-24 22:28:37,screen,off
670,2025-05-24 22:31:15,screen,off
670,2025-05-24 22:31:15,screen,on
670,2025-05-24 22:31:23,screen,off
671,2025-05-24 22:31:24,screen,on
685,2025-05-24 22:31:28,screen,on
685,2025-05-24 22:31:40,screen,off
671,2025-05-24 22:31:44,screen,off
671,2025-05-24 22:32:26,screen,on
681,2025-05-24 22:32:40,screen,on
671,2025-05-24 22:33:23,screen,off
671,2025-05-24 22:33:55,screen,on
671,2025-05-24 22:34:21,screen,off
681,2025-05-24 22:34:42,screen,off
685,2025-05-24 22:36:22,screen,on
685,2025-05-24 22:36:44,screen,off
676,2025-05-24 22:37:50,screen,off
678,2025-05-24 22:38:46,screen,on
678,2025-05-24 22:39:12,screen,off
668,2025-05-24 22:40:25,screen,off
668,2025-05-24 22:41:24,screen,on
676,2025-05-24 22:42:13,screen,on
668,2025-05-24 22:43:04,screen,off
687,2025-05-24 22:44:02,screen,off
668,2025-05-24 22:44:22,screen,on
681,2025-05-24 22:49:26,screen,on
681,2025-05-24 22:49:36,screen,off
676,2025-05-24 22:49:42,screen,off
681,2025-05-24 22:49:50,screen,on
687,2025-05-24 22:49:54,screen,on
681,2025-05-24 22:50:01,screen,off
681,2025-05-24 22:50:04,screen,on
681,2025-05-24 22:50:15,screen,off
681,2025-05-24 22:51:25,screen,on
687,2025-05-24 22:51:43,screen,off
676,2025-05-24 22:52:51,screen,on
681,2025-05-24 22:53:20,screen,off
681,2025-05-24 22:53:34,screen,on
681,2025-05-24 22:53:36,screen,off
678,2025-05-24 22:55:57,screen,on
678,2025-05-24 22:56:36,screen,off
681,2025-05-24 23:00:34,screen,on
681,2025-05-24 23:00:57,screen,off
681,2025-05-24 23:02:37,screen,on
676,2025-05-24 23:02:59,screen,off
681,2025-05-24 23:03:08,screen,off
681,2025-05-24 23:03:52,screen,on
676,2025-05-24 23:04:57,screen,on
676,2025-05-24 23:05:02,screen,off
678,2025-05-24 23:05:10,screen,on
681,2025-05-24 23:05:33,screen,off
681,2025-05-24 23:05:34,screen,on
681,2025-05-24 23:05:45,screen,off
681,2025-05-24 23:05:48,screen,on
676,2025-05-24 23:06:13,screen,on
676,2025-05-24 23:06:21,screen,off
676,2025-05-24 23:07:04,screen,on
681,2025-05-24 23:08:08,screen,off
668,2025-05-24 23:10:51,screen,off
681,2025-05-24 23:11:16,screen,on
681,2025-05-24 23:12:38,screen,off
678,2025-05-24 23:13:51,screen,off
681,2025-05-24 23:16:49,screen,on
681,2025-05-24 23:17:12,screen,off
681,2025-05-24 23:17:14,screen,on
681,2025-05-24 23:17:44,screen,off
681,2025-05-24 23:18:19,screen,on
681,2025-05-24 23:18:25,screen,off
681,2025-05-24 23:19:37,screen,on
678,2025-05-24 23:19:41,screen,on
678,2025-05-24 23:19:44,screen,off
681,2025-05-24 23:19:47,screen,off
681,2025-05-24 23:20:31,screen,on
681,2025-05-24 23:20:35,screen,off
671,2025-05-24 23:22:35,screen,on
685,2025-05-24 23:22:39,screen,on
676,2025-05-24 23:22:52,screen,off
671,2025-05-24 23:22:56,screen,off
685,2025-05-24 23:22:57,screen,off
671,2025-05-24 23:23:36,screen,on
687,2025-05-24 23:23:41,screen,on
687,2025-05-24 23:23:43,screen,off
687,2025-05-24 23:23:44,screen,on
671,2025-05-24 23:24:18,screen,off
671,2025-05-24 23:24:39,screen,on
671,2025-05-24 23:25:01,screen,off
671,2025-05-24 23:25:50,screen,on
676,2025-05-24 23:26:27,screen,on
676,2025-05-24 23:26:31,screen,off
671,2025-05-24 23:26:59,screen,off
676,2025-05-24 23:28:39,screen,on
676,2025-05-24 23:28:42,screen,off
668,2025-05-24 23:30:12,screen,on
676,2025-05-24 23:31:29,screen,on
687,2025-05-24 23:34:12,screen,off
681,2025-05-24 23:37:07,screen,on
671,2025-05-24 23:37:52,screen,on
681,2025-05-24 23:39:48,screen,off
671,2025-05-24 23:43:06,screen,off
681,2025-05-24 23:44:48,screen,on
668,2025-05-24 23:44:49,screen,off
681,2025-05-24 23:45:04,screen,off
676,2025-05-24 23:45:49,screen,off
676,2025-05-24 23:45:50,screen,on
676,2025-05-24 23:45:52,screen,off
676,2025-05-24 23:45:53,screen,on
676,2025-05-24 23:46:28,screen,off
668,2025-05-24 23:48:00,screen,on
671,2025-05-24 23:49:56,screen,on
676,2025-05-24 23:50:18,screen,on
676,2025-05-24 23:50:20,screen,off
676,2025-05-24 23:50:32,screen,on
681,2025-05-24 23:54:43,screen,on
681,2025-05-24 23:54:45,screen,off
681,2025-05-24 23:55:25,screen,on
676,2025-05-24 23:56:13,screen,off
671,2025-05-25 00:02:10,screen,off
671,2025-05-25 00:02:55,screen,on
668,2025-05-25 00:21:22,screen,off
668,2025-05-25 00:23:58,screen,on
668,2025-05-25 00:24:03,screen,off
668,2025-05-25 00:25:11,screen,on
668,2025-05-25 00:25:16,screen,off
671,2025-05-25 00:27:48,screen,off
678,2025-05-25 00:28:25,screen,on
681,2025-05-25 00:34:07,screen,off
681,2025-05-25 00:34:09,screen,on
681,2025-05-25 00:34:10,screen,off
681,2025-05-25 00:34:21,screen,on
681,2025-05-25 00:34:22,screen,off
676,2025-05-25 00:36:59,screen,on
676,2025-05-25 00:38:04,screen,off
681,2025-05-25 00:38:41,screen,on
681,2025-05-25 00:38:47,screen,off
676,2025-05-25 00:41:09,screen,on
671,2025-05-25 00:41:14,screen,on
676,2025-05-25 00:41:36,screen,off
681,2025-05-25 00:42:16,screen,on
681,2025-05-25 00:42:26,screen,off
681,2025-05-25 00:42:27,screen,on
678,2025-05-25 00:43:18,screen,off
671,2025-05-25 00:44:43,screen,off
676,2025-05-25 00:47:31,screen,on
676,2025-05-25 00:48:03,screen,off
676,2025-05-25 00:53:51,screen,on
676,2025-05-25 00:55:05,screen,off
676,2025-05-25 00:56:04,screen,on
676,2025-05-25 00:56:06,screen,off
671,2025-05-25 00:56:14,screen,on
671,2025-05-25 00:56:25,screen,off
671,2025-05-25 01:03:56,screen,on
676,2025-05-25 01:18:44,screen,on
676,2025-05-25 01:18:48,screen,off
681,2025-05-25 01:20:37,screen,off
681,2025-05-25 01:20:37,screen,on
681,2025-05-25 01:20:40,screen,off
681,2025-05-25 01:20:46,screen,on
681,2025-05-25 01:20:47,screen,off
676,2025-05-25 01:21:50,screen,on
671,2025-05-25 01:29:50,screen,off
676,2025-05-25 01:31:52,screen,off
676,2025-05-25 01:36:44,screen,on
676,2025-05-25 01:36:47,screen,off
676,2025-05-25 01:38:30,screen,on
676,2025-05-25 02:37:25,screen,off
676,2025-05-25 02:37:58,screen,on
676,2025-05-25 02:38:02,screen,off
676,2025-05-25 02:38:04,screen,on
676,2025-05-25 02:38:10,screen,off
676,2025-05-25 02:40:16,screen,off
685,2025-05-25 02:42:53,screen,on
685,2025-05-25 02:43:30,screen,off
676,2025-05-25 02:51:49,screen,on
676,2025-05-25 02:51:52,screen,off
676,2025-05-25 02:52:27,screen,on
676,2025-05-25 02:52:31,screen,on
676,2025-05-25 02:52:31,screen,off
676,2025-05-25 02:52:35,screen,off
676,2025-05-25 02:52:35,screen,on
676,2025-05-25 02:52:38,screen,off
676,2025-05-25 02:53:39,screen,on
668,2025-05-25 03:12:43,screen,on
668,2025-05-25 03:12:49,screen,off
668,2025-05-25 03:12:49,screen,on
668,2025-05-25 03:12:53,screen,off
676,2025-05-25 03:12:58,screen,off
676,2025-05-25 03:13:00,screen,on
676,2025-05-25 03:13:04,screen,off
676,2025-05-25 03:13:19,screen,on
676,2025-05-25 03:13:23,screen,off
668,2025-05-25 03:14:06,screen,on
668,2025-05-25 03:14:09,screen,off
676,2025-05-25 03:19:49,screen,on
676,2025-05-25 03:19:52,screen,off
676,2025-05-25 03:20:16,screen,on
676,2025-05-25 03:20:19,screen,off
