wifi_scans_pre_sleep,location_mobility_duration_sleep,light_high_duration_pre_sleep,calls_duration_pre_sleep,circadian_light_center,circadian_screen_misalignment,location_immobility_duration_pre_sleep,calls_duration_day,screen_pre_sleep_ratio,calls_num_missed,light_mean_sleep,light_peak_hour_day,accel_longest_still_period,circadian_screen_center,screen_events_sleep,sleep_quality,uid,label_date
-1.5275252316519465,0.5509434099434803,-0.41592950117361704,-0.4040064702650741,-1.1238613962761286,-1.8726103509336214,-0.793595481763996,-1.1988893469099535,-1.39841240816814,-0.9045340337332908,-1.6073452972328526,-1.809970296236739,-0.7415583954120312,-1.985705337970019,-0.49999999999999994,5,676,2025-04-28
0.6546536707079771,-0.21915803668689385,-0.41592950117361704,-0.4040064702650741,-0.7302509533407094,0.0757495470828094,-0.793595481763996,-0.7654329688268142,0.09349757848488634,-0.9045340337332908,-0.6333066795266986,-0.18113530084569382,0.5347899615794166,0.6297793781265899,1.9999999999999998,5,676,2025-04-29
0.6546536707079771,-0.28333315723942526,-0.41592950117361704,-0.4040064702650741,-0.5671097829135291,0.09994814912271281,2.2992734509895127,1.8506037600749572,-0.9926456810289926,0.6030226891555273,0.548720676812888,1.4172800257010365,0.9559849193865944,0.6215557995621606,-0.49999999999999994,5,676,2025-04-30
0.6546536707079771,0.8718190127061365,2.9251435410406845,2.9334382840985844,1.3206666177438346,1.0328082489284653,0.18918530060627764,0.2136684969609827,-0.04458664563189286,2.110579412044345,1.4930494830956615,0.43278892492138965,-0.5373426582933996,0.3045354895573214,-0.49999999999999994,4,676,2025-05-01
0.6546536707079771,0.7434687716010742,-0.41592950117361704,-0.4040064702650741,1.2390960325302465,0.37959405472634994,-0.2154891391932468,1.473241736802576,1.023064565473929,-0.9045340337332908,-0.008724293913414668,0.12029596315706327,0.29228377375104153,0.5265217942439899,-0.49999999999999994,5,676,2025-05-14
0.6546536707079771,0.6151185304960117,0.3341073042214302,-0.4040064702650741,1.1368091082147944,0.8036892937945175,0.9985341802053267,-0.7144381008170345,1.372277567044624,0.6030226891555273,-0.5590611570815813,0.8476025909802297,0.4709725437298442,0.38239857127737087,-0.49999999999999994,5,676,2025-05-15
-1.5275252316519465,-1.3101350860799241,-0.41592950117361704,-0.4040064702650741,-0.5865313508215273,0.49142884967997685,-0.793595481763996,-0.22488736792313505,-0.06418396481990457,0.6030226891555273,1.5102595395973952,0.44385062268295866,-2.094487653822966,0.4885162011514041,-0.49999999999999994,6,676,2025-05-16
-1.5275252316519465,-1.3101350860799241,-0.41592950117361704,-0.4040064702650741,-1.0397012686748055,-1.8726103509336214,-0.793595481763996,-1.1988893469099535,-1.39841240816814,-0.9045340337332908,0.7163316937987803,-1.809970296236739,0.08806803663240989,-1.985705337970019,-0.49999999999999994,7,676,2025-05-26
0.6546536707079771,-1.3101350860799241,-0.34774433704679525,0.29861347802200855,1.130335252245461,-0.06960125498727493,-0.793595481763996,0.5808315466314068,1.4681395312525236,0.6030226891555273,-1.1254004414857686,0.5378750536562957,-0.6522140104226298,0.6791749480960902,-0.49999999999999994,5,676,2025-05-28
0.6546536707079771,1.6515467274193907,-0.41592950117361704,-0.4040064702650741,-0.7794522587076366,0.9316038135196854,0.69647361621211,-0.015808409083032274,-0.058738134438892156,-0.9045340337332908,-0.33452352406441066,0.0013827122201957602,1.6835034828717197,0.3389284939251112,1.9999999999999998,5,676,2025-05-29
