uid,label_date,sleep_quality,accel_longest_still_period,accel_movement_ratio,accel_evening_movement_ratio,accel_night_movement_ratio,accel_morning_movement_ratio,accel_mean_mag,accel_std_mag,accel_entropy,light_mean_full_window,light_max_full_window,light_entropy_full_window,light_high_duration_full_window,light_mean_day,light_max_day,light_entropy_day,light_high_duration_day,light_mean_pre_sleep,light_max_pre_sleep,light_entropy_pre_sleep,light_high_duration_pre_sleep,light_mean_sleep,light_max_sleep,light_entropy_sleep,light_high_duration_sleep,light_last_peak_time,screen_events_full_window,screen_total_duration_full_window,screen_avg_session_duration_full_window,screen_inter_event_std_full_window,screen_cluster_count_full_window,light_screen_overlap_ratio_full_window,screen_events_day,screen_total_duration_day,screen_avg_session_duration_day,screen_inter_event_std_day,screen_cluster_count_day,light_screen_overlap_ratio_day,screen_events_pre_sleep,screen_total_duration_pre_sleep,screen_avg_session_duration_pre_sleep,screen_inter_event_std_pre_sleep,screen_cluster_count_pre_sleep,light_screen_overlap_ratio_pre_sleep,screen_events_sleep,screen_total_duration_sleep,screen_avg_session_duration_sleep,screen_inter_event_std_sleep,screen_cluster_count_sleep,light_screen_overlap_ratio_sleep,screen_last_on_time,screen_first_on_time_day,screen_gap_before_sleep,wifi_scans_full_window,wifi_unique_aps_full_window,wifi_mean_signal_full_window,wifi_signal_std_full_window,wifi_dominant_ap_ratio_full_window,wifi_entropy_full_window,wifi_strong_ap_ratio_full_window,wifi_avg_num_aps_per_scan_full_window,wifi_dominant_ap_changes_full_window,wifi_scans_day,wifi_unique_aps_day,wifi_mean_signal_day,wifi_signal_std_day,wifi_dominant_ap_ratio_day,wifi_entropy_day,wifi_strong_ap_ratio_day,wifi_avg_num_aps_per_scan_day,wifi_dominant_ap_changes_day,wifi_scans_pre_sleep,wifi_unique_aps_pre_sleep,wifi_mean_signal_pre_sleep,wifi_signal_std_pre_sleep,wifi_dominant_ap_ratio_pre_sleep,wifi_entropy_pre_sleep,wifi_strong_ap_ratio_pre_sleep,wifi_avg_num_aps_per_scan_pre_sleep,wifi_dominant_ap_changes_pre_sleep,wifi_scans_sleep,wifi_unique_aps_sleep,wifi_mean_signal_sleep,wifi_signal_std_sleep,wifi_dominant_ap_ratio_sleep,wifi_entropy_sleep,wifi_strong_ap_ratio_sleep,wifi_avg_num_aps_per_scan_sleep,wifi_dominant_ap_changes_sleep,location_mobility_duration_full_window,location_immobility_duration_full_window,location_mobility_ratio_full_window,location_max_still_duration_full_window,location_num_transitions_full_window,location_avg_speed_full_window,location_mobility_duration_day,location_immobility_duration_day,location_mobility_ratio_day,location_max_still_duration_day,location_num_transitions_day,location_avg_speed_day,location_mobility_duration_pre_sleep,location_immobility_duration_pre_sleep,location_mobility_ratio_pre_sleep,location_max_still_duration_pre_sleep,location_num_transitions_pre_sleep,location_avg_speed_pre_sleep,location_mobility_duration_sleep,location_immobility_duration_sleep,location_mobility_ratio_sleep,location_max_still_duration_sleep,location_num_transitions_sleep,location_avg_speed_sleep,calls_total_day,calls_duration_day,calls_total_pre_sleep,calls_duration_pre_sleep,calls_total_sleep,calls_duration_sleep,calls_num_incoming,calls_num_outgoing,calls_num_missed,calls_last_call_time,calls_first_call_next_day,circadian_screen_center,circadian_light_center,circadian_screen_misalignment,circadian_light_misalignment,screen_pre_sleep_ratio,screen_sleep_ratio,light_pre_sleep_ratio,light_sleep_ratio,screen_wind_down_slope,light_peak_hour_day,light_peak_hour_pre_sleep,light_peak_hour_sleep,accel_activity_hourly_std,circadian_disruption_score,evening_stimulation_index,digital_abstinence_before_sleep,calls_total_full_window,calls_duration_full_window,session
687,2025-04-29,7,2775.0,0.5658504301786896,0.8333333333333334,0.2375,0.662379421221865,9.001028590786165,1.9277495661213029,0.995364908822987,2.4980132450331152e+17,1.84e+19,0.1688538632080021,0.3483443708609272,3.888659793814436e+17,1.84e+19,0.2457077606638421,0.4577319587628866,164.88562678062678,382.0,1.850483212068584,0.4555555555555555,3.7064458689458686,13.743589743589745,1.7761744007032174,0.0,12.15,72.0,5.666666666666667,4.722222222222222,1445.6574950345832,219.0,0.4583333333333333,66,5.4,4.909090909090909,402.0383542038961,201,0.4393939393939394,6,0.2666666666666666,2.6666666666666665,522.8154550125696,17,0.6666666666666666,0,0.0,0.0,,1,0.0,7.666666666666667,6.816666666666666,0.0,1510,0,0,0,0,0,0,0,0,970,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,17.3,7.516666666666667,0.697112155809268,60.0,31.0,0.8884333284534907,12.283333333333331,3.733333333333333,0.7669094693028096,60.0,15,1.258580046465721,1.0,1.7833333333333334,0.3592814371257485,60.0,1,0.0004058353750335,4.016666666666667,2.0,0.667590027700831,30.0,14,4.768641412878034e-08,40,0.9783333333333334,0,0.0,0,0.0,14,26,0,22.183333333333334,13.6,15.550250196629394,7.250000000000004,6.449749803370606,14.749999999999996,0.08125,0.00625,0.1191264063534083,0.2382528127068166,290,12.15,23.3,1.8333333333333333,0,23.644777930438767,0,-1,40.0,0.9783333333333334,A
687,2025-04-30,7,3420.0,0.5637491385251551,0.8125,0.1645833333333333,0.4940239043824701,9.154484779181905,1.5176019625132724,1.2206629857253055,290.647008387698,10075.0,0.3700857695457179,0.2462068965517241,360.180577980578,10075.0,0.443256173980921,0.3090909090909091,24.62162162162162,34.29729729729729,2.302585092994045,0.0,8.675675675675672,14.83783783783784,2.3016396153963767,0.0,15.633333333333333,71.0,5.283333333333333,4.464788732394366,517.2839094394395,184.0,0.4225352112676056,71,5.283333333333333,4.464788732394366,517.2839094394395,184,0.4225352112676056,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,23.966666666666665,7.666666666666667,357.0,1450,0,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,19.566666666666663,4.316666666666666,0.8192602930914166,45.0,25.0,0.8774123416692237,16.316666666666666,2.566666666666667,0.8640776699029127,30.0,18,1.0528843748892331,1.75,1.25,0.5833333333333334,45.0,3,9.689748554977144e-05,1.5,0.5,0.75,15.0,3,7.650088333333334e-14,53,1.801111111111111,0,0.0,0,0.0,21,28,4,21.2,10.316666666666666,14.759784419644284,7.750000000000017,7.240215580355715,14.249999999999982,0.0,0.0,0.124052377670572,0.0792556857339765,269,15.633333333333333,2.9166666666666665,5.916666666666667,0,22.28277243769546,0,-1,53.0,1.801111111111111,A
687,2025-05-01,7,2430.0,0.7230169050715215,0.9208333333333332,0.75,0.4171597633136095,8.898417874372711,1.6285450345942012,1.351237854935166,5.506831489915421e+17,1.84e+19,0.3278139286091645,0.1262199089134678,8.985138004246286e+17,1.84e+19,0.4901573354435459,0.1857749469214437,35.33540544008211,233.0,1.2513836294063485,0.1055555555555555,5.496535796766744,5.97459584295612,2.302512511763492,0.0,8.9,58.0,6.2,6.413793103448276,1347.2284989612608,186.0,0.2413793103448276,53,5.633333333333334,6.377358490566038,549.2086012157878,180,0.2452830188679245,5,0.5666666666666667,6.8,2060.9221237106462,5,0.2,0,0.0,0.0,,1,0.0,7.833333333333333,8.05,0.0,1537,0,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,19.666666666666668,5.8,0.7722513089005235,60.0,23.0,1.236978077910955,13.516666666666667,2.0,0.8711063372717508,30.0,12,1.3062574369993718,1.6333333333333333,1.3,0.5568181818181818,45.0,3,4.31285152,4.516666666666667,2.5,0.6437054631828979,60.0,7,7.777777777777778e-45,22,0.2511111111111111,0,0.0,0,0.0,16,4,2,19.58333333333333,13.016666666666667,15.718258495234192,8.775000000000004,6.281741504765808,13.224999999999996,0.0415094339622641,0.0075471698113207,0.1170351105331599,0.2698309492847854,250,8.9,0.3,2.6666666666666665,0,22.28052269572687,0,-1,22.0,0.2511111111111111,A
687,2025-05-15,6,3165.0,0.0,0.0,0.0,0.0,9.877045731645016,0.0054394303963638,2.0682923062182232,20.037581699346404,34.71568627450981,2.3010178276393414,0.0,0.0,0.0,0.0,0.0,24.83578431372549,34.71568627450981,2.302585092994045,0.0,10.441176470588236,14.813725490196076,2.298489462650256,0.0,4.0,1.0,0.0333333333333333,2.0,,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,1,0.0333333333333333,2.0,,1,0.0,7.366666666666666,-1.0,0.0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0.0,3.333333333333333,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.1666666666666665,0.0,144.0,0,0.0,0.0,1.1666666666666667,0.0,70.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,-1.0,-1.0,7.383333333333333,5.750000000000001,14.616666666666667,16.25,0.0,1.0,0.6635071090047393,0.3317535545023696,-2,-1.0,4.0,6.333333333333333,0,44.18420221169036,0,-1,,,B
687,2025-05-16,8,525.0,0.852959898154042,0.8875,0.8729166666666667,0.8032345013477089,8.778344091941037,1.987206251821077,1.377809588856789,6.035668789808918e+17,1.84e+19,0.3545231426697152,0.3286624203821656,7.345736434108529e+17,1.84e+19,0.4168276146734788,0.4,23.081836327345307,30.942115768463072,2.302585092994045,0.0,10.786427145708585,15.13373253493014,2.302585092994045,0.0,10.3,66.0,4.05,3.6818181818181817,602.8148785305306,249.0,0.6212121212121212,66,4.05,3.6818181818181817,602.8148785305306,249,0.6212121212121212,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.9666666666666668,7.366666666666666,412.0,1570,0,0,0,0,0,0,0,0,1290,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,14.016666666666667,12.05,0.5377237851662404,448.0,20.0,1.00118774631054,14.016666666666667,7.416666666666667,0.6539657853810265,176.0,20,1.00118774631054,0.0,2.833333333333333,0.0,165.0,0,0.0,0.0,1.8,0.0,96.0,0,0.0,19,0.7822222222222223,0,0.0,0,0.0,7,9,1,20.633333333333333,8.0,16.66716869639226,8.416666666666666,5.33283130360774,13.583333333333334,0.0,0.0,0.1145767027371101,0.0636537237428389,326,10.3,4.833333333333333,7.833333333333333,0,19.552701874369465,0,-1,19.0,0.7822222222222223,B
687,2025-05-17,4,3945.0,0.5965697240865027,0.7291666666666666,0.45625,0.3475177304964539,9.07199453990775,1.9364453175461287,1.172438443034161,2.0597014925373155e+17,1.84e+19,0.1418775279837826,0.2701492537313433,2.5794392523364512e+17,1.84e+19,0.1719354165641688,0.3383177570093458,24.380597014925375,33.73134328358209,2.302585092994045,0.0,10.276119402985076,14.92537313432836,2.302585092994045,0.0,10.566666666666666,64.0,7.6,7.125,488.8330323324906,141.0,0.5625,64,7.6,7.125,488.8330323324906,141,0.5625,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.5,9.566666666666666,350.0,1340,0,0,0,0,0,0,0,0,1070,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,12.616666666666667,9.5,0.5704596834966089,375.0,14.0,0.3834038222651508,12.616666666666667,4.9,0.7202664129400571,105.0,14,0.3834038222651508,0.0,3.066666666666667,0.0,180.0,0,0.0,0.0,1.5333333333333334,0.0,93.0,0,0.0,23,0.2661111111111111,0,0.0,0,0.0,3,16,4,1.1333333333333333,10.783333333333331,16.165825683300625,20.666666666666664,5.834174316699375,1.3333333333333357,0.0,0.0,0.1342281879194631,0.0671140939597315,221,10.566666666666666,3.333333333333333,6.333333333333333,0,7.838648589630027,0,-1,23.0,0.2661111111111111,B
687,2025-05-18,9,7650.0,0.5087014725568942,0.8958333333333334,0.1979166666666666,0.336734693877551,9.125902205225472,1.6069099629420178,0.924776297750454,2.1567314132618906e+17,1.84e+19,0.1464037819727094,0.3817816476892163,2.68781302170284e+17,1.84e+19,0.1766913087368714,0.4757929883138564,40.66017316017315,65.84415584415584,2.302585092994045,0.0,5.185714285714282,19.0,1.8972075056643287,0.0,12.816666666666666,61.0,7.716666666666667,7.590163934426229,2256.762748019056,145.0,0.6229508196721312,61,7.716666666666667,7.590163934426229,695.0219553328151,145,0.6229508196721312,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,8.35,7.916666666666667,0.0,1493,0,0,0,0,0,0,0,0,1198,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,12.233333333333333,12.35,0.4976271186440678,465.0,20.0,0.0452878231447313,12.233333333333333,7.333333333333333,0.625212947189097,210.0,20,0.0452878231447313,0.0,2.6666666666666665,0.0,144.0,0,0.0,0.0,2.35,0.0,128.0,0,0.0,9,0.0669444444444444,0,0.0,0,0.0,2,7,0,19.65,14.633333333333333,16.86806958125034,7.975000000000008,5.131930418749661,14.024999999999991,0.0,0.0047619047619047,0.1204819277108433,0.0769745649263721,208,12.816666666666666,3.5,8.4,0,19.974295115632422,0,-1,9.0,0.0669444444444444,B
687,2025-05-24,5,525.0,0.5359116022099447,0.0,0.3416666666666667,0.918032786885246,9.595404064906376,0.6808291769116813,0.1708440858143632,5.66144578313253,6.308433734939759,2.302585092994045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66144578313253,6.308433734939759,2.302585092994045,0.0,4.0,,,,,,,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,-1.0,-1.0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0.0,2.6475,0.0,140.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.6475,0.0,140.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,-1.0,-1.0,-1.0,5.499999999999999,-1.0,16.5,0.0,0.0,0.0,0.994475138121547,0,-1.0,-1.0,4.0,0,25.444751381215468,0,-1,,,C
687,2025-05-25,5,2550.0,0.6540880503144654,0.5208333333333334,0.9354166666666668,0.8138528138528138,9.492915158437592,1.401503469043178,0.9550397070206196,310.93671834189905,3173.0,1.1040075824366742,0.4937062937062937,370.7497431097722,3173.0,1.220720962405462,0.5957805907172996,24.97602739726028,34.17123287671233,2.302585092994045,0.0,12.39041095890411,15.678082191780824,2.299623588452904,0.0,7.783333333333333,135.0,8.115277777777777,3.6067901234567903,472.4046639863664,209.0,0.6592592592592592,135,8.115277777777777,3.6067901234567903,472.4046639863664,209,0.6592592592592592,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,23.383333333333333,7.016666666666667,381.26666666666665,1430,0,0,0,0,0,0,0,0,1185,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,14.655277777777778,8.7175,0.6270233652634832,350.3666666666667,18.0,1.2549438975023255,14.655277777777778,4.648611111111111,0.7591878435548393,121.4,18,1.2549438975023255,0.0,3.0572222222222223,0.0,169.76666666666668,0,0.0,0.0,1.0116666666666667,0.0,60.8,0,0.0,14,0.3633333333333333,0,0.0,0,0.0,2,10,1,22.633333333333333,7.933333333333334,13.2907984857361,18.916666666666654,8.7092015142639,3.0833333333333464,0.0,0.0,0.1257861635220125,0.0454227812718378,276,7.783333333333333,2.75,5.75,0,12.246762660315625,0,-1,14.0,0.3633333333333333,C
687,2025-05-27,9,7470.0,0.5175817396668723,0.6791666666666667,0.3458333333333333,0.3847980997624703,9.082067284760384,1.6875896708113427,1.2028334166211074,1055.50349939141,49900.0,0.3027757006412708,0.2981481481481481,1357.6136027319294,49900.0,0.3714864401514423,0.3848605577689243,27.37121212121212,38.8008658008658,2.302585092994045,0.0,6.398807587539981,15.813852813852812,2.153911292590939,0.0,14.15,185.0,8.745833333333334,2.8364864864864865,427.9422950269765,300.0,0.5081081081081081,185,8.745833333333334,2.8364864864864865,427.9422950269765,300,0.5081081081081081,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,1.25,6.916666666666667,334.28333333333336,1620,0,0,0,0,0,0,0,0,1255,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,16.65972222222222,10.113055555555556,0.6222634931833745,380.4166666666667,13.0,0.812677806335666,16.399166666666666,4.3613888888888885,0.7899194519521529,105.93333333333334,11,0.8260003933247753,0.0,2.8872222222222224,0.0,160.08333333333334,0,0.0,0.2605555555555555,2.864444444444445,0.0833777777777777,124.93333333333334,2,0.0,19,0.4705555555555555,0,0.0,0,0.0,5,11,3,0.0,7.183333333333334,15.879773028625202,8.41666666666667,6.120226971374798,13.58333333333333,0.0,0.0,0.1110425663170882,0.1141270820481184,387,14.15,3.8333333333333335,6.833333333333333,0,20.844831125189312,0,-1,19.0,0.4705555555555555,C
