circadian_disruption_score,calls_total_pre_sleep,light_pre_sleep_ratio,calls_total_sleep,location_max_still_duration_pre_sleep,light_entropy_sleep,location_immobility_duration_pre_sleep,accel_mean_mag,calls_num_incoming,light_peak_hour_pre_sleep,location_num_transitions_sleep,light_peak_hour_day,location_avg_speed_pre_sleep,light_max_sleep,light_peak_hour_sleep,sleep_quality,uid,label_date
1.5510673292487942,-0.686243566496721,-0.880920174330344,-0.316227766016838,-1.4011284147709624,0.3316640739735088,-1.7151688254341049,1.5576105112944634,-0.9174973491412894,-1.2286303244855958,-0.5656854249492382,-1.4209987323661066,-0.42366639330000044,0.8550176275059033,0.6838748667233647,8,678,2025-04-28
-0.7031624878518787,0.1524985703326046,-0.18241037383302153,-0.316227766016838,-0.8091781179147114,-0.4805035592463052,-0.4537342090016229,-1.4608492626045353,0.9514787324428187,0.8115901555867564,-0.5656854249492382,0.3829486064018807,0.8781296809975648,0.5677906362528545,0.5108083743777279,7,678,2025-04-29
0.20833067167729794,0.1524985703326046,-0.18968146821710175,-0.316227766016838,-0.8091781179147114,-0.5266413417746011,-0.7060211322881192,-0.26671246609856086,0.9514787324428187,0.8283883781023222,2.5455844122715714,0.5377108445803676,2.9348678587024395,-0.04583066324229494,0.46465730975222486,6,678,2025-04-30
1.4971914296019102,-0.686243566496721,3.0367788443881714,-0.316227766016838,-0.3948129101153357,2.4608870620478944,0.7404238945544598,1.2715893062373147,-0.9174973491412894,-0.7704969831519839,-0.5656854249492382,-1.4209987323661066,-0.42366639330000044,-1.8509330983899135,1.2030743437602753,4,678,2025-05-15
0.36121612556548716,2.6687249808205813,-0.19207164354944364,3.16227766016838,-0.1383011148109603,-0.3712872669315567,-0.3864576961252237,-0.5779251873769711,0.20388829980917542,0.9566657136757337,0.9899494936611668,0.0032974908702800955,-0.42366639330000044,0.4633444576153823,0.39543071281396974,10,678,2025-05-16
-1.1190012341463924,-0.686243566496721,-0.03030106629517524,-0.316227766016838,1.5586230695102925,-0.41698002663611616,0.8245195356499587,-1.4400132703230462,1.6990691650764618,-1.1018801000499634,0.9899494936611668,0.30073116736955957,-0.42366639330000044,0.45028868528569793,-0.008391102659182754,4,678,2025-05-17
-1.5272853271019475,-0.686243566496721,-0.1436329977876479,-0.316227766016838,0.7397584921924787,0.7341110417094746,1.1104447153746546,0.15418959488460557,-0.9174973491412894,1.0009519366713158,-0.5656854249492382,0.3297490870280258,-0.42366639330000044,0.6852925872200111,0.5684972051596067,3,678,2025-05-18
0.16199112348831074,-0.686243566496721,-0.880920174330344,-0.316227766016838,-1.4011284147709624,-1.4297098391928154,-1.7151688254341049,1.427909584994921,-0.9174973491412894,-1.2286303244855958,-0.5656854249492382,-1.4209987323661066,-0.42366639330000044,-2.0041965126948997,-1.381385275267902,4,678,2025-05-23
0.5966419875782301,0.1524985703326046,-0.19680274609601545,-0.316227766016838,0.4694345232947907,-0.6337733019385838,0.9173050596586593,-0.4736192550271387,-0.5437021328244678,1.033021270564669,-0.5656854249492382,1.8652806689551997,-0.42366639330000044,0.7505714488684311,-0.18145759500481962,8,678,2025-05-24
-1.2848413152052518,-0.686243566496721,-0.14089418955383395,-0.316227766016838,1.132418855773792,0.8640510958508011,0.6560479346553096,0.04279214873155622,-0.9174973491412894,-1.098825877774406,-0.5656854249492382,-0.06441098833280791,-0.42366639330000044,0.7864748227750622,-2.4774730601236024,3,678,2025-05-25
0.25785169714544093,0.9912407071619301,-0.19914401039524335,-0.316227766016838,1.0534921495262919,-0.5318179378616987,0.7278095483901352,-0.23497170471263812,1.3252739487596403,0.7978461553467482,-0.5656854249492382,0.9076893202258127,-0.42366639330000044,-0.657819991196234,0.22236422046833287,5,678,2025-05-26
