calls_num_missed,calls_num_outgoing,location_max_still_duration_pre_sleep,screen_cluster_count_pre_sleep,location_immobility_duration_sleep,calls_total_sleep,circadian_screen_misalignment,location_max_still_duration_full_window,light_max_sleep,circadian_disruption_score,location_avg_speed_full_window,screen_events_sleep,screen_gap_before_sleep,light_peak_hour_pre_sleep,light_entropy_sleep,sleep_quality,uid,label_date
-0.5883484054145521,-0.9539980920057239,-0.599022800654386,-0.8811976250843205,-1.6488124195167755,-0.3333333333333333,1.789856294649115,-0.6104254752640932,-0.6163916589256077,1.9518655574922,-0.7245159875112069,-0.49999999999999994,-0.40484787910604375,-0.7736444968403635,-0.7321631218800155,6,681,2025-04-28
-0.5883484054145521,0.10599978800063596,-0.599022800654386,2.2753311811878723,-0.5147048290115256,-0.3333333333333333,0.32227036231696926,-0.1468111902533895,-0.2711414135765174,-0.7293638862090364,1.9097724351383727,-0.49999999999999994,2.580622514301653,1.5186354937977506,0.03212231908746193,5,681,2025-04-29
2.3533936216582085,1.165997668006996,2.8239646316563913,-0.8811976250843205,1.9155257220711528,-0.3333333333333333,0.5887499343431035,2.9439507098179685,-0.2327802752043963,0.3914397009489841,-0.5556237542525887,-0.49999999999999994,-0.40484787910604375,-0.38841410952479155,0.6322345038314039,7,681,2025-04-30
-0.5883484054145521,-0.9539980920057239,-0.599022800654386,-0.8811976250843205,-1.1627663093002398,-0.3333333333333333,-1.39349570045713,-0.6104254752640932,-0.6163916589256077,0.5096462334649197,-0.7245159875112069,-0.49999999999999994,-0.6762542785067435,-0.7736444968403635,-0.7321631218800155,5,681,2025-05-15
0.39223227027636814,1.165997668006996,-0.31377384796182123,0.5655447444571012,0.7814181315659029,2.9999999999999996,0.9946823261306885,-0.37861833275874135,2.8583850039426557,0.7057174277342145,-0.6606633650219677,1.9999999999999998,-0.40484787910604375,-0.6351525807393108,-0.5435907649202685,7,681,2025-05-16
1.3728129459672884,1.165997668006996,0.5419730101158731,-0.6181535578949711,-0.5147048290115256,-0.3333333333333333,0.26736791033142077,-0.3013492852569574,-0.6163916589256077,-0.9005739287618336,1.2245371347640552,-0.49999999999999994,-0.40484787910604375,-0.6781328305637754,-0.7321631218800155,7,681,2025-05-17
-0.5883484054145521,-0.9539980920057239,-0.31377384796182123,0.8285888116464506,0.29537202134936724,-0.3333333333333333,-1.1798690953866542,-0.37861833275874135,-0.15219775812082098,-1.6367474647644966,1.3789528864524536,-0.49999999999999994,-0.40484787910604375,-0.5300897478350639,1.3472558253977827,5,681,2025-05-18
-0.5883484054145521,-0.9539980920057239,-0.599022800654386,-0.8811976250843205,-0.35268945893934706,-0.3333333333333333,-1.39349570045713,-0.3013492852569574,-0.11769686008803285,0.44029593908617665,-0.7245159875112069,-0.49999999999999994,-0.6762542785067435,-0.7736444968403635,-0.7321631218800155,7,681,2025-05-24
-0.5883484054145521,-0.9539980920057239,-0.31377384796182123,0.5655447444571012,0.29537202134936724,-0.3333333333333333,-0.06619433499117461,0.08499595225196234,-0.6163916589256077,-0.9967327195779943,-0.5811863466137328,-0.49999999999999994,1.2009733173480965,1.507492466065482,-0.7321631218800155,6,681,2025-05-26
-0.5883484054145521,1.165997668006996,-0.028524895269256476,-0.09206542351627231,0.9059899494436223,-0.3333333333333333,0.07012800352079257,-0.3013492852569574,0.3809979387495419,0.2644531405868672,-0.5422410279329712,1.9999999999999998,-0.40484787910604375,1.5265947993207993,2.192793726003699,6,681,2025-05-27
