wifi_scans_pre_sleep,location_max_still_duration_pre_sleep,screen_cluster_count_pre_sleep,accel_entropy,screen_gap_before_sleep,circadian_screen_center,screen_cluster_count_day,accel_evening_movement_ratio,screen_inter_event_std_day,light_pre_sleep_ratio,calls_duration_day,screen_total_duration_pre_sleep,light_last_peak_time,screen_inter_event_std_pre_sleep,location_max_still_duration_sleep,sleep_quality,uid,label_date
-1.4284943452995986,-1.4204844349702137,-1.0682570327321035,-0.9480066835500545,0.316227766016838,-0.9862298382681,-1.5235924819476545,-1.4970840584036804,-1.4983885272028672,0.1568404094194187,-0.8478167234045361,-0.5188870650134746,-0.2136178012424252,-0.5114324700489313,-0.7130682160003965,7,668,2025-04-28
0.6014713032840415,-0.7775843752552499,1.1699957977542088,0.49640289657868736,0.316227766016838,0.5850978099332902,0.21989994584811506,0.2388072518535721,1.0027548489042515,0.19666314215117153,2.6203496462593785,-0.088362839327795,0.20178806145051223,1.2752618211641822,-0.41811704640441866,8,668,2025-04-29
0.6014713032840415,-0.27755099547694473,1.3565168669614016,0.8679490599741204,0.316227766016838,1.0719680036601167,0.6596998375443452,-0.05306827818968294,6.922550602467068e-06,0.3736848752386466,0.2729931399624603,-0.12148008745746253,1.5981523468882168,-0.43780829498866336,0.6352799878669311,8,668,2025-04-30
0.6014713032840415,0.32963239425385443,-0.6952148943177181,0.2999974685726507,0.316227766016838,0.6750512448292516,1.02096403429482,0.9147295319537413,0.45429617747013895,0.2536229456960891,-0.4248696051528429,0.4746303788765551,-1.0994833156598938,-0.6213265580747341,-0.7692493911615352,8,668,2025-05-01
-2.1051495614941453,-1.4204844349702137,-2.000862378768067,-2.554364798875496,-3.16227766016838,-2.409327615300836,-1.5235924819476545,-1.4970840584036804,-1.4983885272028672,-3.0864999341778296,-0.8478167234045361,-1.14811477947716,-1.8902559217500636,-1.1762267104431705,-1.8928728943843083,7,668,2025-05-15
0.6014713032840415,-0.27755099547694473,0.6104325901326307,0.697208469248562,0.316227766016838,0.5004956235276575,0.8481855054141582,0.4999590418922737,0.16228016186282632,0.17663028270238537,0.019224869011436687,-0.12148008745746253,1.2728345026106151,-0.6353328808636544,1.1783646810912713,8,668,2025-05-16
0.6014713032840415,1.008249123952983,-0.5086938251105254,0.8893498795864161,0.316227766016838,0.5055853439525466,-0.03141427797830215,0.14663603183991258,0.605203352889113,0.27931619861819806,-0.8478167234045361,2.7266032516939553,0.5346132405960584,-0.24731524763365037,1.2532729146394561,8,668,2025-05-17
0.6014713032840415,1.4368491637629588,0.05086938251105268,0.7181264968597942,0.316227766016838,0.8893447961278304,-0.03141427797830215,1.2680525420061024,1.543597955677908,0.416496477684118,0.822824393689665,-1.0156457869584896,-0.20110557646251737,-0.20702551867533825,0.7289152798021621,8,668,2025-05-18
-1.2781265194785882,-0.7775843752552499,-0.5086938251105254,-0.4607003815043386,0.316227766016838,-0.9548371912515942,-1.5235924819476545,-1.4970840584036804,-1.4983885272028672,0.9317368424525203,-0.8478167234045361,-0.1474219318257023,-1.0819662009680229,0.35472843806003246,1.1733707988547255,8,668,2025-05-24
0.6014713032840415,1.2344547005193585,0.7969536593398234,0.4878052952219564,0.316227766016838,-0.11038094889435965,1.02096403429482,0.28489286186040164,0.4441636929391664,0.22148430630211305,-0.36142753741509087,-0.5950567357117101,0.24683207065817997,2.532073237490034,-0.2881980788442855,8,668,2025-05-26
0.6014713032840415,0.9420542289156645,0.7969536593398234,-0.49376770211230014,0.316227766016838,0.23323277168419834,0.8638926444033093,1.1912431919947193,0.2828624693145961,0.08002445391316851,0.44217198726313756,0.5552156826587464,0.6322085938793389,-0.32559581598610493,-0.8876980354596026,8,668,2025-05-27
