calls_last_call_time,location_num_transitions_full_window,light_entropy_full_window,calls_num_missed,location_max_still_duration_pre_sleep,location_max_still_duration_full_window,accel_longest_still_period,light_entropy_sleep,location_max_still_duration_sleep,location_mobility_duration_sleep,calls_total_sleep,location_avg_speed_day,location_mobility_ratio_full_window,location_avg_speed_sleep,circadian_screen_misalignment,sleep_quality,uid,label_date
-1.134630153463463,-1.36416794219535,-1.1153024407514742,-0.5883484054145521,-0.599022800654386,-0.5785514747932297,-0.5702828831115581,-0.7321631218800155,-0.6747640882080839,0.5103845482054543,-0.3333333333333333,-0.6634675282241281,0.4177152638887082,-0.4764420804643731,1.8088087707817244,6,681,2025-04-28
0.3135755606025591,0.053149400345273504,-0.5314551703491602,-0.5883484054145521,-0.599022800654386,-0.11571029495864593,0.6038289350592968,0.03212231908746193,-0.20399844527221142,0.8504142272230789,-0.3333333333333333,0.48810045060872626,1.1126807265225918,-0.4764420804643731,0.38991302348516277,5,681,2025-04-29
1.1374051584245475,0.31889640207164044,1.4137962301955291,2.3533936216582085,2.8239646316563913,2.9698975706052453,-0.21245832900234518,0.6322345038314039,2.934439174300272,-1.8698232049179178,-0.3333333333333333,-0.5783043939276449,-1.3957301363767929,-0.4764420804643731,0.6475515870331514,7,681,2025-04-30
-1.134630153463463,-1.4527502761041389,-1.1153024407514742,-0.5883484054145521,-0.599022800654386,-0.5785514747932297,-1.0734736623276389,-0.7321631218800155,-0.6747640882080839,-1.1897638468826686,-0.3333333333333333,-0.6634675282241281,-1.4219683882786194,-0.4764420804643731,-1.2689289674279511,5,681,2025-05-15
-0.11828458646623062,0.31889640207164044,0.6929305840987787,0.39223227027636814,-0.31377384796182123,-0.3471308848759378,1.3194780432777227,-0.5435907649202685,-0.20399844527221142,1.1904439062407035,2.9999999999999996,-0.6250528936014909,1.2663055099670562,2.6576119544125283,1.0400163359164016,7,681,2025-05-16
0.9570298359540494,0.49606106988921833,-0.520379640047762,1.3728129459672884,0.5419730101158731,-0.2699906882368405,-1.5766644415437194,-0.7321631218800155,-0.3609203262508356,0.5103845482054543,-0.3333333333333333,0.6554268529744617,0.5632065853999806,-0.4098619033999278,0.3368320733872997,7,681,2025-05-17
-1.134630153463463,0.31889640207164044,0.6864471656289312,-0.5883484054145521,-0.31377384796182123,-0.3471308848759378,-0.2907324502137355,1.3472558253977827,-0.3609203262508356,-0.5097044888474195,-0.3333333333333333,-0.05394634287865394,0.7578248466423317,1.086645395687277,-1.0623898648336512,5,681,2025-05-18
-1.134630153463463,-1.36416794219535,-1.1153024407514742,-0.5883484054145521,-0.599022800654386,-0.2699906882368405,-0.02236403463182581,-0.7321631218800155,-0.04707656429358725,-0.8497341678650441,-0.3333333333333333,-0.6634675282241281,-1.4495530335821663,-0.4764420804643731,-1.2689289674279511,7,681,2025-05-24
1.1252645117198026,1.470466742885897,1.6618072187590431,-0.5883484054145521,-0.31377384796182123,-0.1928504915977432,1.9456710129688453,-0.7321631218800155,-0.3609203262508356,1.1904439062407035,-0.3333333333333333,2.6442239290189087,0.004094113602805858,-0.4764420804643731,-0.769009997512376,8,681,2025-05-25
1.1235301336191248,1.20471974115953,-0.057239066030938965,-0.5883484054145521,-0.028524895269256476,-0.2699906882368405,-0.12300219047504195,2.192793726003699,-0.04707656429358725,0.16695457239765357,-0.3333333333333333,-0.5400450175219215,0.14542451221410715,-0.47574296391363824,0.1461360065981888,6,681,2025-05-27
