datetime,value,uid,type
2025-05-28 08:13:00,0.0,668,light
2025-05-28 08:14:00,0.0,668,light
2025-05-28 08:15:00,0.0,668,light
2025-05-28 08:16:00,0.0,668,light
2025-05-28 08:17:00,0.0,668,light
2025-05-28 08:18:00,0.0,668,light
2025-05-28 08:19:00,0.0,668,light
2025-05-28 08:20:00,0.0,668,light
2025-05-28 08:21:00,0.0,668,light
2025-05-28 08:22:00,0.0,668,light
2025-05-28 08:23:00,0.0,668,light
2025-05-28 08:24:00,0.0,668,light
2025-05-28 08:25:00,0.0,668,light
2025-05-28 08:26:00,0.0,668,light
2025-05-28 08:27:00,0.0,668,light
2025-05-28 08:28:00,0.0,668,light
2025-05-28 08:29:00,0.0,668,light
2025-05-28 08:30:00,0.0,668,light
2025-05-28 08:31:00,0.0,668,light
2025-05-28 08:32:00,0.0,668,light
2025-05-28 08:33:00,0.0,668,light
2025-05-28 08:34:00,0.0,668,light
2025-05-28 08:35:00,0.0,668,light
2025-05-28 08:36:00,0.0,668,light
2025-05-28 08:37:00,0.0,668,light
2025-05-28 08:38:00,0.0,668,light
2025-05-28 08:39:00,0.0,668,light
2025-05-28 08:40:00,0.0,668,light
2025-05-28 08:41:00,0.0,668,light
2025-05-28 08:42:00,0.0,668,light
2025-05-28 08:43:00,0.0,668,light
2025-05-28 08:44:00,0.0,668,light
2025-05-28 08:45:00,0.0,668,light
2025-05-28 08:46:00,0.0,668,light
2025-05-28 08:47:00,0.0,668,light
2025-05-28 08:48:00,0.0,668,light
2025-05-28 08:49:00,0.0,668,light
2025-05-28 08:50:00,0.0,668,light
2025-05-28 08:51:00,0.0,668,light
2025-05-28 08:52:00,0.0,668,light
2025-05-28 08:53:00,0.0,668,light
2025-05-28 08:54:00,0.0,668,light
2025-05-28 08:55:00,0.0,668,light
2025-05-28 08:56:00,0.0,668,light
2025-05-28 08:57:00,0.0,668,light
2025-05-28 08:58:00,0.0,668,light
2025-05-28 08:59:00,0.0,668,light
2025-05-28 09:00:00,0.0,668,light
2025-05-28 09:01:00,0.0,668,light
2025-05-28 09:02:00,0.0,668,light
2025-05-28 09:03:00,0.0,668,light
2025-05-28 09:04:00,0.0,668,light
2025-05-28 09:05:00,0.0,668,light
2025-05-28 09:06:00,0.0,668,light
2025-05-28 09:07:00,0.0,668,light
2025-05-28 09:08:00,0.0,668,light
2025-05-28 09:09:00,0.0,668,light
2025-05-28 09:10:00,0.0,668,light
2025-05-28 09:11:00,0.0,668,light
2025-05-28 09:12:00,0.0,668,light
2025-05-28 09:13:00,0.0,668,light
2025-05-28 09:14:00,0.0,668,light
2025-05-28 09:15:00,0.0,668,light
2025-05-28 09:16:00,0.0,668,light
2025-05-28 09:17:00,0.0,668,light
2025-05-28 09:18:00,0.0,668,light
2025-05-28 09:19:00,0.0,668,light
2025-05-28 09:20:00,0.0,668,light
2025-05-28 09:21:00,0.0,668,light
2025-05-28 09:22:00,0.0,668,light
2025-05-28 09:23:00,0.0,668,light
2025-05-28 09:24:00,0.0,668,light
2025-05-28 09:25:00,0.0,668,light
2025-05-28 09:26:00,0.0,668,light
2025-05-28 09:27:00,0.0,668,light
2025-05-28 09:28:00,0.0,668,light
2025-05-28 09:29:00,0.0,668,light
2025-05-28 09:30:00,0.0,668,light
2025-05-28 09:31:00,0.0,668,light
2025-05-28 09:32:00,0.0,668,light
2025-05-28 09:33:00,0.0,668,light
2025-05-28 09:34:00,0.0,668,light
2025-05-28 09:35:00,0.0,668,light
2025-05-28 09:36:00,0.0,668,light
2025-05-28 09:37:00,0.0,668,light
2025-05-28 09:38:00,0.0,668,light
2025-05-28 09:39:00,0.0,668,light
2025-05-28 09:40:00,0.0,668,light
2025-05-28 09:41:00,0.0,668,light
2025-05-28 09:42:00,0.0,668,light
2025-05-28 09:43:00,0.0,668,light
2025-05-28 09:44:00,0.0,668,light
2025-05-28 09:45:00,0.0,668,light
2025-05-28 09:46:00,0.0,668,light
2025-05-28 09:47:00,0.0,668,light
2025-05-28 09:48:00,0.0,668,light
2025-05-28 09:49:00,0.0,668,light
2025-05-28 09:50:00,0.0,668,light
2025-05-28 09:51:00,0.0,668,light
2025-05-28 09:52:00,0.0,668,light
2025-05-28 09:53:00,0.0,668,light
2025-05-28 09:54:00,0.0,668,light
2025-05-28 09:55:00,0.0,668,light
2025-05-28 09:56:00,0.0,668,light
2025-05-28 09:57:00,0.0,668,light
2025-05-28 09:58:00,0.0,668,light
2025-05-28 09:59:00,0.0,668,light
2025-05-28 10:00:00,0.0,668,light
2025-05-28 10:01:00,0.0,668,light
2025-05-28 10:02:00,0.0,668,light
2025-05-28 10:03:00,0.0,668,light
2025-05-28 10:04:00,0.0,668,light
2025-05-28 10:05:00,0.0,668,light
2025-05-28 10:06:00,0.0,668,light
2025-05-28 10:07:00,0.0,668,light
2025-05-28 10:08:00,0.0,668,light
2025-05-28 10:09:00,0.0,668,light
2025-05-28 10:10:00,0.0,668,light
2025-05-28 10:11:00,0.0,668,light
2025-05-28 10:12:00,0.0,668,light
2025-05-28 10:13:00,0.0,668,light
2025-05-28 10:14:00,0.0,668,light
2025-05-28 10:15:00,0.0,668,light
2025-05-28 10:16:00,0.0,668,light
2025-05-28 10:17:00,0.0,668,light
2025-05-28 10:18:00,0.0,668,light
2025-05-28 10:19:00,0.0,668,light
2025-05-28 10:20:00,0.0,668,light
2025-05-28 10:21:00,0.0,668,light
2025-05-28 10:22:00,0.0,668,light
2025-05-28 10:23:00,0.0,668,light
2025-05-28 10:24:00,0.5333333333333333,668,light
2025-05-28 10:25:00,1.0666666666666667,668,light
2025-05-28 10:26:00,1.6,668,light
2025-05-28 10:27:00,2.1333333333333333,668,light
2025-05-28 10:28:00,2.6666666666666665,668,light
2025-05-28 10:29:00,3.2,668,light
2025-05-28 10:30:00,3.7333333333333334,668,light
2025-05-28 10:31:00,4.266666666666667,668,light
2025-05-28 10:32:00,4.8,668,light
2025-05-28 10:33:00,5.333333333333333,668,light
2025-05-28 10:34:00,5.866666666666666,668,light
2025-05-28 10:35:00,6.4,668,light
2025-05-28 10:36:00,6.933333333333334,668,light
2025-05-28 10:37:00,7.466666666666667,668,light
2025-05-28 10:38:00,8.0,668,light
2025-05-28 10:39:00,8.0,668,light
2025-05-28 10:40:00,8.0,668,light
2025-05-28 10:41:00,8.0,668,light
2025-05-28 10:42:00,8.0,668,light
2025-05-28 10:43:00,8.0,668,light
2025-05-28 10:44:00,8.0,668,light
2025-05-28 10:45:00,8.0,668,light
2025-05-28 10:46:00,8.0,668,light
2025-05-28 10:47:00,8.0,668,light
2025-05-28 10:48:00,8.0,668,light
2025-05-28 10:49:00,8.0,668,light
2025-05-28 10:50:00,8.0,668,light
2025-05-28 10:51:00,8.0,668,light
2025-05-28 10:52:00,8.0,668,light
2025-05-28 10:53:00,8.0,668,light
2025-05-28 10:54:00,8.133333333333333,668,light
2025-05-28 10:55:00,8.266666666666667,668,light
2025-05-28 10:56:00,8.4,668,light
2025-05-28 10:57:00,8.533333333333333,668,light
2025-05-28 10:58:00,8.666666666666666,668,light
2025-05-28 10:59:00,8.8,668,light
2025-05-28 11:00:00,8.933333333333334,668,light
2025-05-28 11:01:00,9.066666666666666,668,light
2025-05-28 11:02:00,9.2,668,light
2025-05-28 11:03:00,9.333333333333334,668,light
2025-05-28 11:04:00,9.466666666666667,668,light
2025-05-28 11:05:00,9.6,668,light
2025-05-28 11:06:00,9.733333333333334,668,light
2025-05-28 11:07:00,9.866666666666667,668,light
2025-05-28 11:08:00,10.0,668,light
2025-05-28 11:09:00,9.533333333333333,668,light
2025-05-28 11:10:00,9.066666666666666,668,light
2025-05-28 11:11:00,8.6,668,light
2025-05-28 11:12:00,8.133333333333333,668,light
2025-05-28 11:13:00,7.666666666666666,668,light
2025-05-28 11:14:00,7.2,668,light
2025-05-28 11:15:00,6.733333333333333,668,light
2025-05-28 11:16:00,6.266666666666667,668,light
2025-05-28 11:17:00,5.8,668,light
2025-05-28 11:18:00,5.333333333333333,668,light
2025-05-28 11:19:00,4.866666666666666,668,light
2025-05-28 11:20:00,4.4,668,light
2025-05-28 11:21:00,3.9333333333333336,668,light
2025-05-28 11:22:00,3.466666666666667,668,light
2025-05-28 11:23:00,3.0,668,light
2025-05-28 11:24:00,3.2666666666666666,668,light
2025-05-28 11:25:00,3.533333333333333,668,light
2025-05-28 11:26:00,3.8,668,light
2025-05-28 11:27:00,4.066666666666666,668,light
2025-05-28 11:28:00,4.333333333333333,668,light
2025-05-28 11:29:00,4.6,668,light
2025-05-28 11:30:00,4.866666666666667,668,light
2025-05-28 11:31:00,5.133333333333333,668,light
2025-05-28 11:32:00,5.4,668,light
2025-05-28 11:33:00,5.666666666666666,668,light
2025-05-28 11:34:00,5.933333333333334,668,light
2025-05-28 11:35:00,6.2,668,light
2025-05-28 11:36:00,6.466666666666667,668,light
2025-05-28 11:37:00,6.733333333333333,668,light
2025-05-28 11:38:00,7.0,668,light
2025-05-28 11:39:00,7.6,668,light
2025-05-28 11:40:00,8.2,668,light
2025-05-28 11:41:00,8.8,668,light
2025-05-28 11:42:00,9.4,668,light
2025-05-28 11:43:00,10.0,668,light
2025-05-28 11:44:00,10.6,668,light
2025-05-28 11:45:00,11.2,668,light
2025-05-28 11:46:00,11.8,668,light
2025-05-28 11:47:00,12.399999999999999,668,light
2025-05-28 11:48:00,13.0,668,light
2025-05-28 11:49:00,13.6,668,light
2025-05-28 11:50:00,14.2,668,light
2025-05-28 11:51:00,14.8,668,light
2025-05-28 11:52:00,15.4,668,light
2025-05-28 11:53:00,16.0,668,light
2025-05-28 11:54:00,15.333333333333334,668,light
2025-05-28 11:55:00,14.666666666666666,668,light
2025-05-28 11:56:00,14.0,668,light
2025-05-28 11:57:00,13.333333333333334,668,light
2025-05-28 11:58:00,12.666666666666668,668,light
2025-05-28 11:59:00,12.0,668,light
2025-05-28 12:00:00,11.333333333333334,668,light
2025-05-28 12:01:00,10.666666666666668,668,light
2025-05-28 12:02:00,10.0,668,light
2025-05-28 12:03:00,9.333333333333334,668,light
2025-05-28 12:04:00,8.666666666666668,668,light
2025-05-28 12:05:00,8.0,668,light
2025-05-28 12:06:00,7.333333333333334,668,light
2025-05-28 12:07:00,6.666666666666668,668,light
2025-05-28 12:08:00,6.0,668,light
2025-05-28 12:09:00,6.133333333333334,668,light
2025-05-28 12:10:00,6.266666666666667,668,light
2025-05-28 12:11:00,6.4,668,light
2025-05-28 12:12:00,6.533333333333333,668,light
2025-05-28 12:13:00,6.666666666666667,668,light
2025-05-28 12:14:00,6.8,668,light
2025-05-28 12:15:00,6.933333333333334,668,light
2025-05-28 12:16:00,7.066666666666666,668,light
2025-05-28 12:17:00,7.2,668,light
2025-05-28 12:18:00,7.333333333333333,668,light
2025-05-28 12:19:00,7.466666666666667,668,light
2025-05-28 12:20:00,7.6,668,light
2025-05-28 12:21:00,7.733333333333333,668,light
2025-05-28 12:22:00,7.866666666666667,668,light
2025-05-28 12:23:00,8.0,668,light
2025-05-28 12:24:00,8.466666666666667,668,light
2025-05-28 12:25:00,8.933333333333334,668,light
2025-05-28 12:26:00,9.4,668,light
2025-05-28 12:27:00,9.866666666666667,668,light
2025-05-28 12:28:00,10.333333333333334,668,light
2025-05-28 12:29:00,10.8,668,light
2025-05-28 12:30:00,11.266666666666666,668,light
2025-05-28 12:31:00,11.733333333333334,668,light
2025-05-28 12:32:00,12.2,668,light
2025-05-28 12:33:00,12.666666666666668,668,light
2025-05-28 12:34:00,13.133333333333333,668,light
2025-05-28 12:35:00,13.6,668,light
2025-05-28 12:36:00,14.066666666666666,668,light
2025-05-28 12:37:00,14.533333333333333,668,light
2025-05-28 12:38:00,15.0,668,light
2025-05-28 12:39:00,14.0,668,light
2025-05-28 12:40:00,13.0,668,light
2025-05-28 12:41:00,12.0,668,light
2025-05-28 12:42:00,11.0,668,light
2025-05-28 12:43:00,10.0,668,light
2025-05-28 12:44:00,9.0,668,light
2025-05-28 12:45:00,8.0,668,light
2025-05-28 12:46:00,7.0,668,light
2025-05-28 12:47:00,6.0,668,light
2025-05-28 12:48:00,5.0,668,light
2025-05-28 12:49:00,4.0,668,light
2025-05-28 12:50:00,3.0,668,light
2025-05-28 12:51:00,2.0,668,light
2025-05-28 12:52:00,1.0,668,light
2025-05-28 12:53:00,0.0,668,light
2025-05-28 12:54:00,0.4666666666666667,668,light
2025-05-28 12:55:00,0.9333333333333333,668,light
2025-05-28 12:56:00,1.4,668,light
2025-05-28 12:57:00,1.8666666666666667,668,light
2025-05-28 12:58:00,2.3333333333333335,668,light
2025-05-28 12:59:00,2.8,668,light
2025-05-28 13:00:00,3.2666666666666666,668,light
2025-05-28 13:01:00,3.7333333333333334,668,light
2025-05-28 13:02:00,4.2,668,light
2025-05-28 13:03:00,4.666666666666667,668,light
2025-05-28 13:04:00,5.133333333333334,668,light
2025-05-28 13:05:00,5.6,668,light
2025-05-28 13:06:00,6.066666666666666,668,light
2025-05-28 13:07:00,6.533333333333333,668,light
2025-05-28 13:08:00,7.0,668,light
2025-05-28 13:09:00,7.066666666666666,668,light
2025-05-28 13:10:00,7.133333333333334,668,light
2025-05-28 13:11:00,7.2,668,light
2025-05-28 13:12:00,7.266666666666667,668,light
2025-05-28 13:13:00,7.333333333333333,668,light
2025-05-28 13:14:00,7.4,668,light
2025-05-28 13:15:00,7.466666666666667,668,light
2025-05-28 13:16:00,7.533333333333333,668,light
2025-05-28 13:17:00,7.6,668,light
2025-05-28 13:18:00,7.666666666666667,668,light
2025-05-28 13:19:00,7.733333333333333,668,light
2025-05-28 13:20:00,7.8,668,light
2025-05-28 13:21:00,7.866666666666667,668,light
2025-05-28 13:22:00,7.933333333333334,668,light
2025-05-28 13:23:00,8.0,668,light
2025-05-28 13:24:00,10.733333333333334,668,light
2025-05-28 13:25:00,13.466666666666667,668,light
2025-05-28 13:26:00,16.2,668,light
2025-05-28 13:27:00,18.933333333333334,668,light
2025-05-28 13:28:00,21.666666666666668,668,light
2025-05-28 13:29:00,24.4,668,light
2025-05-28 13:30:00,27.133333333333333,668,light
2025-05-28 13:31:00,29.866666666666667,668,light
2025-05-28 13:32:00,32.6,668,light
2025-05-28 13:33:00,35.333333333333336,668,light
2025-05-28 13:34:00,38.06666666666666,668,light
2025-05-28 13:35:00,40.8,668,light
2025-05-28 13:36:00,43.53333333333333,668,light
2025-05-28 13:37:00,46.266666666666666,668,light
2025-05-28 13:38:00,49.0,668,light
2025-05-28 13:39:00,48.8,668,light
2025-05-28 13:40:00,48.6,668,light
2025-05-28 13:41:00,48.4,668,light
2025-05-28 13:42:00,48.2,668,light
2025-05-28 13:43:00,48.0,668,light
2025-05-28 13:44:00,47.8,668,light
2025-05-28 13:45:00,47.6,668,light
2025-05-28 13:46:00,47.4,668,light
2025-05-28 13:47:00,47.2,668,light
2025-05-28 13:48:00,47.0,668,light
2025-05-28 13:49:00,46.8,668,light
2025-05-28 13:50:00,46.6,668,light
2025-05-28 13:51:00,46.4,668,light
2025-05-28 13:52:00,46.2,668,light
2025-05-28 13:53:00,46.0,668,light
2025-05-28 13:54:00,45.333333333333336,668,light
2025-05-28 13:55:00,44.666666666666664,668,light
2025-05-28 13:56:00,44.0,668,light
2025-05-28 13:57:00,43.333333333333336,668,light
2025-05-28 13:58:00,42.666666666666664,668,light
2025-05-28 13:59:00,42.0,668,light
2025-05-28 14:00:00,41.333333333333336,668,light
2025-05-28 14:01:00,40.666666666666664,668,light
2025-05-28 14:02:00,40.0,668,light
2025-05-28 14:03:00,39.333333333333336,668,light
2025-05-28 14:04:00,38.666666666666664,668,light
2025-05-28 14:05:00,38.0,668,light
2025-05-28 14:06:00,37.333333333333336,668,light
2025-05-28 14:07:00,36.66666666666667,668,light
2025-05-28 14:08:00,36.0,668,light
2025-05-28 14:09:00,36.93333333333333,668,light
2025-05-28 14:10:00,37.86666666666667,668,light
2025-05-28 14:11:00,38.8,668,light
2025-05-28 14:12:00,39.733333333333334,668,light
2025-05-28 14:13:00,40.666666666666664,668,light
2025-05-28 14:14:00,41.6,668,light
2025-05-28 14:15:00,42.53333333333333,668,light
2025-05-28 14:16:00,43.46666666666667,668,light
2025-05-28 14:17:00,44.4,668,light
2025-05-28 14:18:00,45.333333333333336,668,light
2025-05-28 14:19:00,46.266666666666666,668,light
2025-05-28 14:20:00,47.2,668,light
2025-05-28 14:21:00,48.13333333333333,668,light
2025-05-28 14:22:00,49.06666666666666,668,light
2025-05-28 14:23:00,50.0,668,light
2025-05-28 14:24:00,47.2,668,light
2025-05-28 14:25:00,44.4,668,light
2025-05-28 14:26:00,41.6,668,light
2025-05-28 14:27:00,38.8,668,light
2025-05-28 14:28:00,36.0,668,light
2025-05-28 14:29:00,33.2,668,light
2025-05-28 14:30:00,30.400000000000002,668,light
2025-05-28 14:31:00,27.6,668,light
2025-05-28 14:32:00,24.8,668,light
2025-05-28 14:33:00,22.0,668,light
2025-05-28 14:34:00,19.200000000000003,668,light
2025-05-28 14:35:00,16.400000000000006,668,light
2025-05-28 14:36:00,13.600000000000001,668,light
2025-05-28 14:37:00,10.800000000000004,668,light
2025-05-28 14:38:00,8.0,668,light
2025-05-28 14:39:00,10.266666666666666,668,light
2025-05-28 14:40:00,12.533333333333333,668,light
2025-05-28 14:41:00,14.8,668,light
2025-05-28 14:42:00,17.066666666666666,668,light
2025-05-28 14:43:00,19.333333333333332,668,light
2025-05-28 14:44:00,21.6,668,light
2025-05-28 14:45:00,23.866666666666667,668,light
2025-05-28 14:46:00,26.133333333333333,668,light
2025-05-28 14:47:00,28.4,668,light
2025-05-28 14:48:00,30.666666666666664,668,light
2025-05-28 14:49:00,32.93333333333334,668,light
2025-05-28 14:50:00,35.2,668,light
2025-05-28 14:51:00,37.46666666666667,668,light
2025-05-28 14:52:00,39.733333333333334,668,light
2025-05-28 14:53:00,42.0,668,light
2025-05-28 14:54:00,42.333333333333336,668,light
2025-05-28 14:55:00,42.666666666666664,668,light
2025-05-28 14:56:00,43.0,668,light
2025-05-28 14:57:00,43.333333333333336,668,light
2025-05-28 14:58:00,43.666666666666664,668,light
2025-05-28 14:59:00,44.0,668,light
2025-05-28 15:00:00,44.333333333333336,668,light
2025-05-28 15:01:00,44.666666666666664,668,light
2025-05-28 15:02:00,45.0,668,light
2025-05-28 15:03:00,45.333333333333336,668,light
2025-05-28 15:04:00,45.666666666666664,668,light
2025-05-28 15:05:00,46.0,668,light
2025-05-28 15:06:00,46.333333333333336,668,light
2025-05-28 15:07:00,46.666666666666664,668,light
2025-05-28 15:08:00,47.0,668,light
2025-05-28 15:09:00,46.8,668,light
2025-05-28 15:10:00,46.6,668,light
2025-05-28 15:11:00,46.4,668,light
2025-05-28 15:12:00,46.2,668,light
2025-05-28 15:13:00,46.0,668,light
2025-05-28 15:14:00,45.8,668,light
2025-05-28 15:15:00,45.6,668,light
2025-05-28 15:16:00,45.4,668,light
2025-05-28 15:17:00,45.2,668,light
2025-05-28 15:18:00,45.0,668,light
2025-05-28 15:19:00,44.8,668,light
2025-05-28 15:20:00,44.6,668,light
2025-05-28 15:21:00,44.4,668,light
2025-05-28 15:22:00,44.2,668,light
2025-05-28 15:23:00,44.0,668,light
2025-05-28 15:24:00,45.0,668,light
2025-05-28 15:25:00,46.0,668,light
2025-05-28 15:26:00,47.0,668,light
2025-05-28 15:27:00,48.0,668,light
2025-05-28 15:28:00,49.0,668,light
2025-05-28 15:29:00,50.0,668,light
2025-05-28 15:30:00,51.0,668,light
2025-05-28 15:31:00,52.0,668,light
2025-05-28 15:32:00,53.0,668,light
2025-05-28 15:33:00,54.0,668,light
2025-05-28 15:34:00,55.0,668,light
2025-05-28 15:35:00,56.0,668,light
2025-05-28 15:36:00,57.0,668,light
2025-05-28 15:37:00,58.0,668,light
2025-05-28 15:38:00,59.0,668,light
2025-05-28 15:39:00,57.666666666666664,668,light
2025-05-28 15:40:00,56.333333333333336,668,light
2025-05-28 15:41:00,55.0,668,light
2025-05-28 15:42:00,53.666666666666664,668,light
2025-05-28 15:43:00,52.333333333333336,668,light
2025-05-28 15:44:00,51.0,668,light
2025-05-28 15:45:00,49.66666666666667,668,light
2025-05-28 15:46:00,48.333333333333336,668,light
2025-05-28 15:47:00,47.0,668,light
2025-05-28 15:48:00,45.66666666666667,668,light
2025-05-28 15:49:00,44.333333333333336,668,light
2025-05-28 15:50:00,43.0,668,light
2025-05-28 15:51:00,41.66666666666667,668,light
2025-05-28 15:52:00,40.333333333333336,668,light
2025-05-28 15:53:00,39.0,668,light
2025-05-28 15:54:00,39.06666666666667,668,light
2025-05-28 15:55:00,39.13333333333333,668,light
2025-05-28 15:56:00,39.2,668,light
2025-05-28 15:57:00,39.266666666666666,668,light
2025-05-28 15:58:00,39.333333333333336,668,light
2025-05-28 15:59:00,39.4,668,light
2025-05-28 16:00:00,39.46666666666667,668,light
2025-05-28 16:01:00,39.53333333333333,668,light
2025-05-28 16:02:00,39.6,668,light
2025-05-28 16:03:00,39.666666666666664,668,light
2025-05-28 16:04:00,39.733333333333334,668,light
2025-05-28 16:05:00,39.8,668,light
2025-05-28 16:06:00,39.86666666666667,668,light
2025-05-28 16:07:00,39.93333333333333,668,light
2025-05-28 16:08:00,40.0,668,light
2025-05-28 16:09:00,39.6,668,light
2025-05-28 16:10:00,39.2,668,light
2025-05-28 16:11:00,38.8,668,light
2025-05-28 16:12:00,38.4,668,light
2025-05-28 16:13:00,38.0,668,light
2025-05-28 16:14:00,37.6,668,light
2025-05-28 16:15:00,37.2,668,light
2025-05-28 16:16:00,36.8,668,light
2025-05-28 16:17:00,36.4,668,light
2025-05-28 16:18:00,36.0,668,light
2025-05-28 16:19:00,35.6,668,light
2025-05-28 16:20:00,35.2,668,light
2025-05-28 16:21:00,34.8,668,light
2025-05-28 16:22:00,34.4,668,light
2025-05-28 16:23:00,34.0,668,light
2025-05-28 16:24:00,35.4,668,light
2025-05-28 16:25:00,36.8,668,light
2025-05-28 16:26:00,38.2,668,light
2025-05-28 16:27:00,39.6,668,light
2025-05-28 16:28:00,41.0,668,light
2025-05-28 16:29:00,42.4,668,light
2025-05-28 16:30:00,43.8,668,light
2025-05-28 16:31:00,45.2,668,light
2025-05-28 16:32:00,46.6,668,light
2025-05-28 16:33:00,48.0,668,light
2025-05-28 16:34:00,49.4,668,light
2025-05-28 16:35:00,50.8,668,light
2025-05-28 16:36:00,52.2,668,light
2025-05-28 16:37:00,53.599999999999994,668,light
2025-05-28 16:38:00,55.0,668,light
2025-05-28 16:39:00,54.375,668,light
2025-05-28 16:40:00,53.75,668,light
2025-05-28 16:41:00,53.125,668,light
2025-05-28 16:42:00,52.5,668,light
2025-05-28 16:43:00,51.875,668,light
2025-05-28 16:44:00,51.25,668,light
2025-05-28 16:45:00,50.625,668,light
2025-05-28 16:46:00,50.0,668,light
2025-05-28 16:47:00,49.375,668,light
2025-05-28 16:48:00,48.75,668,light
2025-05-28 16:49:00,48.125,668,light
2025-05-28 16:50:00,47.5,668,light
2025-05-28 16:51:00,46.875,668,light
2025-05-28 16:52:00,46.25,668,light
2025-05-28 16:53:00,45.625,668,light
2025-05-28 16:54:00,45.0,668,light
2025-05-28 16:55:00,45.53333333333333,668,light
2025-05-28 16:56:00,46.06666666666667,668,light
2025-05-28 16:57:00,46.6,668,light
2025-05-28 16:58:00,47.13333333333333,668,light
2025-05-28 16:59:00,47.666666666666664,668,light
2025-05-28 17:00:00,48.2,668,light
2025-05-28 17:01:00,48.733333333333334,668,light
2025-05-28 17:02:00,49.266666666666666,668,light
2025-05-28 17:03:00,49.8,668,light
2025-05-28 17:04:00,50.333333333333336,668,light
2025-05-28 17:05:00,50.86666666666667,668,light
2025-05-28 17:06:00,51.4,668,light
2025-05-28 17:07:00,51.93333333333334,668,light
2025-05-28 17:08:00,52.46666666666667,668,light
2025-05-28 17:09:00,53.0,668,light
2025-05-28 17:10:00,50.06666666666667,668,light
2025-05-28 17:11:00,47.13333333333333,668,light
2025-05-28 17:12:00,44.2,668,light
2025-05-28 17:13:00,41.266666666666666,668,light
2025-05-28 17:14:00,38.333333333333336,668,light
2025-05-28 17:15:00,35.400000000000006,668,light
2025-05-28 17:16:00,32.46666666666667,668,light
2025-05-28 17:17:00,29.533333333333335,668,light
2025-05-28 17:18:00,26.6,668,light
2025-05-28 17:19:00,23.666666666666668,668,light
2025-05-28 17:20:00,20.733333333333334,668,light
2025-05-28 17:21:00,17.800000000000004,668,light
2025-05-28 17:22:00,14.866666666666667,668,light
2025-05-28 17:23:00,11.933333333333337,668,light
2025-05-28 17:24:00,9.0,668,light
2025-05-28 17:25:00,8.933333333333334,668,light
2025-05-28 17:26:00,8.866666666666667,668,light
2025-05-28 17:27:00,8.8,668,light
2025-05-28 17:28:00,8.733333333333333,668,light
2025-05-28 17:29:00,8.666666666666666,668,light
2025-05-28 17:30:00,8.6,668,light
2025-05-28 17:31:00,8.533333333333333,668,light
2025-05-28 17:32:00,8.466666666666667,668,light
2025-05-28 17:33:00,8.4,668,light
2025-05-28 17:34:00,8.333333333333334,668,light
2025-05-28 17:35:00,8.266666666666667,668,light
2025-05-28 17:36:00,8.2,668,light
2025-05-28 17:37:00,8.133333333333333,668,light
2025-05-28 17:38:00,8.066666666666666,668,light
2025-05-28 17:39:00,8.0,668,light
2025-05-28 17:40:00,7.933333333333334,668,light
2025-05-28 17:41:00,7.866666666666666,668,light
2025-05-28 17:42:00,7.8,668,light
2025-05-28 17:43:00,7.733333333333333,668,light
2025-05-28 17:44:00,7.666666666666667,668,light
2025-05-28 17:45:00,7.6,668,light
2025-05-28 17:46:00,7.533333333333333,668,light
2025-05-28 17:47:00,7.466666666666667,668,light
2025-05-28 17:48:00,7.4,668,light
2025-05-28 17:49:00,7.333333333333333,668,light
2025-05-28 17:50:00,7.266666666666667,668,light
2025-05-28 17:51:00,7.2,668,light
2025-05-28 17:52:00,7.133333333333333,668,light
2025-05-28 17:53:00,7.066666666666666,668,light
2025-05-28 17:54:00,7.0,668,light
2025-05-28 17:55:00,7.0,668,light
2025-05-28 17:56:00,7.0,668,light
2025-05-28 17:57:00,7.0,668,light
2025-05-28 17:58:00,7.0,668,light
2025-05-28 17:59:00,7.0,668,light
2025-05-28 18:00:00,7.0,668,light
2025-05-28 18:01:00,7.0,668,light
2025-05-28 18:02:00,7.0,668,light
2025-05-28 18:03:00,7.0,668,light
2025-05-28 18:04:00,7.0,668,light
2025-05-28 18:05:00,7.0,668,light
2025-05-28 18:06:00,7.0,668,light
2025-05-28 18:07:00,7.0,668,light
2025-05-28 18:08:00,7.0,668,light
2025-05-28 18:09:00,7.0,668,light
2025-05-28 18:10:00,7.2,668,light
2025-05-28 18:11:00,7.4,668,light
2025-05-28 18:12:00,7.6,668,light
2025-05-28 18:13:00,7.8,668,light
2025-05-28 18:14:00,8.0,668,light
2025-05-28 18:15:00,8.2,668,light
2025-05-28 18:16:00,8.4,668,light
2025-05-28 18:17:00,8.6,668,light
2025-05-28 18:18:00,8.8,668,light
2025-05-28 18:19:00,9.0,668,light
2025-05-28 18:20:00,9.2,668,light
2025-05-28 18:21:00,9.4,668,light
2025-05-28 18:22:00,9.6,668,light
2025-05-28 18:23:00,9.8,668,light
2025-05-28 18:24:00,10.0,668,light
2025-05-28 18:25:00,9.866666666666667,668,light
2025-05-28 18:26:00,9.733333333333333,668,light
2025-05-28 18:27:00,9.6,668,light
2025-05-28 18:28:00,9.466666666666667,668,light
2025-05-28 18:29:00,9.333333333333334,668,light
2025-05-28 18:30:00,9.2,668,light
2025-05-28 18:31:00,9.066666666666666,668,light
2025-05-28 18:32:00,8.933333333333334,668,light
2025-05-28 18:33:00,8.8,668,light
2025-05-28 18:34:00,8.666666666666666,668,light
2025-05-28 18:35:00,8.533333333333333,668,light
2025-05-28 18:36:00,8.4,668,light
