wifi_scans_full_window,screen_gap_before_sleep,location_mobility_duration_full_window,light_entropy_day,calls_num_outgoing,location_mobility_duration_sleep,circadian_screen_center,light_high_duration_pre_sleep,calls_duration_day,calls_num_missed,screen_sleep_ratio,location_immobility_duration_pre_sleep,location_num_transitions_sleep,wifi_scans_pre_sleep,light_sleep_ratio,sleep_quality,uid,label_date
-1.778137689506028,-0.5842389284828624,-1.5923143592516946,-1.0006047435378587,-1.3684944346923218,-0.5779934584801711,-2.640368546611602,-0.6144055539150868,-0.9192333083020514,-0.9113223768657671,-0.4660945371871125,-0.8791055543029506,-1.159390377099805,-1.7320508075688772,1.6816704339920272,6,685,2025-04-28
0.495468593821341,2.9548156610145377,0.07960386038655898,-0.06565667557152575,1.2945217625467909,0.5376822140171015,0.6976770369108906,2.6562646127907894,0.9708094647652108,2.2132114866740054,-0.4660945371871125,-0.8791055543029506,-1.159390377099805,0.5773502691896257,-0.613853115634361,8,685,2025-04-29
0.3432606417994251,-0.44267674490296643,0.010829919436900447,-0.5909940421901915,-0.2589043525093582,-0.5614649299987301,0.5274248122478483,-0.6144055539150868,-0.6105885924595249,-0.1301889109808239,-0.45601403638990257,-0.32443242311922293,0.8865926413116156,0.5773502691896257,-0.5719841604573747,6,685,2025-04-30
-1.4737217854621962,-0.5134578366929144,-1.2721598065550077,-1.0006047435378587,-1.3684944346923218,0.5376822140171015,-0.9769371186177032,-0.6144055539150868,-0.9192333083020514,-0.9113223768657671,2.2354796764652196,-0.8791055543029506,-0.34099716973523686,-1.7320508075688772,1.6897552879071163,8,685,2025-05-15
0.33374764479805535,0.7606018155261496,0.5301917493670814,0.8215281964450272,1.5164397789833834,0.0005050383702664809,0.11530816343648635,0.7160365477957777,1.5848500047045533,-0.9113223768657671,-0.4660945371871125,-0.32443242311922293,0.0681994339470473,0.5773502691896257,-0.5575763407592321,7,685,2025-05-16
0.3527736388007949,-0.30111456132307046,0.23138083351684013,2.6643186343714436,0.40684969680041994,-1.4126841467929454,0.9307257034431696,-0.6144055539150868,2.0997993463997164,0.6509445549041193,-0.4660945371871125,2.448933232799415,0.0681994339470473,0.5773502691896257,-0.9321328928526798,8,685,2025-05-17
0.029331740754223526,-0.5134578366929144,0.11517658846396864,-0.4354939228566243,-0.7027403853825437,0.6616461776279096,0.7651269433256153,-0.6144055539150868,0.14883985310037626,-0.9113223768657671,-0.41827906437910684,0.7849138392482323,0.47739603762933147,0.5773502691896257,-0.2279993453387894,6,685,2025-05-18
-1.549825761473154,-0.5134578366929144,-1.8346832132191122,-1.0006047435378587,-1.3684944346923218,-1.4226012638818102,-0.9860523611257941,-0.6144055539150868,-0.9192333083020514,-0.9113223768657671,2.2354796764652196,-0.8791055543029506,-0.750193773417521,-1.7320508075688772,1.688553485298116,6,685,2025-05-24
0.33374764479805535,-0.5134578366929144,0.7062767533502587,0.5175828330974581,-0.2589043525093582,2.2730399668310697,0.47921907651128476,0.43886110993934735,-0.8323254541042874,-0.1301889109808239,-0.41338089399389627,1.3494478260974485,-0.34099716973523686,0.5773502691896257,-0.034764170013698664,8,685,2025-05-25
1.132839392913114,-0.5134578366929144,1.417217486604001,-0.48791308871366074,0.40684969680041994,-0.8739918560353117,0.08996174643667211,1.10408216079478,0.3096599945130612,0.6509445549041193,-0.4547433850289095,-0.32443242311922293,1.2957892449938997,0.5773502691896257,-0.8428654830918081,7,685,2025-05-26
1.4753072849624247,0.6933597783256991,1.207219815187026,0.23274350356893486,0.8506857296736053,0.5482880197926927,0.7599094326885569,-0.6144055539150868,-0.4351484381911413,-0.1301889109808239,-0.4660945371871125,0.23085701154359783,2.114182452358468,0.5773502691896257,-0.6240690304143195,10,685,2025-05-27
0.3052086537939461,-0.5134578366929144,0.4012603727131809,0.34569879246271523,0.8506857296736053,0.28989202453283075,0.23800511135456523,-0.6144055539150868,-0.47819625382180947,1.4320780207890624,-0.398069287203061,-0.32443242311922293,-1.159390377099805,0.5773502691896257,-0.6547346686349951,6,685,2025-05-29
