wifi_scans_full_window,light_entropy_day,screen_gap_before_sleep,light_peak_hour_sleep,location_mobility_duration_full_window,accel_morning_movement_ratio,location_mobility_duration_sleep,light_entropy_full_window,light_peak_hour_pre_sleep,calls_duration_day,screen_sleep_ratio,calls_total_day,location_immobility_duration_pre_sleep,circadian_light_center,calls_num_missed,sleep_quality,uid,label_date
-1.7696026306923949,-0.9550137464351511,-0.5842389284828624,-0.4440710786203755,-1.5960847014513537,-1.0568149412347885,-0.5862278917399297,1.1832623950358288,-1.1511149640753875,-0.9180612480139141,-0.4646561765486837,-1.4563856867602936,-0.8791055543029506,-1.3174196255482322,-0.834057656228299,6,685,2025-04-28
0.5113952770944765,-0.016580437671698943,2.9548156610145377,-0.34998822298046567,0.05838559172920257,0.6465827607887149,0.5254731984177335,-0.6424257397780339,1.0565510081015297,0.9712410063556444,-0.4646561765486837,1.5568260789506587,-0.8791055543029506,0.7612978131720548,1.6681153124565984,8,685,2025-04-29
0.3586924882886609,-0.5438761239929478,-0.44267674490296643,-0.4252545074923936,-0.009670633096664168,0.6198418235512976,-0.5697582459598163,-1.0536002594166496,1.0097720298804194,-0.6095374591611286,-0.45458061172736364,0.05022019609518263,-0.32443242311922293,0.8092221345258375,-0.20851441405707472,6,685,2025-04-30
-1.4641970530807635,-0.9550137464351511,-0.5134578366929144,-0.018816571127982528,-1.2792712410550768,-0.09358409782864033,0.5254731984177335,1.2210061273671975,-1.1511149640753875,-0.9180612480139141,2.235595195565166,-1.4563856867602936,-0.8791055543029506,-1.125722340133105,-0.834057656228299,8,685,2025-05-15
0.3491485639882974,0.8739116264943225,0.7606018155261496,-0.4440710786203755,0.5042712026572959,0.636679285776951,-0.009790289435956225,0.012136877536731034,1.0957849898353638,1.585040965231186,-0.4646561765486837,0.8035231375229207,-0.32443242311922293,0.8032315943566141,-0.834057656228299,7,685,2025-05-16
0.36823641258902434,2.7235715030931695,-0.30111456132307046,-0.5193373631323036,0.20857863962077075,1.3271813961954282,-1.417945003635663,1.972818577643855,-0.9474000589189392,2.099788549790834,-0.4646561765486837,0.35154137266627783,2.448933232799415,0.743326192664387,0.4170288281141496,8,685,2025-05-17
0.04374298637666609,-0.3877963410626238,-0.5134578366929144,-0.6435267325769847,0.09358708732878887,-1.0568149412347885,0.6489955417685851,-1.017007976720527,0.8483091050527155,0.14959344235822553,-0.41686411686525293,-0.4017615687614602,0.7849138392482323,0.9709667190948512,-0.834057656228299,6,685,2025-05-18
-1.5405484474836715,-0.9550137464351511,-0.5134578366929144,-0.12418936944468172,-1.8359242248032015,-1.0174100430954467,-1.427826791103731,0.8958610185280577,-1.1511149640753875,-0.9180612480139141,2.235595195565166,-1.4563856867602936,-0.8791055543029506,-1.1736466614868866,-0.834057656228299,6,685,2025-05-24
0.3491485639882974,0.5688332346751953,-0.5134578366929144,3.116024178793818,0.6785186058752477,-1.0568149412347885,2.254648758281487,-0.489620572550654,0.8105841226163367,-0.8311874443106297,-0.41196834489768175,-0.4017615687614602,1.3494478260974485,0.9110613174026232,-0.20851441405707472,8,685,2025-05-25
1.1508382052188297,-0.4404109118000546,-0.5134578366929144,0.6849231890585441,1.382040051819425,1.8595516738779803,-0.8811717982521295,-0.9140714662850595,-0.4584842865434633,0.310350574444677,-0.45331058254820533,0.5022019609518255,-0.32443242311922293,-0.7063845282875139,0.4170288281141496,7,685,2025-05-26
1.4944194800319148,0.2829320989502528,0.6933597783256991,-0.21827222508459157,1.1742338894632003,0.24841696567286814,0.5360412211266397,-0.3612099130192435,1.068623002481171,-0.43416604233954514,-0.4646561765486837,0.8035231375229207,0.23085701154359783,-1.497135830624914,-0.20851441405707472,10,685,2025-05-27
0.14872615368066436,-0.19554340938016165,-0.5134578366929144,-0.6134202187722134,0.621335731912365,-1.0568149412347885,0.40208810211504975,-0.8071490683415024,-1.0303950202789736,-0.4869398483275215,-0.41118585234840943,1.1048443140940158,-0.32443242311922293,0.8212032148642823,2.2936585546278225,6,685,2025-05-28
