accel_entropy,location_immobility_duration_sleep,circadian_screen_center,wifi_scans_pre_sleep,screen_total_duration_pre_sleep,screen_cluster_count_pre_sleep,screen_gap_before_sleep,calls_last_call_time,location_num_transitions_pre_sleep,screen_events_day,light_entropy_pre_sleep,light_peak_hour_sleep,light_pre_sleep_ratio,calls_num_outgoing,accel_std_mag,sleep_quality,uid,label_date
-0.8874019567274611,0.049780840983054464,-0.9924946459203887,-1.4284943452995986,-0.4088277285851203,-1.0330231003878902,0.316227766016838,-1.2950382158533695,-0.6593804733957871,-1.202320050459726,1.3706119092373803,0.9137338508106304,0.1156664351762424,-0.4714045207910318,0.385612247806567,7,668,2025-04-28
0.520986501106452,0.16311424922319287,0.5750989841179563,0.6014713032840415,0.021887142640362556,1.2781472259036608,0.316227766016838,0.6438316414806334,2.241893609545676,-0.24162848471708784,0.4618732639406006,0.9846825968735734,0.15505247523021823,-0.4714045207910318,0.5179605708497405,8,668,2025-04-29
0.8832669340789059,0.23111429416727555,1.0608122058100182,0.6014713032840415,-0.011244770530828304,1.4707447530946236,0.316227766016838,0.9521038363705581,1.5165750888103102,0.3347864547284951,0.2884480497722249,0.7481867766637631,0.330133003148088,-0.4714045207910318,-0.7338758345153871,8,668,2025-04-30
0.32947909097491807,0.004447477686999344,0.6648386585292001,0.6014713032840415,0.5851296665506092,-0.647828046005965,0.316227766016838,0.3874789741511168,0.06593804733957873,0.4308556113027589,-0.5750629287309306,-0.5241607360650151,0.21138766244598456,2.121320343559643,-0.11741530305897496,8,668,2025-05-01
-2.453700228281809,-2.8968877732605387,-2.412210650250715,-2.1051495614941453,-1.0383340788377486,-1.996010736342703,-3.16227766016838,-1.2950382158533695,-0.6593804733957871,-1.202320050459726,-1.8885754414184184,-2.2505802235966286,-3.0921077158865042,-0.4714045207910318,-2.284485409515888,7,668,2025-05-15
0.7167843237654328,0.9904481293762017,0.4906978417791251,0.6014713032840415,-0.011244770530828304,0.7003546443307731,0.316227766016838,0.6259843038817426,0.7912565680749445,0.4949017156856015,0.07288829519710895,-0.713357392232863,0.1352392944030663,2.121320343559643,-0.24476725434153038,8,668,2025-05-16
0.9041340535890495,0.9677814477281742,0.4957754672672688,0.6014713032840415,2.8380997621915953,-0.4552305188150024,0.316227766016838,-1.2950382158533695,-0.6593804733957871,-0.08151322375998146,-0.5849511228984378,0.8900842687896492,0.23679916535623632,-0.4714045207910318,0.8045621436321195,8,668,2025-05-17
0.7371806912872301,0.1857809308712204,0.8786229742054766,0.6014713032840415,-0.9058064261529849,0.12256206275788535,0.316227766016838,1.0754127143265286,-0.6593804733957871,-0.17758238033424528,0.29077332561311187,-0.6660582281909011,0.37247513722638914,-0.4714045207910318,1.208684161796974,8,668,2025-05-18
-0.412248246399854,0.7016368273775831,-0.9611765986948813,-1.2781265194785882,-0.037198102514927986,-0.4552305188150024,0.316227766016838,-1.2950382158533695,-0.6593804733957871,-1.202320050459726,1.896071081163891,0.8900842687896492,0.8820654202662193,-0.4714045207910318,-1.1062457601623503,8,668,2025-05-24
-0.8510844727215394,-0.2320415675074222,0.318762839703747,0.6014713032840415,-0.5474295653512691,0.12256206275788535,0.316227766016838,0.47022572120051753,-0.6593804733957871,0.4308556113027589,-0.74712530897809,-0.7370069742538442,0.473687670013959,-0.4714045207910318,0.4788362049783803,7,668,2025-05-25
0.5126033093286753,-0.16517485664574078,-0.11872707654680743,0.6014713032840415,-0.4850311288788594,0.8929521715217358,0.316227766016838,1.0251156720023824,-0.6593804733957871,2.416284847170878,-0.5849511228984378,0.464391792411991,0.17960145262010474,-0.4714045207910318,1.091134232530347,8,668,2025-05-26
