wifi_scans_day,screen_inter_event_std_day,circadian_screen_center,light_last_peak_time,wifi_scans_pre_sleep,accel_evening_movement_ratio,location_num_transitions_day,location_max_still_duration_full_window,light_entropy_day,light_peak_hour_sleep,light_entropy_sleep,screen_last_on_time,accel_longest_still_period,location_mobility_duration_full_window,calls_last_call_time,sleep_quality,uid,label_date
0.22113800585535084,-0.08254125657726517,0.40822057206357304,0.5588153261025096,0.4074074074074074,0.5735393166093564,0.39547971516400215,-1.2087507785914813,-0.32775004601103425,-1.2128695281943076,-0.4828667254329963,0.1768464728413056,-0.43463760663904905,0.6979292990308784,0.9365891965274178,7,687,2025-04-29
0.626192769055746,0.43098676408459885,0.262816650086927,1.495402360227807,0.4074074074074074,0.5107888443326215,0.8349016209017824,-1.3020801970803957,0.22820119625860766,0.34372048965590407,0.5456063834845275,2.6094182089706557,-0.1732471578910895,1.0328841341791473,0.8419518226703915,7,687,2025-04-30
0.1598324200736694,0.573241480499831,0.4391252187326992,-0.3150338205694188,0.4074074074074074,0.8370913001716421,-0.043942190573778135,-1.2087507785914813,0.3601929371245977,-0.8951980959799786,0.5473148703935501,0.20171939447861995,-0.574451102480981,1.0476615533768658,0.686361563956297,7,687,2025-05-01
-1.9026626444386125,-1.8740026265408465,-1.0940604588871494,-1.6325294570901725,-0.3333333333333333,-1.936479574460037,-1.8016298135248994,-0.28790051616752543,-1.0192338827204688,0.5025562057630683,0.5394407091491485,0.13207521389413954,-0.276587567861213,-1.858564222174296,-1.2946071938984047,6,687,2025-05-15
0.9217732719317099,0.8121081806361389,0.6136745399927266,0.061393504150796585,0.4074074074074074,0.7366905445288667,1.1278495580603027,1.2053701796551057,0.15382454027005193,1.0743647837488601,0.547456930879665,-0.8230449769787341,-1.3464647534342569,0.21273736870581164,0.7874150309561729,8,687,2025-05-16
0.44008652650421304,0.3042111797510922,0.5214539246523033,0.13309394695464688,0.4074074074074074,0.259786955225682,0.24900574658474206,0.751167009675722,-0.5353640969602911,0.5025562057630683,0.547456930879665,-0.8926891575632145,0.039512509694459005,0.005853499937762804,-1.0892922133272294,4,687,2025-05-17
0.7203406329347567,1.2229779755233776,0.6506296839565285,0.7380664331121357,0.4074074074074074,0.7617907334395609,1.1278495580603027,1.3111435206092088,-0.5219798124848162,1.290381357654604,-0.24597322561496615,0.2788254515542946,1.5409878780839013,-0.050793273653488846,0.6927776570991466,9,687,2025-05-18
-1.9026626444386125,-1.8740026265408465,-2.6361506813803333,-1.6325294570901725,-2.925925925925926,-1.936479574460037,-1.8016298135248994,-0.7103716838606782,-1.0192338827204688,-0.38692380443705243,0.547456930879665,-0.9673079224751577,-1.3464647534342569,-1.858564222174296,-1.2946071938984047,5,687,2025-05-24
-0.12917962718282872,0.4541356130544506,0.36545519494471596,-0.5032474829295267,0.4074074074074074,0.08408563285082445,0.10253177800548197,0.6653039446659207,2.6551200496955074,-1.9117466790658308,-2.8023561522129636,0.06491832547339071,1.1033108476222016,0.1675430949927911,0.9317771266702808,7,687,2025-05-26
0.8451412897046081,0.03288531610946942,0.4688353558380064,1.0965686471313887,0.4074074074074074,0.10918582176151863,-0.19041615915303825,0.7848692996856079,0.026222997548313746,0.6931590650916656,0.2564633475946999,-0.7807610101952996,1.4680417063402846,0.6033127677788241,-1.1983657967556662,9,687,2025-05-27
