accel_entropy,screen_total_duration_pre_sleep,location_immobility_duration_sleep,wifi_scans_pre_sleep,screen_avg_session_duration_pre_sleep,screen_cluster_count_pre_sleep,screen_gap_before_sleep,wifi_scans_sleep,calls_num_outgoing,screen_events_day,location_max_still_duration_day,light_peak_hour_sleep,light_entropy_pre_sleep,accel_std_mag,light_pre_sleep_ratio,sleep_quality,uid,label_date
-0.8058500841733075,-0.5114124517662563,0.05153367021763522,-1.4284943452995986,-0.3468774108936385,-1.0330231003878902,0.316227766016838,0.6218996955385951,-0.5656854249492381,-1.2304795387243888,-0.9483528215080439,0.8711959980377947,1.3479064592650762,0.24274435243827164,0.12857525116646115,7,668,2025-04-28
0.6121400834249889,-0.08240200630727325,0.1648322123350217,0.6014713032840415,-0.23967421943744693,1.2781472259036608,0.316227766016838,0.45639413140332385,-0.5656854249492381,-0.2352387353443685,-0.6648777933398785,0.9409762600165501,0.42412590050769305,0.35714243689002173,0.16801953363721406,8,668,2025-04-29
0.9768903687676238,-0.11540280980411798,0.23281133760545325,0.6014713032840415,0.2427401421154151,1.4707447530946236,0.316227766016838,0.12538300313278136,-0.5656854249492381,0.3619057466836436,-0.32470775953808023,0.708375386754032,0.24783006223093534,-0.7249089524125779,0.34335896326397775,8,668,2025-04-30
0.41932706860777064,0.47861165313908893,0.006214253370680867,0.6014713032840415,0.2963417378435108,-0.647828046005965,0.316227766016838,-0.040122561002489884,0.9899494936611666,0.46142982702164564,-0.6081827877062455,-0.5430173113983146,-0.6299741979304283,-0.19205819679162187,0.22443802695454676,8,668,2025-05-01
-2.382826618052419,-1.1384277182063078,-2.894228424834408,-2.1051495614941453,-0.7542495384271665,-1.996010736342703,-3.16227766016838,-2.964054194058949,-0.5656854249492381,-1.2304795387243888,-0.9483528215080439,-2.2410036862146954,-1.9652286511060004,-2.0652112776240137,-3.083942421173794,7,668,2025-05-15
0.8092727607224132,-0.11540280980411798,0.9919115697919417,0.6014713032840415,-0.25575469815587565,0.7003546443307731,0.316227766016838,0.7874052596738664,0.9899494936611666,0.527779213913647,0.5824123306000487,-0.7290980100083287,0.028702250777541898,-0.30213756117589463,0.14817705391294445,8,668,2025-05-16
0.9978997501828837,2.7226662909245376,0.9692518613684645,0.6014713032840415,3.0085824816851576,-0.4552305188150024,0.316227766016838,0.7322367382954427,-0.5656854249492381,-0.06936526811436514,1.5462274263718108,0.8479359107115427,-0.6400260666172476,0.6048725945019744,0.2498871073247666,8,668,2025-05-17
0.8298081807904754,-1.0064245042189288,0.18749192075849888,0.6014713032840415,-0.49696187893230664,0.12256206275788535,0.316227766016838,0.015045960375933864,-0.5656854249492381,-0.16888934845236717,1.5462274263718108,-0.6825778353558253,0.250193827243766,0.9541840455262063,0.38576371110636476,8,668,2025-05-18
-0.3274570061878227,-0.14125343920997985,0.7031891182961358,-1.2781265194785882,-0.3655307662070158,-0.4552305188150024,0.316227766016838,0.45639413140332385,-0.5656854249492381,-1.2304795387243888,-0.9483528215080439,0.8479359107115427,1.8820633039846457,-1.0467748077703156,0.8961075547887389,8,668,2025-05-24
-0.769285005166974,-0.6494658130613904,-0.23020203784759835,0.6014713032840415,-0.6351199919214736,0.12256206275788535,0.316227766016838,-0.4263022106514561,-0.5656854249492381,0.46142982702164564,1.3761424094709116,-0.7523580973345807,-0.8048846439519425,0.3233244601438185,0.4871259127235401,7,668,2025-05-25
-0.35991949891563374,0.5589136083147447,-0.18280548106182523,0.6014713032840415,-0.4534958576691599,0.8929521715217358,0.316227766016838,0.23572004588962886,2.545584412271571,2.352387353443684,-0.6081827877062455,0.731635474080284,-0.1407082444040387,1.84882290627413,0.05248930629524498,8,668,2025-05-27
