uid,datetime,type,sub_type,suuid,value,level,sensor_status
678,2025-05-24 01:09:10,calls,1,802cd306-038c-46b7-bee0-6ec6d31538f9,34,34.0,INCOMING
687,2025-05-24 07:56:08,calls,2,50ad0ac6-0080-4d53-bfba-4b98e242c098,46,46.0,OUTGOING
687,2025-05-24 08:39:44,calls,2,2db4aa8f-fc12-4235-bef8-ea1563099139,39,39.0,OUTGOING
668,2025-05-24 11:53:18,calls,1,98a2a78e-b9d3-4c12-a461-b34fb7cdf7e5,70,70.0,INCOMING
685,2025-05-24 12:09:50,calls,1,63aef281-d0cb-4dae-837d-f66d75261881,33,33.0,INCOMING
668,2025-05-24 12:15:50,calls,1,98a2a78e-b9d3-4c12-a461-b34fb7cdf7e5,45,45.0,INCOMING
687,2025-05-24 13:00:48,calls,2,50ad0ac6-0080-4d53-bfba-4b98e242c098,75,75.0,OUTGOING
687,2025-05-24 13:02:30,calls,2,50ad0ac6-0080-4d53-bfba-4b98e242c098,174,174.0,OUTGOING
685,2025-05-24 15:27:56,calls,2,070fc695-bb76-4d94-b040-baef1f4d2022,0,0.0,OUTGOING
668,2025-05-24 17:08:39,calls,1,98a2a78e-b9d3-4c12-a461-b34fb7cdf7e5,9,9.0,INCOMING
685,2025-05-24 17:21:50,calls,3,e7b8b1be-5b3a-42a4-a830-4e7d98581128,16,16.0,MISSED
685,2025-05-24 17:22:11,calls,2,e7b8b1be-5b3a-42a4-a830-4e7d98581128,0,0.0,OUTGOING
685,2025-05-24 17:22:19,calls,2,e7b8b1be-5b3a-42a4-a830-4e7d98581128,0,0.0,OUTGOING
685,2025-05-24 19:16:28,calls,2,fd545ff8-6a44-4702-9824-4da3cc2b20e5,41,41.0,OUTGOING
685,2025-05-24 19:26:01,calls,2,fd545ff8-6a44-4702-9824-4da3cc2b20e5,17,17.0,OUTGOING
687,2025-05-24 20:13:16,calls,5,50e93d20-2f9d-40da-a737-a4ef03c60724,0,0.0,REJECTED
676,2025-05-24 20:31:55,calls,2,8dc24d94-1a7f-4b30-a51c-de3d1ccbb30e,0,0.0,OUTGOING
676,2025-05-24 20:34:42,calls,1,5dad7add-9897-4388-ac3a-ca4b37e1c6be,92,92.0,INCOMING
681,2025-05-24 20:35:10,calls,1,6a9918e7-e9db-48e5-860c-6da4908dd884,9,9.0,INCOMING
687,2025-05-24 20:39:09,calls,1,5c2573e9-1007-4891-92d4-b5e7396e2802,16,16.0,INCOMING
681,2025-05-24 20:43:34,calls,2,6a9918e7-e9db-48e5-860c-6da4908dd884,45,45.0,OUTGOING
687,2025-05-24 20:56:45,calls,2,0f3e2a91-1bdd-4670-886f-0bd3895d28c9,303,303.0,OUTGOING
687,2025-05-24 21:35:08,calls,2,50e93d20-2f9d-40da-a737-a4ef03c60724,30,30.0,OUTGOING
687,2025-05-24 21:36:04,calls,2,2f4d65ad-1cbc-427a-b714-078ed6a0378a,50,50.0,OUTGOING
687,2025-05-24 21:37:12,calls,2,0f3e2a91-1bdd-4670-886f-0bd3895d28c9,0,0.0,OUTGOING
687,2025-05-24 21:37:30,calls,2,975ce404-0240-4934-820b-5b14dedb554a,541,541.0,OUTGOING
676,2025-05-24 21:38:45,calls,2,b60ba592-4481-4cb3-a368-7a2eb8b50bc0,46,46.0,OUTGOING
687,2025-05-24 21:47:45,calls,3,6583e44c-eb32-4829-a707-d989a249e357,0,0.0,MISSED
676,2025-05-24 22:09:44,calls,2,dde352ef-6bfe-4425-98f8-80ac7efae11d,93,93.0,OUTGOING
676,2025-05-24 22:14:38,calls,2,c0d18479-d191-43b1-98c7-5e3b3f125279,0,0.0,OUTGOING
687,2025-05-24 22:20:29,calls,2,6583e44c-eb32-4829-a707-d989a249e357,0,0.0,OUTGOING
678,2025-05-24 22:20:38,calls,2,3fc2b1a1-5b57-46cc-8d40-6045a8967be1,294,294.0,OUTGOING
676,2025-05-24 22:24:02,calls,2,dde352ef-6bfe-4425-98f8-80ac7efae11d,79,79.0,OUTGOING
676,2025-05-24 22:32:12,calls,2,dde352ef-6bfe-4425-98f8-80ac7efae11d,85,85.0,OUTGOING
687,2025-05-24 22:38:21,calls,1,50e93d20-2f9d-40da-a737-a4ef03c60724,34,34.0,INCOMING
687,2025-05-25 07:27:16,calls,3,13241984-e003-40ab-98aa-92096bbe3022,0,0.0,MISSED
687,2025-05-25 07:31:08,calls,3,13241984-e003-40ab-98aa-92096bbe3022,0,0.0,MISSED
685,2025-05-25 08:40:00,calls,2,fd545ff8-6a44-4702-9824-4da3cc2b20e5,40,40.0,OUTGOING
678,2025-05-25 09:16:25,calls,1,e420d111-ada0-445f-aeae-1eb1c32f938b,7,7.0,INCOMING
670,2025-05-25 10:19:18,calls,1,0837fbeb-a8ae-4a28-a1c7-43e2f233fe0c,46,46.0,INCOMING
685,2025-05-25 10:40:01,calls,2,fd545ff8-6a44-4702-9824-4da3cc2b20e5,284,284.0,OUTGOING
685,2025-05-25 11:02:38,calls,1,fd545ff8-6a44-4702-9824-4da3cc2b20e5,534,534.0,INCOMING
678,2025-05-25 12:36:59,calls,1,63535310-504d-45ef-9f1d-e4c10e2fbddf,9,9.0,INCOMING
685,2025-05-25 12:51:30,calls,2,7b33961a-7837-4275-b1ec-894ab0f88119,0,0.0,OUTGOING
