calls_duration_pre_sleep,screen_first_on_time_day,location_mobility_ratio_day,screen_pre_sleep_ratio,location_num_transitions_pre_sleep,light_screen_overlap_ratio_pre_sleep,location_mobility_duration_sleep,wifi_scans_full_window,circadian_screen_misalignment,light_mean_sleep,screen_gap_before_sleep,location_avg_speed_day,screen_cluster_count_sleep,circadian_screen_center,accel_morning_movement_ratio,sleep_quality,uid,label_date
-0.39620414596320647,-1.947849447628201,-1.9067742454093524,-1.411653290121945,-0.9084453813633688,-0.490543378301047,0.49612140079511646,-1.4054396775326985,-1.9032390467562699,-1.7492216982206061,-0.5153957288099948,-0.4363283866598804,-0.7499999999999999,-1.9888020762680003,-1.1843227066374422,5,676,2025-04-28
-0.39620414596320647,0.15938831824375288,1.2186862010630737,0.10866656908219803,-0.9084453813633688,-0.490543378301047,-0.3499406754068818,0.8789597002662207,0.03771275637014854,-0.724356226522147,-0.3938401323925432,-0.0471620330247743,0.5,0.647860405873081,0.6337054706977422,5,676,2025-04-29
-0.39620414596320647,0.4740249984132391,0.5708110739893929,-0.9981597020416971,1.0664358824700417,-0.490543378301047,-0.42044584842371524,0.8341675556034969,0.06181934997757511,0.519351160530254,-0.3938401323925432,-0.2868930078439216,-0.7499999999999999,0.6395702404072586,0.2388962447659601,5,676,2025-04-30
0.22083509774998142,0.7017225959043145,0.6076052562667039,-0.032047140220398805,0.6714596297033597,-0.490543378301047,0.8486472658792826,0.7170188695625266,0.9911325095360441,1.5129565165156413,-0.3938401323925432,-0.39517207460904685,1.7499999999999998,0.3199829943712855,-0.08050923874562628,4,676,2025-05-01
-0.39620414596320647,0.5568241247736303,0.23954906051555233,1.0559349454743174,-0.11849287583000456,-0.490543378301047,0.7076369198456163,0.6877316980522841,0.3404019800506369,-0.06718215805085438,-0.3938401323925432,-0.41668062438827225,1.7499999999999998,0.5437667379788541,-0.4323739481683831,5,676,2025-05-14
-0.39620414596320647,0.436765391551063,0.16384863955180204,1.4117978769714643,2.2513646407700882,1.529341120585618,0.5666265738119499,0.6515534273631609,0.7628847153013023,-0.6462364569370268,-0.15072893955763997,-0.3890422574474966,-0.7499999999999999,0.39847653901012803,0.19784372272274509,5,676,2025-05-15
-0.39620414596320647,0.3870859157348285,0.23951972072133815,-0.05201764367921495,-0.9084453813633688,-0.490543378301047,-1.5485286166930463,-1.2021522517557208,0.45181155440007,1.5310646206030785,0.21393784969471485,-0.20146982304861252,-0.7499999999999999,0.5054534108918989,2.052088122674265,6,676,2025-05-16
-0.39620414596320647,-1.947849447628201,-1.9067742454093524,-1.411653290121945,-0.9084453813633688,-0.490543378301047,-1.5485286166930463,-1.741380762503128,-1.9032390467562699,0.6957083817558777,-0.5153957288099948,-0.4363283866598804,-0.7499999999999999,-1.9888020762680003,-1.1843227066374422,7,676,2025-05-26
2.94879806995567,0.9915195381656837,0.6185458928746729,1.3755997850856516,-0.11849287583000456,2.3950059058227584,-0.4568735211490791,-0.20983396999691423,0.27040235212144165,-0.662102039590241,2.9367832094456308,2.9792524825844344,-0.7499999999999999,0.5678393426582746,-1.1843227066374422,3,676,2025-05-27
-0.39620414596320647,0.18836801246988966,0.15498264583617108,-0.046468110428429105,-0.11849287583000456,-0.490543378301047,1.7052851180338062,0.7893754109407729,0.8903128757553216,-0.40998210008398,-0.3938401323925432,-0.37017588890255004,0.5,0.354654481345219,0.9433177459656243,5,676,2025-05-29
