wifi_scans_full_window,light_entropy_sleep,screen_gap_before_sleep,light_entropy_day,light_entropy_full_window,light_high_duration_pre_sleep,calls_duration_day,calls_num_incoming,calls_total_pre_sleep,accel_morning_movement_ratio,light_peak_hour_sleep,location_mobility_duration_sleep,location_mobility_duration_full_window,screen_sleep_ratio,wifi_scans_sleep,sleep_quality,uid,label_date
-1.8542327604777102,0.5471904315236139,-0.4906398689724952,-0.9614245208891701,1.1810612501550486,-0.7457242931411882,-0.9129905552231818,-1.3714331976235816,-0.5222329678670935,-0.9646110132740611,-0.5462835641213027,-0.5699064589141294,-1.6191194545796042,-0.47148163653012715,-1.3514857120377486,6,685,2025-04-28
0.6757099403072914,0.1528156639011023,3.0994079527774696,-0.025946499283161943,-0.6469258430090685,2.3061416001765074,0.973244149131075,0.6233787261925371,-0.5222329678670935,0.2857881373298739,-0.4768995381956505,0.5519021236385921,0.13215273854500575,-0.47148163653012715,0.0656061025261043,8,685,2025-04-29
0.506341391300764,-0.22411985517994285,-0.3470379561024966,-0.5515816412104633,-1.0586181252804745,-0.7457242931411882,-0.6049676984743132,0.6233787261925371,-0.5222329678670935,0.2661586373203932,-0.5324067589361723,-0.553287072505941,0.0601145915937808,-0.4613812328548831,0.0656061025261043,6,685,2025-04-30
-1.5154956624646556,0.583873267433889,-0.4188389125374959,-0.9614245208891701,1.218852510466119,-0.7457242931411882,-0.9129905552231818,-1.3714331976235816,-0.5222329678670935,-0.2575400650158832,-0.23266776693735436,0.5519021236385921,-1.2837694601514873,2.235426548435348,0.3280305126305215,8,685,2025-05-15
0.4957558569878561,0.03345014724303825,0.8735783032924915,0.8617412529126213,0.008461018143482912,0.49571268041177247,1.586047516768298,0.6233787261925371,1.5666989036012806,0.2785183748263631,-0.5462835641213027,0.0117720653724669,0.6041268047771703,-0.47148163653012715,0.11809098454698774,7,685,2025-05-16
0.516926925613672,0.7304219887843166,-0.203436043232498,2.7055762338817995,1.971611664332196,-0.7457242931411882,2.0999593356598316,-0.37402723571552227,-0.5222329678670935,0.785389583664929,-0.6017907848618247,-1.409185472527647,0.2911334766442611,-0.47148163653012715,-1.5614252401212825,8,685,2025-05-17
0.15701875897480153,-0.6322981382661602,-0.4188389125374959,-0.395993380238837,-1.0219797645427329,-0.7457242931411882,0.15293064642092957,0.6233787261925371,-0.5222329678670935,-0.9646110132740611,-0.6933776990836856,0.6765475217000056,0.16941384903701873,-0.42357175715020745,1.0103339789020063,6,685,2025-05-18
-1.6001799369679193,0.26786729934731474,-0.4188389125374959,-0.9614245208891701,0.8932979696715667,-0.7457242931411882,-0.9129905552231818,-1.3714331976235816,-0.5222329678670935,-0.9356853835725906,-0.31037787597408495,-1.4191571043725602,-1.8729918207318523,2.235426548435348,-0.09184854353654602,6,685,2025-05-24
0.4957558569878561,-0.48668810408778473,-0.4188389125374959,0.5576236051814727,-0.4939282591753358,0.2370799775882387,-0.8262578034544215,-0.872730216669552,-0.5222329678670935,-0.9646110132740611,2.079207976905381,2.2967992016116465,0.7885693017126341,-0.418663915847874,2.479910675486743,8,685,2025-05-25
1.3849407392721245,2.193673387862659,-0.4188389125374959,-0.44844225868493215,-0.9189136335298519,0.8577984643647194,0.31342676651639273,0.12467574523850741,-0.5222329678670935,1.1761822577599295,0.286324746986525,-0.8675319705074379,1.5332532955124543,-0.4601080727277512,-0.5117275997036136,7,685,2025-05-26
0.27345963641678905,-1.2525874725718151,-0.4188389125374959,-0.20434588595365863,-0.8118565958661288,1.32333732944708,-0.4825691422398942,1.1220817071465667,0.5222329678670935,-0.9646110132740611,-0.6711748107874769,0.4273952204639136,0.7280406977800539,-0.41787949425358306,-0.1968183075783129,6,685,2025-05-28
0.4639992540491323,-1.9135986159902305,-0.4188389125374959,0.38564213606267017,-0.32106219136482067,-0.7457242931411882,-0.4728421046583511,1.6207846881005965,2.6111648393354674,2.25963251078323,2.2457296391269463,0.3027498224025001,0.46907597986056304,-0.4033220779158886,-0.35427295364096323,6,685,2025-05-29
