location_immobility_duration_full_window,light_high_duration_pre_sleep,screen_avg_session_duration_pre_sleep,location_avg_speed_day,calls_num_missed,location_max_still_duration_sleep,screen_total_duration_sleep,light_entropy_sleep,calls_duration_pre_sleep,calls_num_incoming,location_mobility_duration_sleep,circadian_screen_center,location_num_transitions_pre_sleep,light_pre_sleep_ratio,accel_entropy,sleep_quality,uid,label_date
-1.2060829332304412,-0.7961796399653283,-0.9596002436501367,-0.7561492172464614,-0.31622776601683794,-0.9998083889469231,-0.3498658319140378,-0.6680038699134085,-0.41325979141971325,-0.5833833511969481,-0.8964388956295233,-0.9635732183563399,-0.8464989719746505,-1.623586257264836,0.7128196241693883,6,670,2025-04-28
-0.47469598591925743,-0.21231457065742104,0.7851362906368126,1.090922121712284,-0.31622776601683794,-0.1516641374834105,-0.20964756068300494,0.6597025652764456,-0.41325979141971325,-0.5833833511969481,2.425983915900625,0.6619728948159599,-0.8464989719746505,0.5695210434857729,-0.32846693782992126,7,670,2025-04-29
-0.22846238032449215,-0.7961796399653283,-0.9596002436501367,-0.08524962854689852,-0.31622776601683794,-0.1603186706616096,-0.3498658319140378,-0.3285557893485315,-0.41325979141971325,0.12964074471043285,1.1523885048140683,0.1472042038751598,1.6365646791509914,0.4088003219117767,-0.46116953296635127,8,670,2025-04-30
0.2761946133202246,-0.7961796399653283,2.3966868299400255,0.4619453438337224,3.16227766016838,1.094588640177261,-0.3498658319140378,1.6226602847550091,-0.41325979141971325,0.12964074471043285,-0.619570328002011,0.4342495714265498,-0.8464989719746505,0.6598061494298478,-1.1137140558396208,4,670,2025-05-01
-1.2743457149794852,-0.7961796399653283,-0.9596002436501367,-0.7561492172464614,-0.31622776601683794,-1.2421353179364982,-0.3498658319140378,-0.6680038699134085,-0.41325979141971325,-0.5833833511969481,-0.8964388956295233,-1.814603802822563,-0.8464989719746505,-1.623586257264836,1.4625444609966596,7,670,2025-05-15
1.1270414286922354,1.2473481026123479,0.7185432931449443,-0.7561492172464614,-0.31622776601683794,1.9081147589279774,3.1555909488617844,-0.6680038699134085,-0.21561380421898263,0.12964074471043285,-0.8964388956295233,0.46136775064948893,0.3950328535881703,0.6770263033264887,-0.8408736001043596,5,670,2025-05-16
1.6316984223369522,1.9285240168049074,-0.013979679265607019,-0.7561492172464614,-0.31622776601683794,1.233061171028447,-0.15356025219059183,2.259289109946601,-0.41325979141971325,-0.5833833511969481,-0.10274900176398788,1.341109349278205,1.6365646791509914,0.41559305780474687,0.24231861518830253,3,670,2025-05-17
1.4171582511256713,1.2473481026123479,0.49712157648448213,-0.7561492172464614,-0.31622776601683794,-0.4632273318985784,-0.3498658319140378,-0.6680038699134085,-0.41325979141971325,-0.5833833511969481,0.2479511838975279,0.5800238479111046,1.0157987663695807,0.7485850143868724,-0.9585044649717253,5,670,2025-05-18
-1.2743457149794852,-0.7961796399653283,-0.9596002436501367,-0.7561492172464614,-0.31622776601683794,-1.2421353179364982,-0.3498658319140378,-0.6680038699134085,-0.41325979141971325,-0.5833833511969481,-0.8964388956295233,-1.814603802822563,-0.8464989719746505,-1.623586257264836,2.113018169275712,7,670,2025-05-24
-0.033263330608774115,0.5661721884197886,-0.12436127221935053,2.385645786361956,-0.31622776601683794,-0.3700468580133012,-0.3433223125899231,-0.2050729511490726,0.4596766520501877,0.12964074471043285,0.2519503965410363,0.37797961204983915,0.3950328535881703,0.7485850143868724,-0.026821667920689147,7,670,2025-05-26
0.03910334456684914,-0.7961796399653283,-0.42074606412076104,0.6836316801177051,-0.31622776601683794,0.3935714527431334,-0.3498658319140378,-0.6680038699134085,3.0620154835265003,2.9817371283399563,0.22980091113083528,0.5888735939951606,-0.8464989719746505,0.6428418670621309,-0.8011506099973928,10,670,2025-05-27
