calls_total_pre_sleep,calls_total_sleep,light_max_sleep,light_pre_sleep_ratio,calls_num_missed,location_immobility_duration_pre_sleep,light_peak_hour_pre_sleep,calls_num_outgoing,screen_total_duration_sleep,light_last_peak_time,accel_mean_mag,location_avg_speed_pre_sleep,screen_avg_session_duration_pre_sleep,screen_last_on_time,location_num_transitions_sleep,sleep_quality,uid,label_date
-0.7808688094430305,-0.316227766016838,1.0096491603399154,-0.8776581698621689,-0.6974858324629156,-1.7090021954359675,-1.461706441916222,-0.9021251505384619,-0.6543898895226952,-0.7659999304580218,1.581412552493955,-0.42366639330000044,-1.3747971505762755,0.8768822762264141,-0.5656854249492382,8,678,2025-04-28
0.07808688094430308,-0.316227766016838,0.7201991966414087,-0.17945949129669153,-0.6974858324629156,-0.4256171497098858,0.6725447126193764,1.2382109909351438,-0.6543898895226952,0.1643926791393928,-1.2801527359999636,0.8781296809975648,0.9772808660859589,0.7775785181088037,-0.5656854249492382,7,678,2025-04-29
0.07808688094430308,-0.316227766016838,0.10182881964914456,-0.1867273470763459,1.8599622199011085,-0.6822941588551021,0.6901171397899539,2.211091055241328,0.4067829042978888,0.38824654009516163,-0.1480851708984109,2.9348678587024395,0.8827777314879224,0.6716545094500194,2.5455844122715714,6,678,2025-04-30
-0.7808688094430305,-0.316227766016838,-1.7172440747406799,3.0382958739308354,-0.6974858324629156,0.7893206935774714,-0.9824584281731984,-0.9021251505384619,-0.6543898895226952,-1.395588914396122,1.3102582508060092,-0.42366639330000044,0.8302759900445691,1.1747935505792453,-0.5656854249492382,4,678,2025-05-15
2.6549539521063035,3.16227766016838,0.6149446643874062,-0.18911645780520434,0.5812381937190965,-0.3571699472711612,0.8243065836380008,1.0436349780739067,2.52912849193907,-0.384748823517728,-0.4431215759712156,-0.42366639330000044,-0.4100776515546559,0.3472622329324921,0.9899494936611668,10,678,2025-05-16
-0.7808688094430305,-0.316227766016838,0.6017878478556556,-0.027417934478418705,-0.6974858324629156,0.874879696625877,-1.329114491447319,-0.5129731248159882,0.4067829042978888,0.04547031550664059,-1.2603997637127033,-0.42366639330000044,-1.3747971505762755,-0.9503068731376174,0.9899494936611668,4,678,2025-05-17
-0.7808688094430305,-0.316227766016838,0.8386105454271617,-0.14069938700919238,-0.6974858324629156,1.1657803069904553,0.8706338916331591,-0.12382109909351444,-0.6543898895226952,0.08744291443584712,0.25093910564816185,-0.42366639330000044,0.6632249945429901,-0.9834081258434876,-0.5656854249492382,3,678,2025-05-18
-0.7808688094430305,-0.316227766016838,-1.8716936601134009,-0.8776581698621689,-0.6974858324629156,-1.7090021954359675,-1.461706441916222,-0.9021251505384619,-0.6543898895226952,-1.395588914396122,1.4584532631922924,-0.42366639330000044,-1.3747971505762755,-1.9036229510666773,-0.5656854249492382,4,678,2025-05-23
0.07808688094430308,-0.316227766016838,0.904394628085913,-0.19384545308032053,0.5812381937190965,0.9692797966559511,0.9041812525951712,-0.707549137677225,-0.6543898895226952,2.308492941106367,-0.344237291351207,-0.42366639330000044,1.448921510052084,-1.2018763937022303,-0.5656854249492382,8,678,2025-05-24
0.9370425713316365,-0.316227766016838,-0.5148969552766509,-0.1961856745614359,1.8599622199011085,0.7764868431202108,0.6581672722070858,-0.5129731248159882,-0.5836450366013233,0.9233971764425469,-0.11799424114750681,-0.42366639330000044,-0.41926545630724277,0.47966724375597247,-0.5656854249492382,5,678,2025-05-26
0.07808688094430308,-0.316227766016838,-0.6875801722558736,-0.16952778889888953,-0.6974858324629156,0.30733830973812076,0.6150349509702138,0.07075491376772243,1.1672900732026472,0.024484016042037326,-1.007072393059377,-0.42366639330000044,0.15125346737719808,0.7113760126970633,-0.5656854249492382,5,678,2025-05-27
