datetime,level,uid,type
2025-05-22 05:04:00,-75.5142857142857,668,wifi
2025-05-22 05:05:00,-75.44107142857143,668,wifi
2025-05-22 05:06:00,-75.36785714285715,668,wifi
2025-05-22 05:07:00,-75.29464285714286,668,wifi
2025-05-22 05:08:00,-75.22142857142858,668,wifi
2025-05-22 05:09:00,-75.14821428571429,668,wifi
2025-05-22 05:10:00,-75.075,668,wifi
2025-05-22 05:11:00,-75.00178571428572,668,wifi
2025-05-22 05:12:00,-74.92857142857143,668,wifi
2025-05-22 05:13:00,-74.95864661654136,668,wifi
2025-05-22 05:14:00,-74.98872180451129,668,wifi
2025-05-22 05:15:00,-75.0187969924812,668,wifi
2025-05-22 05:16:00,-75.04887218045113,668,wifi
2025-05-22 05:17:00,-75.07894736842105,668,wifi
2025-05-22 05:18:00,-75.10902255639098,668,wifi
2025-05-22 05:19:00,-75.13909774436091,668,wifi
2025-05-22 05:20:00,-75.16917293233082,668,wifi
2025-05-22 05:21:00,-75.19924812030075,668,wifi
2025-05-22 05:22:00,-75.22932330827068,668,wifi
2025-05-22 05:23:00,-75.2593984962406,668,wifi
2025-05-22 05:24:00,-75.28947368421052,668,wifi
2025-05-22 05:25:00,-75.31954887218045,668,wifi
2025-05-22 05:26:00,-75.34962406015038,668,wifi
2025-05-22 05:27:00,-75.3796992481203,668,wifi
2025-05-22 05:28:00,-75.40977443609023,668,wifi
2025-05-22 05:29:00,-75.43984962406014,668,wifi
2025-05-22 05:30:00,-75.46992481203007,668,wifi
2025-05-22 05:31:00,-75.5,668,wifi
2025-05-22 05:32:00,-75.57142857142857,668,wifi
2025-05-22 05:33:00,-75.64285714285714,668,wifi
2025-05-22 05:34:00,-75.71428571428571,668,wifi
2025-05-22 05:35:00,-75.78571428571429,668,wifi
2025-05-22 05:36:00,-75.85714285714286,668,wifi
2025-05-22 05:37:00,-75.92857142857143,668,wifi
2025-05-22 05:38:00,-76.0,668,wifi
2025-05-22 05:39:00,-76.07142857142857,668,wifi
2025-05-22 05:40:00,-76.14285714285714,668,wifi
2025-05-22 05:41:00,-76.21428571428571,668,wifi
2025-05-22 05:42:00,-76.28571428571429,668,wifi
2025-05-22 05:43:00,-76.35714285714286,668,wifi
2025-05-22 05:44:00,-76.42857142857143,668,wifi
2025-05-22 05:45:00,-76.5,668,wifi
2025-05-22 05:46:00,-76.57142857142857,668,wifi
2025-05-22 05:47:00,-76.64285714285714,668,wifi
2025-05-22 05:48:00,-76.71428571428571,668,wifi
2025-05-22 05:49:00,-76.78571428571429,668,wifi
2025-05-22 05:50:00,-76.85714285714286,668,wifi
2025-05-22 05:51:00,-76.92857142857143,668,wifi
2025-05-22 05:52:00,-77.0,668,wifi
2025-05-22 05:53:00,-76.89864864864865,668,wifi
2025-05-22 05:54:00,-76.79729729729729,668,wifi
2025-05-22 05:55:00,-76.69594594594595,668,wifi
2025-05-22 05:56:00,-76.5945945945946,668,wifi
2025-05-22 05:57:00,-76.49324324324324,668,wifi
2025-05-22 05:58:00,-76.39189189189189,668,wifi
2025-05-22 05:59:00,-76.29054054054055,668,wifi
2025-05-22 06:00:00,-76.1891891891892,668,wifi
2025-05-22 06:01:00,-76.08783783783784,668,wifi
2025-05-22 06:02:00,-75.98648648648648,668,wifi
2025-05-22 06:03:00,-75.88513513513513,668,wifi
2025-05-22 06:04:00,-75.78378378378379,668,wifi
2025-05-22 06:05:00,-75.68243243243244,668,wifi
2025-05-22 06:06:00,-75.58108108108108,668,wifi
2025-05-22 06:07:00,-75.47972972972973,668,wifi
2025-05-22 06:08:00,-75.37837837837837,668,wifi
2025-05-22 06:09:00,-75.27702702702703,668,wifi
2025-05-22 06:10:00,-75.17567567567568,668,wifi
2025-05-22 06:11:00,-75.07432432432432,668,wifi
2025-05-22 06:12:00,-74.97297297297297,668,wifi
2025-05-22 06:13:00,-74.87162162162163,668,wifi
2025-05-22 06:14:00,-74.77027027027027,668,wifi
2025-05-22 06:15:00,-74.66891891891892,668,wifi
2025-05-22 06:16:00,-74.56756756756756,668,wifi
2025-05-22 06:17:00,-74.46621621621621,668,wifi
2025-05-22 06:18:00,-74.36486486486487,668,wifi
2025-05-22 06:19:00,-74.26351351351352,668,wifi
2025-05-22 06:20:00,-74.16216216216216,668,wifi
2025-05-22 06:21:00,-74.0608108108108,668,wifi
2025-05-22 06:22:00,-73.95945945945945,668,wifi
2025-05-22 06:23:00,-73.85810810810811,668,wifi
2025-05-22 06:24:00,-73.75675675675676,668,wifi
2025-05-22 06:25:00,-73.6554054054054,668,wifi
2025-05-22 06:26:00,-73.55405405405405,668,wifi
2025-05-22 06:27:00,-73.45270270270271,668,wifi
2025-05-22 06:28:00,-73.35135135135135,668,wifi
2025-05-22 06:29:00,-73.25,668,wifi
2025-05-22 06:30:00,-73.14864864864865,668,wifi
2025-05-22 06:31:00,-73.04729729729729,668,wifi
2025-05-22 06:32:00,-72.94594594594595,668,wifi
2025-05-22 06:33:00,-72.8445945945946,668,wifi
2025-05-22 06:34:00,-72.74324324324324,668,wifi
2025-05-22 06:35:00,-72.64189189189189,668,wifi
2025-05-22 06:36:00,-72.54054054054055,668,wifi
2025-05-22 06:37:00,-72.4391891891892,668,wifi
2025-05-22 06:38:00,-72.33783783783784,668,wifi
2025-05-22 06:39:00,-72.23648648648648,668,wifi
2025-05-22 06:40:00,-72.13513513513513,668,wifi
2025-05-22 06:41:00,-72.03378378378379,668,wifi
2025-05-22 06:42:00,-71.93243243243244,668,wifi
2025-05-22 06:43:00,-71.83108108108108,668,wifi
2025-05-22 06:44:00,-71.72972972972973,668,wifi
2025-05-22 06:45:00,-71.62837837837837,668,wifi
2025-05-22 06:46:00,-71.52702702702703,668,wifi
2025-05-22 06:47:00,-71.42567567567568,668,wifi
2025-05-22 06:48:00,-71.32432432432432,668,wifi
2025-05-22 06:49:00,-71.22297297297297,668,wifi
2025-05-22 06:50:00,-71.12162162162161,668,wifi
2025-05-22 06:51:00,-71.02027027027027,668,wifi
2025-05-22 06:52:00,-70.91891891891892,668,wifi
2025-05-22 06:53:00,-70.81756756756756,668,wifi
2025-05-22 06:54:00,-70.71621621621621,668,wifi
2025-05-22 06:55:00,-70.61486486486487,668,wifi
2025-05-22 06:56:00,-70.51351351351352,668,wifi
2025-05-22 06:57:00,-70.41216216216216,668,wifi
2025-05-22 06:58:00,-70.3108108108108,668,wifi
2025-05-22 06:59:00,-70.20945945945945,668,wifi
2025-05-22 07:00:00,-70.10810810810811,668,wifi
2025-05-22 07:01:00,-70.00675675675676,668,wifi
2025-05-22 07:02:00,-69.9054054054054,668,wifi
2025-05-22 07:03:00,-69.80405405405405,668,wifi
2025-05-22 07:04:00,-69.70270270270271,668,wifi
2025-05-22 07:05:00,-69.60135135135135,668,wifi
2025-05-22 07:06:00,-69.5,668,wifi
2025-05-22 07:07:00,-69.55626191989829,668,wifi
2025-05-22 07:08:00,-69.61252383979657,668,wifi
2025-05-22 07:09:00,-69.66878575969486,668,wifi
2025-05-22 07:10:00,-69.72504767959313,668,wifi
2025-05-22 07:11:00,-69.78130959949142,668,wifi
2025-05-22 07:12:00,-69.8375715193897,668,wifi
2025-05-22 07:13:00,-69.89383343928799,668,wifi
2025-05-22 07:14:00,-69.95009535918626,668,wifi
2025-05-22 07:15:00,-70.00635727908455,668,wifi
2025-05-22 07:16:00,-70.06261919898283,668,wifi
2025-05-22 07:17:00,-70.11888111888112,668,wifi
2025-05-22 07:18:00,-70.1751430387794,668,wifi
2025-05-22 07:19:00,-70.23140495867769,668,wifi
2025-05-22 07:20:00,-70.28766687857598,668,wifi
2025-05-22 07:21:00,-70.34392879847425,668,wifi
2025-05-22 07:22:00,-70.40019071837254,668,wifi
2025-05-22 07:23:00,-70.45645263827082,668,wifi
2025-05-22 07:24:00,-70.51271455816911,668,wifi
2025-05-22 07:25:00,-70.56897647806738,668,wifi
2025-05-22 07:26:00,-70.62523839796567,668,wifi
2025-05-22 07:27:00,-70.68150031786395,668,wifi
2025-05-22 07:28:00,-70.73776223776224,668,wifi
2025-05-22 07:29:00,-70.79402415766052,668,wifi
2025-05-22 07:30:00,-70.8502860775588,668,wifi
2025-05-22 07:31:00,-70.90654799745708,668,wifi
2025-05-22 07:32:00,-70.96280991735537,668,wifi
2025-05-22 07:33:00,-71.01907183725365,668,wifi
2025-05-22 07:34:00,-71.07533375715194,668,wifi
2025-05-22 07:35:00,-71.13159567705023,668,wifi
2025-05-22 07:36:00,-71.1878575969485,668,wifi
2025-05-22 07:37:00,-71.2441195168468,668,wifi
2025-05-22 07:38:00,-71.30038143674507,668,wifi
2025-05-22 07:39:00,-71.35664335664336,668,wifi
2025-05-22 07:40:00,-71.41290527654164,668,wifi
2025-05-22 07:41:00,-71.46916719643993,668,wifi
2025-05-22 07:42:00,-71.5254291163382,668,wifi
2025-05-22 07:43:00,-71.58169103623649,668,wifi
2025-05-22 07:44:00,-71.63795295613477,668,wifi
2025-05-22 07:45:00,-71.69421487603306,668,wifi
2025-05-22 07:46:00,-71.75047679593135,668,wifi
2025-05-22 07:47:00,-71.80673871582962,668,wifi
2025-05-22 07:48:00,-71.86300063572791,668,wifi
2025-05-22 07:49:00,-71.91926255562619,668,wifi
2025-05-22 07:50:00,-71.97552447552448,668,wifi
2025-05-22 07:51:00,-72.03178639542276,668,wifi
2025-05-22 07:52:00,-72.08804831532105,668,wifi
2025-05-22 07:53:00,-72.14431023521932,668,wifi
2025-05-22 07:54:00,-72.20057215511761,668,wifi
2025-05-22 07:55:00,-72.25683407501589,668,wifi
2025-05-22 07:56:00,-72.31309599491418,668,wifi
2025-05-22 07:57:00,-72.36935791481245,668,wifi
2025-05-22 07:58:00,-72.42561983471074,668,wifi
2025-05-22 07:59:00,-72.48188175460902,668,wifi
2025-05-22 08:00:00,-72.53814367450731,668,wifi
2025-05-22 08:01:00,-72.5944055944056,668,wifi
2025-05-22 08:02:00,-72.65066751430388,668,wifi
2025-05-22 08:03:00,-72.70692943420217,668,wifi
2025-05-22 08:04:00,-72.76319135410044,668,wifi
2025-05-22 08:05:00,-72.81945327399873,668,wifi
2025-05-22 08:06:00,-72.87571519389701,668,wifi
2025-05-22 08:07:00,-72.9319771137953,668,wifi
2025-05-22 08:08:00,-72.98823903369357,668,wifi
2025-05-22 08:09:00,-73.04450095359186,668,wifi
2025-05-22 08:10:00,-73.10076287349014,668,wifi
2025-05-22 08:11:00,-73.15702479338843,668,wifi
2025-05-22 08:12:00,-73.2132867132867,668,wifi
2025-05-22 08:13:00,-73.269548633185,668,wifi
2025-05-22 08:14:00,-73.32581055308329,668,wifi
2025-05-22 08:15:00,-73.38207247298156,668,wifi
2025-05-22 08:16:00,-73.43833439287985,668,wifi
2025-05-22 08:17:00,-73.49459631277813,668,wifi
2025-05-22 08:18:00,-73.55085823267642,668,wifi
2025-05-22 08:19:00,-73.6071201525747,668,wifi
2025-05-22 08:20:00,-73.66338207247298,668,wifi
2025-05-22 08:21:00,-73.71964399237126,668,wifi
2025-05-22 08:22:00,-73.77590591226955,668,wifi
2025-05-22 08:23:00,-73.83216783216783,668,wifi
2025-05-22 08:24:00,-73.88842975206612,668,wifi
2025-05-22 08:25:00,-73.94469167196439,668,wifi
2025-05-22 08:26:00,-74.00095359186268,668,wifi
2025-05-22 08:27:00,-74.05721551176097,668,wifi
2025-05-22 08:28:00,-74.11347743165925,668,wifi
2025-05-22 08:29:00,-74.16973935155754,668,wifi
2025-05-22 08:30:00,-74.22600127145581,668,wifi
2025-05-22 08:31:00,-74.2822631913541,668,wifi
2025-05-22 08:32:00,-74.33852511125238,668,wifi
2025-05-22 08:33:00,-74.39478703115067,668,wifi
2025-05-22 08:34:00,-74.45104895104895,668,wifi
2025-05-22 08:35:00,-74.50731087094724,668,wifi
2025-05-22 08:36:00,-74.56357279084551,668,wifi
2025-05-22 08:37:00,-74.6198347107438,668,wifi
2025-05-22 08:38:00,-74.67609663064208,668,wifi
2025-05-22 08:39:00,-74.73235855054037,668,wifi
2025-05-22 08:40:00,-74.78862047043864,668,wifi
2025-05-22 08:41:00,-74.84488239033693,668,wifi
2025-05-22 08:42:00,-74.90114431023522,668,wifi
2025-05-22 08:43:00,-74.9574062301335,668,wifi
2025-05-22 08:44:00,-75.01366815003179,668,wifi
2025-05-22 08:45:00,-75.06993006993007,668,wifi
2025-05-22 08:46:00,-75.12619198982836,668,wifi
2025-05-22 08:47:00,-75.18245390972663,668,wifi
2025-05-22 08:48:00,-75.23871582962492,668,wifi
2025-05-22 08:49:00,-75.2949777495232,668,wifi
2025-05-22 08:50:00,-75.35123966942149,668,wifi
2025-05-22 08:51:00,-75.40750158931976,668,wifi
2025-05-22 08:52:00,-75.46376350921805,668,wifi
2025-05-22 08:53:00,-75.52002542911634,668,wifi
2025-05-22 08:54:00,-75.57628734901462,668,wifi
2025-05-22 08:55:00,-75.63254926891291,668,wifi
2025-05-22 08:56:00,-75.68881118881119,668,wifi
2025-05-22 08:57:00,-75.74507310870948,668,wifi
2025-05-22 08:58:00,-75.80133502860775,668,wifi
2025-05-22 08:59:00,-75.85759694850604,668,wifi
2025-05-22 09:00:00,-75.91385886840432,668,wifi
2025-05-22 09:01:00,-75.97012078830261,668,wifi
2025-05-22 09:02:00,-76.02638270820088,668,wifi
2025-05-22 09:03:00,-76.08264462809917,668,wifi
2025-05-22 09:04:00,-76.13890654799745,668,wifi
2025-05-22 09:05:00,-76.19516846789574,668,wifi
2025-05-22 09:06:00,-76.25143038779402,668,wifi
2025-05-22 09:07:00,-76.3076923076923,668,wifi
2025-05-22 09:08:00,-76.39334514170041,668,wifi
2025-05-22 09:09:00,-76.4789979757085,668,wifi
2025-05-22 09:10:00,-76.5646508097166,668,wifi
2025-05-22 09:11:00,-76.6503036437247,668,wifi
2025-05-22 09:12:00,-76.7359564777328,668,wifi
2025-05-22 09:13:00,-76.82160931174089,668,wifi
2025-05-22 09:14:00,-76.90726214574899,668,wifi
2025-05-22 09:15:00,-76.99291497975709,668,wifi
2025-05-22 09:16:00,-77.07856781376518,668,wifi
2025-05-22 09:17:00,-77.16422064777328,668,wifi
2025-05-22 09:18:00,-77.24987348178138,668,wifi
2025-05-22 09:19:00,-77.33552631578947,668,wifi
2025-05-22 09:20:00,-77.42117914979757,668,wifi
2025-05-22 09:21:00,-77.50683198380567,668,wifi
2025-05-22 09:22:00,-77.59248481781377,668,wifi
2025-05-22 09:23:00,-77.67813765182186,668,wifi
2025-05-22 09:24:00,-77.76379048582996,668,wifi
2025-05-22 09:25:00,-77.84944331983806,668,wifi
2025-05-22 09:26:00,-77.93509615384615,668,wifi
2025-05-22 09:27:00,-78.02074898785425,668,wifi
2025-05-22 09:28:00,-78.10640182186235,668,wifi
2025-05-22 09:29:00,-78.19205465587044,668,wifi
2025-05-22 09:30:00,-78.27770748987854,668,wifi
2025-05-22 09:31:00,-78.36336032388664,668,wifi
2025-05-22 09:32:00,-78.44901315789474,668,wifi
2025-05-22 09:33:00,-78.53466599190283,668,wifi
2025-05-22 09:34:00,-78.62031882591093,668,wifi
2025-05-22 09:35:00,-78.70597165991903,668,wifi
2025-05-22 09:36:00,-78.79162449392712,668,wifi
2025-05-22 09:37:00,-78.87727732793522,668,wifi
2025-05-22 09:38:00,-78.96293016194332,668,wifi
2025-05-22 09:39:00,-79.04858299595142,668,wifi
2025-05-22 09:40:00,-79.13423582995951,668,wifi
2025-05-22 09:41:00,-79.21988866396761,668,wifi
2025-05-22 09:42:00,-79.30554149797571,668,wifi
2025-05-22 09:43:00,-79.3911943319838,668,wifi
2025-05-22 09:44:00,-79.4768471659919,668,wifi
2025-05-22 09:45:00,-79.5625,668,wifi
2025-05-22 09:46:00,-79.64815283400809,668,wifi
2025-05-22 09:47:00,-79.73380566801619,668,wifi
2025-05-22 09:48:00,-79.81945850202429,668,wifi
2025-05-22 09:49:00,-79.90511133603239,668,wifi
2025-05-22 09:50:00,-79.99076417004048,668,wifi
2025-05-22 09:51:00,-80.07641700404858,668,wifi
2025-05-22 09:52:00,-80.16206983805668,668,wifi
2025-05-22 09:53:00,-80.24772267206477,668,wifi
2025-05-22 09:54:00,-80.33337550607287,668,wifi
2025-05-22 09:55:00,-80.41902834008097,668,wifi
2025-05-22 09:56:00,-80.50468117408906,668,wifi
2025-05-22 09:57:00,-80.59033400809716,668,wifi
2025-05-22 09:58:00,-80.67598684210526,668,wifi
2025-05-22 09:59:00,-80.76163967611336,668,wifi
2025-05-22 10:00:00,-80.84729251012145,668,wifi
2025-05-22 10:01:00,-80.93294534412955,668,wifi
2025-05-22 10:02:00,-81.01859817813765,668,wifi
2025-05-22 10:03:00,-81.10425101214574,668,wifi
2025-05-22 10:04:00,-81.18990384615384,668,wifi
2025-05-22 10:05:00,-81.27555668016194,668,wifi
2025-05-22 10:06:00,-81.36120951417004,668,wifi
2025-05-22 10:07:00,-81.44686234817813,668,wifi
2025-05-22 10:08:00,-81.53251518218623,668,wifi
2025-05-22 10:09:00,-81.61816801619433,668,wifi
2025-05-22 10:10:00,-81.70382085020242,668,wifi
2025-05-22 10:11:00,-81.78947368421052,668,wifi
2025-05-22 10:12:00,-81.62526315789474,668,wifi
2025-05-22 10:13:00,-81.46105263157894,668,wifi
2025-05-22 10:14:00,-81.29684210526315,668,wifi
2025-05-22 10:15:00,-81.13263157894737,668,wifi
2025-05-22 10:16:00,-80.96842105263157,668,wifi
2025-05-22 10:17:00,-80.80421052631579,668,wifi
2025-05-22 10:18:00,-80.64,668,wifi
2025-05-22 10:19:00,-80.4757894736842,668,wifi
2025-05-22 10:20:00,-80.31157894736842,668,wifi
2025-05-22 10:21:00,-80.14736842105263,668,wifi
2025-05-22 10:22:00,-79.98315789473683,668,wifi
2025-05-22 10:23:00,-79.81894736842105,668,wifi
2025-05-22 10:24:00,-79.65473684210527,668,wifi
2025-05-22 10:25:00,-79.49052631578948,668,wifi
2025-05-22 10:26:00,-79.32631578947368,668,wifi
2025-05-22 10:27:00,-79.1621052631579,668,wifi
2025-05-22 10:28:00,-78.99789473684211,668,wifi
2025-05-22 10:29:00,-78.83368421052631,668,wifi
2025-05-22 10:30:00,-78.66947368421053,668,wifi
2025-05-22 10:31:00,-78.50526315789475,668,wifi
2025-05-22 10:32:00,-78.34105263157895,668,wifi
2025-05-22 10:33:00,-78.17684210526316,668,wifi
2025-05-22 10:34:00,-78.01263157894738,668,wifi
2025-05-22 10:35:00,-77.84842105263158,668,wifi
2025-05-22 10:36:00,-77.6842105263158,668,wifi
2025-05-22 10:37:00,-77.9608187134503,668,wifi
2025-05-22 10:38:00,-78.2374269005848,668,wifi
2025-05-22 10:39:00,-78.51403508771931,668,wifi
2025-05-22 10:40:00,-78.7906432748538,668,wifi
2025-05-22 10:41:00,-79.0672514619883,668,wifi
2025-05-22 10:42:00,-79.3438596491228,668,wifi
2025-05-22 10:43:00,-79.6204678362573,668,wifi
2025-05-22 10:44:00,-79.89707602339182,668,wifi
2025-05-22 10:45:00,-80.17368421052632,668,wifi
2025-05-22 10:46:00,-80.45029239766082,668,wifi
2025-05-22 10:47:00,-80.72690058479532,668,wifi
2025-05-22 10:48:00,-81.00350877192982,668,wifi
2025-05-22 10:49:00,-81.28011695906433,668,wifi
2025-05-22 10:50:00,-81.55672514619883,668,wifi
2025-05-22 10:51:00,-81.83333333333333,668,wifi
2025-05-22 10:52:00,-81.64874551971326,668,wifi
2025-05-22 10:53:00,-81.46415770609319,668,wifi
2025-05-22 10:54:00,-81.27956989247312,668,wifi
2025-05-22 10:55:00,-81.09498207885304,668,wifi
2025-05-22 10:56:00,-80.91039426523297,668,wifi
2025-05-22 10:57:00,-80.7258064516129,668,wifi
2025-05-22 10:58:00,-80.54121863799283,668,wifi
2025-05-22 10:59:00,-80.35663082437276,668,wifi
2025-05-22 11:00:00,-80.17204301075269,668,wifi
2025-05-22 11:01:00,-79.98745519713262,668,wifi
2025-05-22 11:02:00,-79.80286738351255,668,wifi
2025-05-22 11:03:00,-79.61827956989247,668,wifi
2025-05-22 11:04:00,-79.4336917562724,668,wifi
2025-05-22 11:05:00,-79.24910394265233,668,wifi
2025-05-22 11:06:00,-79.06451612903226,668,wifi
2025-05-22 11:07:00,-78.87992831541219,668,wifi
2025-05-22 11:08:00,-78.69534050179212,668,wifi
2025-05-22 11:09:00,-78.51075268817205,668,wifi
2025-05-22 11:10:00,-78.32616487455198,668,wifi
2025-05-22 11:11:00,-78.1415770609319,668,wifi
2025-05-22 11:12:00,-77.95698924731182,668,wifi
2025-05-22 11:13:00,-77.77240143369175,668,wifi
2025-05-22 11:14:00,-77.58781362007169,668,wifi
2025-05-22 11:15:00,-77.40322580645162,668,wifi
2025-05-22 11:16:00,-77.21863799283155,668,wifi
2025-05-22 11:17:00,-77.03405017921148,668,wifi
2025-05-22 11:18:00,-76.84946236559139,668,wifi
2025-05-22 11:19:00,-76.66487455197132,668,wifi
2025-05-22 11:20:00,-76.48028673835125,668,wifi
2025-05-22 11:21:00,-76.29569892473118,668,wifi
2025-05-22 11:22:00,-76.11111111111111,668,wifi
2025-05-22 11:23:00,-76.04166666666667,668,wifi
2025-05-22 11:24:00,-75.97222222222223,668,wifi
2025-05-22 11:25:00,-75.90277777777779,668,wifi
2025-05-22 11:26:00,-75.83333333333334,668,wifi
2025-05-22 11:27:00,-75.76388888888889,668,wifi
2025-05-22 11:28:00,-75.69444444444444,668,wifi
2025-05-22 11:29:00,-75.625,668,wifi
2025-05-22 11:30:00,-75.55555555555556,668,wifi
2025-05-22 11:31:00,-75.48611111111111,668,wifi
2025-05-22 11:32:00,-75.41666666666667,668,wifi
2025-05-22 11:33:00,-75.34722222222223,668,wifi
2025-05-22 11:34:00,-75.27777777777777,668,wifi
2025-05-22 11:35:00,-75.20833333333333,668,wifi
2025-05-22 11:36:00,-75.13888888888889,668,wifi
2025-05-22 11:37:00,-75.06944444444444,668,wifi
2025-05-22 11:38:00,-75.0,668,wifi
2025-05-22 11:39:00,-75.15714285714286,668,wifi
2025-05-22 11:40:00,-75.31428571428572,668,wifi
2025-05-22 11:41:00,-75.47142857142858,668,wifi
2025-05-22 11:42:00,-75.62857142857143,668,wifi
2025-05-22 11:43:00,-75.78571428571429,668,wifi
2025-05-22 11:44:00,-75.94285714285715,668,wifi
2025-05-22 11:45:00,-76.10000000000001,668,wifi
2025-05-22 11:46:00,-76.25714285714285,668,wifi
2025-05-22 11:47:00,-76.41428571428571,668,wifi
2025-05-22 11:48:00,-76.57142857142857,668,wifi
2025-05-22 11:49:00,-76.72857142857143,668,wifi
2025-05-22 11:50:00,-76.88571428571429,668,wifi
2025-05-22 11:51:00,-77.04285714285714,668,wifi
2025-05-22 11:52:00,-77.2,668,wifi
2025-05-22 11:53:00,-77.35714285714286,668,wifi
2025-05-22 11:54:00,-77.17222222222223,668,wifi
2025-05-22 11:55:00,-76.98730158730159,668,wifi
2025-05-22 11:56:00,-76.80238095238096,668,wifi
2025-05-22 11:57:00,-76.61746031746031,668,wifi
2025-05-22 11:58:00,-76.43253968253968,668,wifi
2025-05-22 11:59:00,-76.24761904761905,668,wifi
2025-05-22 12:00:00,-76.06269841269841,668,wifi
2025-05-22 12:01:00,-75.87777777777778,668,wifi
2025-05-22 12:02:00,-75.69285714285714,668,wifi
2025-05-22 12:03:00,-75.5079365079365,668,wifi
2025-05-22 12:04:00,-75.32301587301588,668,wifi
2025-05-22 12:05:00,-75.13809523809523,668,wifi
2025-05-22 12:06:00,-74.9531746031746,668,wifi
2025-05-22 12:07:00,-74.76825396825396,668,wifi
2025-05-22 12:08:00,-74.58333333333333,668,wifi
2025-05-22 12:09:00,-75.57777777777777,668,wifi
2025-05-22 12:10:00,-76.57222222222222,668,wifi
2025-05-22 12:11:00,-77.56666666666666,668,wifi
2025-05-22 12:12:00,-78.5611111111111,668,wifi
2025-05-22 12:13:00,-79.55555555555556,668,wifi
2025-05-22 12:14:00,-80.55,668,wifi
2025-05-22 12:15:00,-81.54444444444444,668,wifi
2025-05-22 12:16:00,-82.53888888888889,668,wifi
2025-05-22 12:17:00,-83.53333333333333,668,wifi
2025-05-22 12:18:00,-84.52777777777777,668,wifi
2025-05-22 12:19:00,-85.52222222222223,668,wifi
2025-05-22 12:20:00,-86.51666666666667,668,wifi
2025-05-22 12:21:00,-87.5111111111111,668,wifi
2025-05-22 12:22:00,-88.50555555555556,668,wifi
2025-05-22 12:23:00,-89.5,668,wifi
2025-05-22 12:24:00,-88.86666666666666,668,wifi
2025-05-22 12:25:00,-88.23333333333333,668,wifi
2025-05-22 12:26:00,-87.6,668,wifi
2025-05-22 12:27:00,-86.96666666666667,668,wifi
2025-05-22 12:28:00,-86.33333333333333,668,wifi
2025-05-22 12:29:00,-85.7,668,wifi
2025-05-22 12:30:00,-85.06666666666666,668,wifi
2025-05-22 12:31:00,-84.43333333333334,668,wifi
2025-05-22 12:32:00,-83.8,668,wifi
2025-05-22 12:33:00,-83.16666666666667,668,wifi
2025-05-22 12:34:00,-82.53333333333333,668,wifi
2025-05-22 12:35:00,-81.9,668,wifi
2025-05-22 12:36:00,-81.26666666666667,668,wifi
2025-05-22 12:37:00,-80.63333333333333,668,wifi
2025-05-22 12:38:00,-80.0,668,wifi
2025-05-22 12:39:00,-80.51238095238095,668,wifi
2025-05-22 12:40:00,-81.0247619047619,668,wifi
2025-05-22 12:41:00,-81.53714285714285,668,wifi
2025-05-22 12:42:00,-82.0495238095238,668,wifi
2025-05-22 12:43:00,-82.56190476190476,668,wifi
2025-05-22 12:44:00,-83.07428571428571,668,wifi
2025-05-22 12:45:00,-83.58666666666667,668,wifi
2025-05-22 12:46:00,-84.09904761904762,668,wifi
2025-05-22 12:47:00,-84.61142857142858,668,wifi
