wifi_scans_day,light_last_peak_time,circadian_screen_center,accel_evening_movement_ratio,light_max_pre_sleep,light_entropy_sleep,light_peak_hour_sleep,light_peak_hour_pre_sleep,wifi_scans_sleep,wifi_scans_pre_sleep,location_immobility_duration_sleep,accel_mean_mag,location_num_transitions_day,calls_num_incoming,accel_longest_still_period,sleep_quality,uid,label_date
0.1363678481186442,0.5665153804024524,0.4488262409429454,0.6154135099603144,2.5434457250409133,-2.2477963665353746,-1.8575874414180578,2.8953289716013235,1.6406418747791116,0.4074074074074074,0.22023457011784126,-0.6391694052677763,0.31250504434992477,0.9959431881428263,-0.2897616137480639,7,687,2025-04-29
0.5336600040548517,1.497346469271262,0.3023386622236058,0.5529983466783351,-0.47228749290116556,0.5808926497342461,0.16152934273200523,-0.2907312517821737,-0.4693699851730267,0.4074074074074074,-1.81096385624654,-0.1647166067031631,0.7386482866452768,1.9918863762856527,-0.011020016630239568,7,687,2025-04-30
0.07623714343640738,-0.301963386723949,0.47996121172085965,0.8775571957446262,1.2511225823658507,0.585591633219657,-1.4455227915915143,-0.6997348945223283,2.1143180066051017,0.4074074074074074,0.8973007122393016,-0.9564191823802792,-0.11363819794542733,1.2804983847550624,-0.4388559563924816,7,687,2025-05-01
-1.9467315640874168,-1.6113621433145235,-1.064650890817712,-1.8811930213188515,-0.4686586757341059,0.5639347194595904,0.36756166764527665,-0.12139853345026254,-0.856923183939746,-0.3333333333333333,-0.9082090000845927,2.0692830098229034,-1.8182111671268357,-0.9959431881428263,-0.12122018293263524,6,687,2025-05-15
0.823575901629922,0.07215054373050094,0.6558114026296878,0.7776929344934599,-0.501388021341356,0.5859823531453748,1.1092780373330549,0.008857403728130594,-0.5985543847619331,0.4074074074074074,-0.05059188673074285,-1.327660920524011,1.022743781508845,0.0,-1.262116022298614,8,687,2025-05-16
0.3511203648409185,0.14341034000753874,0.5629034915803836,0.3033376935504185,-0.4771961873281051,0.5859823531453748,0.36756166764527665,-0.22560328319297715,-0.6846773178212041,0.4074074074074074,-0.41169382919552167,-0.4197582918058636,0.17045729691814074,-0.5691103932244722,0.21586267869822212,4,687,2025-05-17
0.6260035862454296,0.7446648710950474,0.6930419634487518,0.8026589998062519,-0.1986718192179314,-1.5962498796600737,1.3894819992151046,-0.19955209575729846,-0.4693699851730267,0.4074074074074074,0.6941808696028636,-0.25308764175609666,1.022743781508845,-0.7113879915305903,1.8170062714447945,9,687,2025-05-18
-1.9467315640874168,-1.6113621433145235,-2.618233901433316,-1.8811930213188515,-0.7697585736293814,0.5859823531453748,-0.7862193518690448,-0.9029341565206217,0.0904290797122345,-2.925925925925926,1.0970352241651324,1.1985088926400267,-1.8182111671268357,-0.9959431881428263,-1.262116022298614,5,687,2025-05-24
0.5980857590715339,-0.6003637836340461,0.030109049131790664,-0.32081393926937274,-0.4733808886608291,0.5700399555652619,0.07911641276669641,-0.3167824392178523,-0.8999846504693815,0.4074074074074074,-1.1180995041422455,0.8816357250976277,0.7386482866452768,-0.7113879915305903,-0.38699705460311895,5,687,2025-05-25
0.748412520777126,1.1009638524802379,0.5098927705730004,0.15354130167366875,-0.4332266485938898,-0.2143597712194236,0.6148004575412027,-0.14744972088594116,0.13349054624186998,0.4074074074074074,1.3908067002745002,-0.388615579123368,-0.25568594537721134,-0.2845551966122361,1.7392179187607506,9,687,2025-05-27
