light_peak_hour_sleep,screen_events_sleep,circadian_screen_misalignment,location_mobility_duration_full_window,sleep_quality,location_mobility_ratio_full_window
-0.5801767204309238,-0.3535533905932738,1.852282400906932,-1.4988044316738944,5,
-1.6956435097120874,2.8284271247461903,0.5405770105287404,0.4159838608198767,4,
-0.7912109778624954,-0.3535533905932738,0.0359117785505778,0.9011208048822,8,
1.9462048185356031,-0.3535533905932738,-1.026096486984101,-0.0605665886572725,8,
0.5895560207612154,-0.3535533905932738,-1.517402859687542,-1.5760828829404592,7,
0.7402947760694808,-0.3535533905932738,0.8097480963805966,1.3390320287260669,8,
-0.4595857161843116,-0.3535533905932738,-1.0652832507068506,-0.7603658973489423,7,
0.4689650165146031,-0.3535533905932738,0.3598935855440096,0.3540895456850818,7,
-0.218403707691087,-0.3535533905932738,0.0103697254676371,0.8855935605073441,7,
-0.335219455922762,-0.3535533905932738,1.9450458265471031,-1.3961894613303023,5,
-1.3649987808515422,2.8284271247461903,0.6415451765819016,0.511810435778064,4,
-0.5300425714498286,-0.3535533905932738,0.1400366345542534,0.995227450067852,8,
1.997091555672692,-0.3535533905932738,-0.9153287504989708,0.0369494748385378,8,
0.7446572415701214,-0.3535533905932738,-1.4035619931528986,-1.4731939414826585,7,
0.8838166098037404,-0.3535533905932738,0.9090325925317378,1.4315861709312003,8,
-0.2238919613358669,-0.3535533905932738,-0.9542704003216566,-0.6603688732077936,7,
-1.170175665324476,-0.3535533905932738,-0.4771534337065016,-0.4255765091876943,7,
-0.0012369721620764,-0.3535533905932738,0.1146543474650317,0.9797552535927956,7,
-0.3979252375131879,-0.3535533905932738,1.886961926662977,,5,-0.9517810702430984
-1.4079031650428495,2.8284271247461903,0.5967877628613623,,4,0.4059563537213373
-0.5890021427215023,-0.3535533905932738,0.1004064500732469,,8,0.9489533519555462
1.8895382848377755,-0.3535533905932738,-0.9441692877313816,,8,0.012156096450333
0.6611867513557548,-0.3535533905932738,-1.4274110226687584,,7,-1.5415057377758443
0.7976702550759794,-0.3535533905932738,0.8615404909936786,,8,1.8034260361558123
-0.2887384345370083,-0.3535533905932738,-0.9827128131975024,,7,-0.9065561361489028
-1.2168262598345354,-0.3535533905932738,-0.5104737057949063,,7,-0.410644158269994
0.5519999483795752,-0.3535533905932738,0.4190701988012835,,7,0.6399952641548124
