location_max_still_duration_full_window,light_entropy_sleep,location_avg_speed_day,location_num_transitions_sleep,sleep_quality,location_immobility_duration_sleep
0.5810049684154311,1.3687966771606046,-0.6436324041417948,-1.0160010160015238,7,
0.0096423055352614,-1.0802943199808137,-0.5888080336306684,0.762000762001143,8,
-0.272899670614273,1.368560873630034,1.4159678900063302,-1.0160010160015238,7,
0.4428733356312143,0.2904171033699205,1.7343309276229513,1.6510016510024763,6,
-0.8803649193357721,-1.083289982459316,-0.6436324041417948,-0.1270001270001904,10,
1.7346133925163454,-0.9091324972253546,-0.6305935715732287,0.762000762001143,7,
-1.61486941214821,0.0449421455049255,-0.6436324041417948,-1.0160010160015238,9,
1.2923156766035937,1.0380942311021408,,,7,-0.6663720753056929
0.5034146374592315,-1.3791080464562997,,,8,0.5650046029008451
0.1132987389812504,1.0378614978832377,,,7,0.8711479759356193
1.1015923484588028,-0.0262441560308158,,,6,1.068440371891363
-0.7254504427464091,-1.382064703507542,,,10,-1.4632519366717658
-0.5455636673371178,0.9799840511144322,,,9,-1.2182238518094888
-1.7396072914193534,-0.2685228741051551,,,9,0.8432549130591176
0.5496994378096106,1.0791052026813053,,,7,-0.6163623911882189
-0.1368635017375714,-1.145336285268986,,,8,0.6794662815662385
-0.4763726476674966,1.0788910288686464,,,7,1.0016336311460756
0.3837171886883138,0.0996429178997176,,,6,1.2092525897641937
-1.2063173114168355,-1.1480571624878622,,,10,-1.4549520700204774
-1.0497658719047036,1.02562904289236,,,9,-1.1970988691160225
1.9359027062286829,-0.9898747445851824,,,7,0.3780608278482126
