location_immobility_duration_full_window,location_max_still_duration_sleep,location_avg_speed_day,calls_num_incoming,calls_duration_pre_sleep,sleep_quality
-1.2060829332304412,-0.9998083889469233,-0.7561492172464614,-0.5833833511969481,-0.4132597914197132,6
-0.4746959859192574,-0.1516641374834105,1.090922121712284,-0.5833833511969481,-0.4132597914197132,7
-0.2284623803244921,-0.1603186706616096,-0.0852496285468985,0.1296407447104328,-0.4132597914197132,8
0.2761946133202246,1.094588640177261,0.4619453438337224,0.1296407447104328,-0.4132597914197132,4
-1.2743457149794852,-1.2421353179364982,-0.7561492172464614,-0.5833833511969481,-0.4132597914197132,7
1.1270414286922354,1.9081147589279768,-0.7561492172464614,0.1296407447104328,-0.2156138042189826,5
1.6316984223369522,1.233061171028447,-0.7561492172464614,-0.5833833511969481,-0.4132597914197132,3
1.4171582511256713,-0.4632273318985784,-0.7561492172464614,-0.5833833511969481,-0.4132597914197132,5
-1.2743457149794852,-1.2421353179364982,-0.7561492172464614,-0.5833833511969481,-0.4132597914197132,7
-0.0332633306087741,-0.3700468580133012,2.385645786361956,0.1296407447104328,0.4596766520501877,7
0.0391033445668491,0.3935714527431334,0.6836316801177051,2.9817371283399563,3.0620154835265003,10
-1.2455923177592287,-1.089574704394601,-0.7362945267405575,-0.5121475197315839,,6
-0.5247676437419165,-0.2613104555141412,2.0497387850680804,-0.5121475197315839,,7
-0.2820900034894214,-0.2697621315231255,0.2756580511438443,0.1920553198993439,,8
0.2152790215825238,0.9557308897795956,1.1010205528250354,0.1920553198993439,,4
-1.3128692873341778,-1.3262216326461609,-0.7362945267405575,-0.5121475197315839,,7
1.0538383923559973,1.750188434624118,-0.7362945267405575,0.1920553198993439,,5
1.5512074174279429,1.090957705923344,-0.7362945267405575,-0.5121475197315839,,3
1.3397655130495307,-0.5655707918375754,-0.7362945267405575,-0.5121475197315839,,5
-1.3128692873341778,-1.3262216326461609,-0.7362945267405575,-0.5121475197315839,,7
0.536486505487683,0.7706391851828397,-0.444051757742045,-0.5121475197315839,,5
-0.0183883102447548,0.2711451330518686,1.4354015291484317,3.008866678423056,,10
-1.238700547082713,-1.0171164401893409,,,,6
-0.5181132119502019,-0.1926341443270166,,,,7
-0.2755154757889231,-0.2010472289786729,,,,8
0.2216897854525095,1.0188500455115006,,,,4
-1.305955365028414,-1.252682810435719,,,,7
1.059973051989998,1.8096800027671995,,,,5
1.5571783132314303,1.1534593999380025,,,,3
1.345806028259227,-0.4955051917866458,,,,5
-1.305955365028414,-1.252682810435719,,,,7
0.5427915085135027,0.8346034916402261,,,,5
-0.0831987225680019,-0.4049243137038121,,,,7
