location_num_transitions_full_window,calls_last_call_time,accel_longest_still_period,location_mobility_duration_sleep,screen_events_sleep,location_avg_speed_pre_sleep,light_peak_hour_pre_sleep,sleep_quality,uid,label_date
-1.3777538914576082,-0.9316816654785915,-0.6592537232258784,0.5099742431481078,-0.3333333333333333,-0.639313574543704,-0.6425515850483775,6,681,2025-04-28
0.1530837657175121,0.5529637365722176,0.4572243564308511,0.8499822576923683,-0.3333333333333333,1.639058659170766,1.9890590021804728,5,681,2025-04-29
0.4401158264378472,1.397522498217887,-0.3189937370447798,-1.870081858661716,-0.3333333333333333,-0.639313574543704,-0.2002948058057513,7,681,2025-04-30
-1.4734312450310534,-0.9316816654785915,-1.1377443287930482,-1.1900658295731947,-0.3333333333333333,-0.639313574543704,-0.6425515850483775,5,681,2025-05-15
0.4401158264378472,0.1102371436253297,1.1377443287930482,1.189990272236629,3.0,-0.6393135743426509,-0.4835584454033011,7,681,2025-05-16
0.6314705335847374,1.2126085798786257,-1.616234934360218,0.5099742431481078,-0.3333333333333333,-0.6393134721266603,-0.5329011439138421,7,681,2025-05-17
0.4401158264378472,-0.9316816654785915,-0.3934256090218951,-0.5100498004846737,-0.3333333333333333,1.8849807819150937,-0.3629429601553122,5,681,2025-05-18
-1.3777538914576082,-0.9316816654785915,-0.1382306193860712,-0.8500578150289342,-0.3333333333333333,-0.639313574543704,-0.6425515850483775,7,681,2025-05-24
1.6839214228926327,1.3850763690988988,1.7331993046099707,1.189990272236629,-0.3333333333333333,0.9494512060340848,-0.4579733424719095,8,681,2025-05-25
0.4401158264378472,-0.9316816654785915,0.935714961998021,0.1703440152866743,-0.3333333333333333,-0.6376093024758173,1.976266450714777,6,681,2025-05-26
