calls_total_pre_sleep,sleep_quality,uid,label_date
-0.7808688094430305,8,678,2025-04-28
0.078086880944303,7,678,2025-04-29
0.078086880944303,6,678,2025-04-30
-0.7808688094430305,4,678,2025-05-15
2.6549539521063035,10,678,2025-05-16
-0.7808688094430305,4,678,2025-05-17
-0.7808688094430305,3,678,2025-05-18
-0.7808688094430305,4,678,2025-05-23
0.078086880944303,8,678,2025-05-24
0.9370425713316364,5,678,2025-05-26
0.078086880944303,5,678,2025-05-27
